Sequence	Method	Ka	Ks	Ka/Ks	P-Value(Fisher)	Length	S-Sites	N-Sites	Fold-Sites(0:2:4)	Substitutions	S-Substitutions	N-Substitutions	Fold-S-Substitutions(0:2:4)	Fold-N-Substitutions(0:2:4)	Divergence-Time	Substitution-Rate-Ratio(rTC:rAG:rTA:rCG:rTG:rCA/rCA)	GC(1:2:3)	ML-Score	AICc	Akaike-Weight	Model
Rsim_KAF7150614.1-Rsim_KAF7146936.1	NG	0.516926	3.39258	0.152369	2.72429e-31	1365	318.006	1046.99	NA	627	235.917	391.083	NA	NA	1.18687	1:1:1:1:1:1	0.282842(0.325737:0.25134:0.271448)	NA	NA	NA	NA
Rsim_KAF7150614.1-Rsim_KAF7149174.1	NG	0.880039	NA	NA	1.62747e-15	1377	318.948	1058.05	NA	792	243.917	548.083	NA	NA	0.444575	1:1:1:1:1:1	0.309428(0.359249:0.273458:0.295576)	NA	NA	NA	NA
Rsim_KAF7150614.1-Rsim_KAF7139285.1	NG	0.304138	1.79744	0.169206	7.32053e-44	1362	316.108	1045.89	NA	477	215.5	261.5	NA	NA	0.65072	1:1:1:1:1:1	0.26765(0.308311:0.24933:0.245308)	NA	NA	NA	NA
Rsim_KAF7150614.1-Rsim_KAF7137314.1	NG	0.853199	3.28463	0.259755	1.08096e-13	1347	318.66	1028.34	NA	760	236	524	NA	NA	1.4284	1:1:1:1:1:1	0.298034(0.347185:0.267426:0.279491)	NA	NA	NA	NA
Rsim_KAF7150614.1-Rsim_KAF7134348.1	NG	0.732488	NA	NA	1.34206e-22	1392	327.458	1064.54	NA	749	251.25	497.75	NA	NA	0.324932	1:1:1:1:1:1	0.320152(0.363271:0.285523:0.311662)	NA	NA	NA	NA
Rsim_KAF7150614.1-Rsim_KAF7131711.1	NG	0.800027	2.32296	0.3444	1.93754e-13	1446	337.699	1108.3	NA	787	241.833	545.167	NA	NA	1.15569	1:1:1:1:1:1	0.35277(0.39008:0.310322:0.357909)	NA	NA	NA	NA
Rsim_KAF7147369.1-Rsim_KAF7146936.1	NG	0.0262333	0.0777388	0.337455	0.00024657	1320	311.461	1008.54	NA	49	23	26	NA	NA	0.0383863	1:1:1:1:1:1	0.271895(0.310322:0.238606:0.266756)	NA	NA	NA	NA
Rsim_KAF7147369.1-Rsim_KAF7149174.1	NG	0.860773	NA	NA	1.26325e-13	1275	298.39	976.61	NA	724	224	500	NA	NA	0.425294	1:1:1:1:1:1	0.298481(0.343834:0.260724:0.290885)	NA	NA	NA	NA
Rsim_KAF7147369.1-Rsim_KAF7139285.1	NG	0.481995	1.97871	0.243591	2.59469e-25	1266	298.804	967.196	NA	552	208.083	343.917	NA	NA	0.835253	1:1:1:1:1:1	0.256702(0.292895:0.236595:0.240617)	NA	NA	NA	NA
Rsim_KAF7147369.1-Rsim_KAF7137314.1	NG	0.763604	3.38564	0.225542	4.00233e-15	1179	278.607	900.393	NA	638	206.667	431.333	NA	NA	1.38321	1:1:1:1:1:1	0.287087(0.331769:0.254692:0.274799)	NA	NA	NA	NA
Rsim_KAF7147369.1-Rsim_KAF7134348.1	NG	0.772881	2.37227	0.325799	1.70748e-13	1308	309.653	998.347	NA	704	222.417	481.583	NA	NA	1.15152	1:1:1:1:1:1	0.309205(0.347855:0.272788:0.306971)	NA	NA	NA	NA
Rsim_KAF7147369.1-Rsim_KAF7131711.1	NG	0.817471	NA	NA	6.09487e-16	1308	308.658	999.342	NA	730	232.5	497.5	NA	NA	0.388589	1:1:1:1:1:1	0.341823(0.374665:0.297587:0.353217)	NA	NA	NA	NA
Rsim_KAF7146936.1-Rsim_KAF7149174.1	NG	0.902048	NA	NA	4.35841e-13	1320	307.874	1012.13	NA	763	231.917	531.083	NA	NA	0.458419	1:1:1:1:1:1	0.311662(0.363271:0.270107:0.301609)	NA	NA	NA	NA
Rsim_KAF7146936.1-Rsim_KAF7139285.1	NG	0.483213	1.93681	0.249489	1.61007e-25	1314	308.305	1005.69	NA	572	213.75	358.25	NA	NA	0.824273	1:1:1:1:1:1	0.269884(0.312332:0.245979:0.25134)	NA	NA	NA	NA
Rsim_KAF7146936.1-Rsim_KAF7137314.1	NG	0.793911	NA	NA	2.88326e-16	1278	301.202	976.798	NA	705	226.583	478.417	NA	NA	0.371118	1:1:1:1:1:1	0.300268(0.351206:0.264075:0.285523)	NA	NA	NA	NA
Rsim_KAF7146936.1-Rsim_KAF7134348.1	NG	0.792507	NA	NA	8.74553e-18	1371	324.933	1046.07	NA	757	245.167	511.833	NA	NA	0.367675	1:1:1:1:1:1	0.322386(0.367292:0.282172:0.317694)	NA	NA	NA	NA
Rsim_KAF7146936.1-Rsim_KAF7131711.1	NG	0.84487	NA	NA	2.01838e-15	1380	324.675	1055.32	NA	779	244.083	534.917	NA	NA	0.410824	1:1:1:1:1:1	0.355004(0.394102:0.306971:0.363941)	NA	NA	NA	NA
Rsim_KAF7149174.1-Rsim_KAF7139285.1	NG	0.872979	2.33321	0.374154	4.85505e-10	1287	299.571	987.429	NA	724	214.667	509.333	NA	NA	1.21287	1:1:1:1:1:1	0.29647(0.345845:0.268097:0.275469)	NA	NA	NA	NA
Rsim_KAF7149174.1-Rsim_KAF7137314.1	NG	0.908492	NA	NA	1.37603e-14	1359	323.203	1035.8	NA	792	246.5	545.5	NA	NA	0.454606	1:1:1:1:1:1	0.326854(0.384718:0.286193:0.309651)	NA	NA	NA	NA
Rsim_KAF7149174.1-Rsim_KAF7134348.1	NG	0.376926	1.80374	0.208969	6.99881e-41	1617	375.446	1241.55	NA	624	256.167	367.833	NA	NA	0.708213	1:1:1:1:1:1	0.348972(0.400804:0.30429:0.341823)	NA	NA	NA	NA
Rsim_KAF7149174.1-Rsim_KAF7131711.1	NG	0.300507	1.41949	0.211701	2.06739e-43	1653	384.487	1268.51	NA	559	244.917	314.083	NA	NA	0.560781	1:1:1:1:1:1	0.381591(0.427614:0.329088:0.38807)	NA	NA	NA	NA
Rsim_KAF7139285.1-Rsim_KAF7137314.1	NG	0.820738	1.90002	0.431962	5.87632e-09	1233	291.474	941.526	NA	671	201.25	469.75	NA	NA	1.07587	1:1:1:1:1:1	0.285076(0.33378:0.262064:0.259383)	NA	NA	NA	NA
Rsim_KAF7139285.1-Rsim_KAF7134348.1	NG	0.766949	5.20069	0.147471	2.79733e-17	1305	309.524	995.476	NA	710	231.917	478.083	NA	NA	1.81856	1:1:1:1:1:1	0.307194(0.349866:0.280161:0.291555)	NA	NA	NA	NA
Rsim_KAF7139285.1-Rsim_KAF7131711.1	NG	0.792162	4.53576	0.174648	1.16515e-16	1347	316.86	1030.14	NA	741	237.083	503.917	NA	NA	1.67278	1:1:1:1:1:1	0.339812(0.376676:0.30496:0.337802)	NA	NA	NA	NA
Rsim_KAF7137314.1-Rsim_KAF7134348.1	NG	0.789213	3.32023	0.237698	3.85851e-16	1356	324.545	1031.45	NA	744	240.5	503.5	NA	NA	1.39499	1:1:1:1:1:1	0.337578(0.38874:0.298257:0.325737)	NA	NA	NA	NA
Rsim_KAF7137314.1-Rsim_KAF7131711.1	NG	0.848907	2.35914	0.359838	4.99009e-12	1437	342.405	1094.59	NA	802	245.75	556.25	NA	NA	1.20876	1:1:1:1:1:1	0.370197(0.41555:0.323056:0.371984)	NA	NA	NA	NA
Rsim_KAF7134348.1-Rsim_KAF7131711.1	NG	0.290446	2.00785	0.144655	3.21205e-60	1671	390.28	1280.72	NA	581	272.583	308.417	NA	NA	0.691565	1:1:1:1:1:1	0.392315(0.431635:0.341153:0.404155)	NA	NA	NA	NA
