Sequence	Method	Ka	Ks	Ka/Ks	P-Value(Fisher)	Length	S-Sites	N-Sites	Fold-Sites(0:2:4)	Substitutions	S-Substitutions	N-Substitutions	Fold-S-Substitutions(0:2:4)	Fold-N-Substitutions(0:2:4)	Divergence-Time	Substitution-Rate-Ratio(rTC:rAG:rTA:rCG:rTG:rCA/rCA)	GC(1:2:3)	ML-Score	AICc	Akaike-Weight	Model
Mdo_XP_017187244.1-Vcor_VaccDscaff28-snap-gene-34.33-mRNA-1	NG	0.160171	1.91591	0.0836005	7.9706e-90	1602	381.666	1220.33	NA	440	264	176	NA	NA	0.578463	1:1:1:1:1:1	0.393744(0.428367:0.333811:0.419054)	NA	NA	NA	NA
Mdo_XP_017187244.1-Vdar_KAH7840041.1	NG	0.160227	1.75672	0.0912081	7.49732e-86	1602	382.051	1219.95	NA	435	259	176	NA	NA	0.540965	1:1:1:1:1:1	0.373209(0.40043:0.318052:0.401146)	NA	NA	NA	NA
Mdo_XP_017187244.1-Vmac_vmacro11417-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.160183	2.0223	0.0792082	4.03021e-92	1602	381.748	1220.25	NA	443	267	176	NA	NA	0.603916	1:1:1:1:1:1	0.370105(0.401862:0.315186:0.393266)	NA	NA	NA	NA
Mdo_XP_017187244.1-Vmic_vmicro28240-RA_Vaccinium_microcarpum_v1	NG	0.122929	2.0767	0.0591947	7.77787e-66	942	227.611	714.389	NA	241	160	81	NA	NA	0.595009	1:1:1:1:1:1	0.293696(0.317335:0.25:0.313754)	NA	NA	NA	NA
Mdo_XP_017187244.1-Vvin_XP_002272229.1	NG	0.146474	1.1245	0.130258	8.34527e-65	1584	376.512	1207.49	NA	380	219.333	160.667	NA	NA	0.378947	1:1:1:1:1:1	0.376791(0.403295:0.315903:0.411175)	NA	NA	NA	NA
Mdo_XP_028948673.1-Rsim_KAF7150813.1	NG	0.170664	1.59332	0.107112	8.84388e-78	1590	380.719	1209.28	NA	436	251.417	184.583	NA	NA	0.511312	1:1:1:1:1:1	0.373209(0.398281:0.319484:0.401862)	NA	NA	NA	NA
Mdo_XP_028948673.1-Vcor_VaccDscaff20-processed-gene-339.3-mRNA-1	NG	0.158583	1.61942	0.0979255	3.81053e-83	1605	385.365	1219.63	NA	430	255.667	174.333	NA	NA	0.509335	1:1:1:1:1:1	0.392311(0.419771:0.339542:0.417622)	NA	NA	NA	NA
Mdo_XP_028948673.1-Vcor_VaccDscaff28-snap-gene-34.33-mRNA-1	NG	0.158558	1.77136	0.0895121	1.11438e-87	1605	385.193	1219.81	NA	436	261.667	174.333	NA	NA	0.545623	1:1:1:1:1:1	0.391834(0.426934:0.334527:0.41404)	NA	NA	NA	NA
Mdo_XP_028948673.1-Vdar_KAH7840041.1	NG	0.157433	1.59783	0.0985292	1.13867e-82	1605	385.579	1219.42	NA	428	254.833	173.167	NA	NA	0.503468	1:1:1:1:1:1	0.371299(0.398997:0.318768:0.396132)	NA	NA	NA	NA
Mdo_XP_028948673.1-Vmac_vmacro11417-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.157895	1.70828	0.0924291	1.72423e-86	1605	385.276	1219.72	NA	433	259.333	173.667	NA	NA	0.530061	1:1:1:1:1:1	0.368195(0.40043:0.315903:0.388252)	NA	NA	NA	NA
Mdo_XP_028948673.1-Vmic_vmicro28240-RA_Vaccinium_microcarpum_v1	NG	0.124878	1.84718	0.067605	3.96079e-61	942	227.005	714.995	NA	238	155.75	82.25	NA	NA	0.53992	1:1:1:1:1:1	0.291786(0.315903:0.250716:0.308739)	NA	NA	NA	NA
Mdo_XP_028948673.1-Vvin_XP_002272229.1	NG	0.145516	1.10377	0.131835	5.80417e-64	1584	378.127	1205.87	NA	378	218.5	159.5	NA	NA	0.374267	1:1:1:1:1:1	0.374881(0.401862:0.316619:0.40616)	NA	NA	NA	NA
Rsim_KAF7150813.1-Vcor_VaccDscaff20-processed-gene-339.3-mRNA-1	NG	0.0501794	0.418739	0.119835	3.9633e-42	1602	386.447	1215.55	NA	183	124	59	NA	NA	0.139086	1:1:1:1:1:1	0.38873(0.416905:0.340974:0.408309)	NA	NA	NA	NA
Rsim_KAF7150813.1-Vcor_VaccDscaff28-snap-gene-34.33-mRNA-1	NG	0.051067	0.409506	0.124704	1.29419e-39	1602	386.619	1215.38	NA	182	122	60	NA	NA	0.137571	1:1:1:1:1:1	0.388252(0.424069:0.33596:0.404728)	NA	NA	NA	NA
Rsim_KAF7150813.1-Vdar_KAH7840041.1	NG	0.0502032	0.395708	0.126869	2.74313e-38	1602	387.004	1215	NA	178	119	59	NA	NA	0.133669	1:1:1:1:1:1	0.367717(0.396132:0.320201:0.386819)	NA	NA	NA	NA
Rsim_KAF7150813.1-Vmac_vmacro11417-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.0532759	0.402723	0.132289	2.79154e-38	1602	386.702	1215.3	NA	183	120.5	62.5	NA	NA	0.137628	1:1:1:1:1:1	0.364613(0.397564:0.317335:0.37894)	NA	NA	NA	NA
Rsim_KAF7150813.1-Vmic_vmicro28240-RA_Vaccinium_microcarpum_v1	NG	0.0457919	0.347071	0.131938	3.29835e-20	921	223.148	697.852	NA	93	62	31	NA	NA	0.118788	1:1:1:1:1:1	0.288204(0.313037:0.252149:0.299427)	NA	NA	NA	NA
Rsim_KAF7150813.1-Vvin_XP_002272229.1	NG	0.146931	1.36088	0.107968	2.97574e-75	1575	375.909	1199.09	NA	396	236	160	NA	NA	0.436668	1:1:1:1:1:1	0.371299(0.398997:0.318052:0.396848)	NA	NA	NA	NA
Vcor_VaccDscaff20-processed-gene-339.3-mRNA-1-Vcor_VaccDscaff28-snap-gene-34.33-mRNA-1	NG	0.00162679	0.0555441	0.0292883	1.13168e-11	1623	392.251	1230.75	NA	23	21	2	NA	NA	0.0146577	1:1:1:1:1:1	0.407354(0.445559:0.356017:0.420487)	NA	NA	NA	NA
Vcor_VaccDscaff20-processed-gene-339.3-mRNA-1-Vdar_KAH7840041.1	NG	0.00325814	0.0365319	0.0891862	2.23578e-06	1623	392.636	1230.36	NA	18	14	4	NA	NA	0.0113077	1:1:1:1:1:1	0.386819(0.417622:0.340258:0.402579)	NA	NA	NA	NA
Vcor_VaccDscaff20-processed-gene-339.3-mRNA-1-Vmac_vmacro11417-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.00899194	0.0920901	0.0976428	2.3332e-13	1623	392.334	1230.67	NA	45	34	11	NA	NA	0.0290796	1:1:1:1:1:1	0.383715(0.419054:0.337393:0.394699)	NA	NA	NA	NA
Vcor_VaccDscaff20-processed-gene-339.3-mRNA-1-Vmic_vmicro28240-RA_Vaccinium_microcarpum_v1	NG	0.0105882	0.0807289	0.131157	4.43097e-07	942	228.651	713.349	NA	25	17.5	7.5	NA	NA	0.0276134	1:1:1:1:1:1	0.307307(0.334527:0.272206:0.315186)	NA	NA	NA	NA
Vcor_VaccDscaff20-processed-gene-339.3-mRNA-1-Vvin_XP_002272229.1	NG	0.139367	1.22635	0.113644	5.11303e-73	1596	381.884	1214.12	NA	385	230.583	154.417	NA	NA	0.399455	1:1:1:1:1:1	0.390401(0.420487:0.338109:0.412607)	NA	NA	NA	NA
Vcor_VaccDscaff28-snap-gene-34.33-mRNA-1-Vdar_KAH7840041.1	NG	0.00489322	0.0554623	0.088226	5.01152e-09	1623	392.808	1230.19	NA	27	21	6	NA	NA	0.0171322	1:1:1:1:1:1	0.386342(0.424785:0.335244:0.398997)	NA	NA	NA	NA
Vcor_VaccDscaff28-snap-gene-34.33-mRNA-1-Vmac_vmacro11417-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.01064	0.0863084	0.123279	2.00361e-11	1623	392.506	1230.49	NA	45	32	13	NA	NA	0.0289396	1:1:1:1:1:1	0.383238(0.426218:0.332378:0.391117)	NA	NA	NA	NA
Vcor_VaccDscaff28-snap-gene-34.33-mRNA-1-Vmic_vmicro28240-RA_Vaccinium_microcarpum_v1	NG	0.0120113	0.0856153	0.140294	3.66131e-07	942	228.651	713.349	NA	27	18.5	8.5	NA	NA	0.0298771	1:1:1:1:1:1	0.306829(0.341691:0.267192:0.311605)	NA	NA	NA	NA
Vcor_VaccDscaff28-snap-gene-34.33-mRNA-1-Vvin_XP_002272229.1	NG	0.137572	1.22272	0.112513	1.21654e-73	1596	382.056	1213.94	NA	383	230.417	152.583	NA	NA	0.397339	1:1:1:1:1:1	0.389924(0.42765:0.333095:0.409026)	NA	NA	NA	NA
Vdar_KAH7840041.1-Vmac_vmacro11417-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.00899604	0.0805296	0.111711	2.82024e-11	1623	392.892	1230.11	NA	41	30	11	NA	NA	0.0263127	1:1:1:1:1:1	0.362703(0.398281:0.316619:0.373209)	NA	NA	NA	NA
Vdar_KAH7840041.1-Vmic_vmicro28240-RA_Vaccinium_microcarpum_v1	NG	0.010594	0.0854623	0.123961	1.42602e-07	942	229.037	712.963	NA	26	18.5	7.5	NA	NA	0.0287974	1:1:1:1:1:1	0.286294(0.313754:0.251433:0.293696)	NA	NA	NA	NA
Vdar_KAH7840041.1-Vvin_XP_002272229.1	NG	0.139768	1.17867	0.118582	8.46257e-71	1596	382.441	1213.56	NA	382	227.25	154.75	NA	NA	0.388714	1:1:1:1:1:1	0.369389(0.399713:0.317335:0.391117)	NA	NA	NA	NA
Vmac_vmacro11417-RA_Vaccinium_macrocarpon_Stevens_v1-Vmic_vmicro28240-RA_Vaccinium_microcarpum_v1	NG	0.00351536	0.00657415	0.534725	0.246753	942	229.168	712.832	NA	4	1.5	2.5	NA	NA	0.0042595	1:1:1:1:1:1	0.28319(0.315186:0.248567:0.285817)	NA	NA	NA	NA
Vmac_vmacro11417-RA_Vaccinium_macrocarpon_Stevens_v1-Vvin_XP_002272229.1	NG	0.14122	1.12613	0.125403	6.27079e-67	1596	382.138	1213.86	NA	379	222.75	156.25	NA	NA	0.377042	1:1:1:1:1:1	0.366285(0.401146:0.31447:0.383238)	NA	NA	NA	NA
Vmic_vmicro28240-RA_Vaccinium_microcarpum_v1-Vvin_XP_002272229.1	NG	0.105159	1.04343	0.100782	3.91222e-45	942	226.886	715.114	NA	198	127.833	70.1667	NA	NA	0.331147	1:1:1:1:1:1	0.289876(0.316619:0.249284:0.303725)	NA	NA	NA	NA
