Sequence	Method	Ka	Ks	Ka/Ks	P-Value(Fisher)	Length	S-Sites	N-Sites	Fold-Sites(0:2:4)	Substitutions	S-Substitutions	N-Substitutions	Fold-S-Substitutions(0:2:4)	Fold-N-Substitutions(0:2:4)	Divergence-Time	Substitution-Rate-Ratio(rTC:rAG:rTA:rCG:rTG:rCA/rCA)	GC(1:2:3)	ML-Score	AICc	Akaike-Weight	Model
Aer_XP_057479248.1-Rsim_KAF7131711.1	NG	0.220136	1.61403	0.136389	3.53515e-65	1641	381.202	1259.8	NA	493	252.667	240.333	NA	NA	0.543936	1:1:1:1:1:1	0.284114(0.312627:0.249491:0.290224)	NA	NA	NA	NA
Aer_XP_057479248.1-Vcor_VaccDscaff20-snap-gene-123.32-mRNA-1	NG	0.222189	1.52424	0.14577	6.75437e-62	1635	380.016	1254.98	NA	489	247.667	241.333	NA	NA	0.52482	1:1:1:1:1:1	0.260014(0.28666:0.230652:0.262729)	NA	NA	NA	NA
Aer_XP_057479248.1-Vcor_VaccDscaff13-snap-gene-205.30-mRNA-1	NG	0.299742	1.62552	0.184398	8.3871e-48	1605	370.278	1234.72	NA	551	245.917	305.083	NA	NA	0.605602	1:1:1:1:1:1	0.252885(0.289206:0.223014:0.246436)	NA	NA	NA	NA
Aer_XP_057479248.1-Vcor_VaccDscaff33-augustus-gene-295.32-mRNA-1	NG	0.122363	0.469163	0.260812	2.33177e-24	1665	385.875	1279.13	NA	279	134.583	144.417	NA	NA	0.202736	1:1:1:1:1:1	0.254922(0.290224:0.231161:0.243381)	NA	NA	NA	NA
Aer_XP_057479248.1-Vdar_KAH7851380.1	NG	0.299742	1.64948	0.181718	2.65403e-48	1605	370.278	1234.72	NA	552	246.917	305.083	NA	NA	0.611132	1:1:1:1:1:1	0.252716(0.289206:0.223014:0.245927)	NA	NA	NA	NA
Aer_XP_057479248.1-Vdar_KAH7854940.1	NG	0.118446	0.44662	0.265207	2.19444e-22	1593	367.722	1225.28	NA	258	123.75	134.25	NA	NA	0.194201	1:1:1:1:1:1	0.245927(0.278004:0.224033:0.235743)	NA	NA	NA	NA
Aer_XP_057479248.1-Vduc_GWHPDOBL004912	NG	0.221928	1.56611	0.141707	6.2623e-63	1635	380.481	1254.52	NA	491	250	241	NA	NA	0.534732	1:1:1:1:1:1	0.260862(0.287678:0.230143:0.264766)	NA	NA	NA	NA
Aer_XP_057479248.1-Vduc_GWHPDOBL007610	NG	0.122309	0.494722	0.247229	7.12149e-27	1665	385.358	1279.64	NA	284	139.583	144.417	NA	NA	0.208503	1:1:1:1:1:1	0.252206(0.284114:0.228615:0.24389)	NA	NA	NA	NA
Aer_XP_057479248.1-Vduc_GWHPDOBL036726	NG	0.298971	1.75811	0.170052	3.94021e-51	1605	371.406	1233.59	NA	556	251.833	304.167	NA	NA	0.636624	1:1:1:1:1:1	0.253734(0.291242:0.224033:0.245927)	NA	NA	NA	NA
Aer_XP_057479248.1-Vmac_vmacro10544-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.219769	1.7332	0.126799	2.39551e-68	1635	380.389	1254.61	NA	496	257	239	NA	NA	0.571875	1:1:1:1:1:1	0.284114(0.310081:0.254073:0.288187)	NA	NA	NA	NA
Aer_XP_057479248.1-Vmac_vmacro17665-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.30559	1.67913	0.181993	1.83277e-48	1605	370.239	1234.76	NA	558	248.083	309.917	NA	NA	0.622436	1:1:1:1:1:1	0.263578(0.300407:0.238289:0.252037)	NA	NA	NA	NA
Aer_XP_057479248.1-Vmac_vmacro06484-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.122557	0.450195	0.27223	9.52844e-23	1665	384.788	1280.21	NA	275	130.25	144.75	NA	NA	0.198275	1:1:1:1:1:1	0.252376(0.28666:0.227597:0.242872)	NA	NA	NA	NA
Aer_XP_057479248.1-Vmic_vmicro25044-RA_Vaccinium_microcarpum_v1	NG	0.311075	1.68213	0.184929	3.16301e-47	1605	371.181	1233.82	NA	563	248.833	314.167	NA	NA	0.628153	1:1:1:1:1:1	0.260862(0.296334:0.235234:0.251018)	NA	NA	NA	NA
Aer_XP_057479248.1-Vmic_vmicro07721-RA_Vaccinium_microcarpum_v1	NG	0.30514	1.68302	0.181305	2.04131e-48	1605	370.756	1234.24	NA	558	248.583	309.417	NA	NA	0.62343	1:1:1:1:1:1	0.253225(0.289715:0.22556:0.244399)	NA	NA	NA	NA
Aer_XP_057479248.1-Vmic_vmicro21395-RA_Vaccinium_microcarpum_v1	NG	0.229666	1.57394	0.145918	1.87995e-59	1566	365.486	1200.51	NA	478	240.5	237.5	NA	NA	0.543403	1:1:1:1:1:1	0.2741(0.296843:0.248982:0.276477)	NA	NA	NA	NA
Aer_XP_057479248.1-Vmic_vmicro08677-RA_Vaccinium_microcarpum_v1	NG	0.124197	0.468024	0.265365	1.85083e-19	1347	307.325	1039.67	NA	226	107	119	NA	NA	0.202643	1:1:1:1:1:1	0.229464(0.263747:0.204684:0.219959)	NA	NA	NA	NA
Aer_XP_057479248.1-Vvin_XP_002278978.1	NG	0.197855	1.10914	0.178385	4.03369e-51	1668	382.361	1285.64	NA	445	221.417	223.583	NA	NA	0.406753	1:1:1:1:1:1	0.248812(0.288187:0.227597:0.230652)	NA	NA	NA	NA
Aer_XP_057479248.1-Vvin_XP_010647826.1	NG	0.232204	1.68598	0.137727	4.38091e-60	1518	352.073	1165.93	NA	469	236.167	232.833	NA	NA	0.56938	1:1:1:1:1:1	0.243211(0.279022:0.214868:0.235743)	NA	NA	NA	NA
Aer_XP_057479248.1-Vvin_XP_002275995.1	NG	0.282301	1.19767	0.235709	4.30747e-39	1668	387.473	1280.53	NA	533	231.75	301.25	NA	NA	0.494939	1:1:1:1:1:1	0.253734(0.288697:0.230652:0.241853)	NA	NA	NA	NA
Aer_XP_057462256.1-Aer_XP_057480547.1	NG	0.271897	1.19569	0.227399	6.4905e-40	1650	380.623	1269.38	NA	517	227.5	289.5	NA	NA	0.484997	1:1:1:1:1:1	0.260014(0.294297:0.228615:0.257128)	NA	NA	NA	NA
Aer_XP_057462256.1-Aer_XP_057480549.1	NG	0.276577	1.27476	0.216964	2.48003e-36	1389	321.536	1067.46	NA	444	197.083	246.917	NA	NA	0.507644	1:1:1:1:1:1	0.238968(0.271385:0.207739:0.23778)	NA	NA	NA	NA
Aer_XP_057462256.1-Aer_XP_057481773.1	NG	0.223359	1.64163	0.136059	1.21981e-67	1701	394.29	1306.71	NA	515	262.583	252.417	NA	NA	0.552113	1:1:1:1:1:1	0.28038(0.303462:0.241344:0.296334)	NA	NA	NA	NA
Aer_XP_057462256.1-Aer_XP_057481774.1	NG	0.223359	1.64163	0.136059	1.21981e-67	1701	394.29	1306.71	NA	515	262.583	252.417	NA	NA	0.552113	1:1:1:1:1:1	0.27461(0.296334:0.237271:0.290224)	NA	NA	NA	NA
Aer_XP_057462256.1-Aer_XP_057486393.1	NG	0.26535	1.29877	0.204308	5.78003e-45	1647	380.714	1266.29	NA	518	235	283	NA	NA	0.504231	1:1:1:1:1:1	0.258486(0.294297:0.228615:0.252546)	NA	NA	NA	NA
Aer_XP_057462256.1-Ath_NP_173919.1	NG	0.277767	NA	NA	3.80083e-74	1584	360.927	1223.07	NA	558	274.083	283.917	NA	NA	NA	1:1:1:1:1:1	0.245927(0.282587:0.218941:0.236253)	NA	NA	NA	NA
Aer_XP_057462256.1-Ath_NP_564935.1	NG	0.290861	NA	NA	7.78706e-68	1557	353.816	1203.18	NA	556	265.917	290.083	NA	NA	NA	1:1:1:1:1:1	0.24406(0.280041:0.214358:0.23778)	NA	NA	NA	NA
Aer_XP_057462256.1-Ath_NP_188473.1	NG	0.338321	NA	NA	3.22645e-71	1671	389.03	1281.97	NA	651	301.917	349.083	NA	NA	0.0267428	1:1:1:1:1:1	0.267651(0.304481:0.235234:0.263238)	NA	NA	NA	NA
Aer_XP_057462256.1-Csin_XP_028119062.1	NG	0.095023	0.444295	0.213874	7.32461e-26	1506	339.798	1166.2	NA	218	113.917	104.083	NA	NA	0.173829	1:1:1:1:1:1	0.236931(0.274949:0.209776:0.226069)	NA	NA	NA	NA
Aer_XP_057462256.1-Csin_XP_028119063.1	NG	0.0992542	0.458175	0.21663	4.20204e-25	1446	326.427	1119.57	NA	216	111.917	104.083	NA	NA	0.180279	1:1:1:1:1:1	0.232858(0.269857:0.20723:0.221487)	NA	NA	NA	NA
Aer_XP_057462256.1-Csin_XP_028119061.1	NG	0.0937173	0.427809	0.219064	5.02372e-28	1710	392.346	1317.65	NA	244	127.917	116.083	NA	NA	0.170372	1:1:1:1:1:1	0.251188(0.289715:0.223523:0.240326)	NA	NA	NA	NA
Aer_XP_057462256.1-Csin_XP_028084915.1	NG	0.218649	1.22116	0.17905	9.95316e-54	1719	396.905	1322.1	NA	490	239.25	250.75	NA	NA	0.450121	1:1:1:1:1:1	0.256619(0.290733:0.232179:0.246945)	NA	NA	NA	NA
Aer_XP_057462256.1-Csin_XP_028080560.2	NG	0.265614	1.16175	0.228632	3.01326e-40	1677	381.215	1295.79	NA	515	225.167	289.833	NA	NA	0.469324	1:1:1:1:1:1	0.252885(0.289715:0.228615:0.240326)	NA	NA	NA	NA
Aer_XP_057462256.1-Mdo_XP_008374744.1	NG	0.291069	1.28042	0.227323	1.07847e-41	1710	398.361	1311.64	NA	561	244.583	316.417	NA	NA	0.521548	1:1:1:1:1:1	0.271045(0.307026:0.236253:0.269857)	NA	NA	NA	NA
Aer_XP_057462256.1-Mdo_XP_008360056.2	NG	0.246602	1.65881	0.148663	1.19165e-54	1485	345.003	1140	NA	470	230.417	239.583	NA	NA	0.574693	1:1:1:1:1:1	0.248303(0.276477:0.216904:0.251527)	NA	NA	NA	NA
Aer_XP_057462256.1-Mdo_XP_008350864.3	NG	0.212319	1.4632	0.145106	1.21293e-62	1671	383.902	1287.1	NA	485	247	238	NA	NA	0.499701	1:1:1:1:1:1	0.265105(0.299389:0.229124:0.266802)	NA	NA	NA	NA
Aer_XP_057462256.1-Mdo_XP_017186658.2	NG	0.293519	1.39694	0.210116	1.07797e-41	1569	360.668	1208.33	NA	522	228.5	293.5	NA	NA	0.547163	1:1:1:1:1:1	0.258656(0.293279:0.223523:0.259165)	NA	NA	NA	NA
Aer_XP_057462256.1-Mdo_XP_008367579.2	NG	0.292223	1.29636	0.225418	5.33287e-42	1707	397.19	1309.81	NA	562	245	317	NA	NA	0.525868	1:1:1:1:1:1	0.271045(0.306517:0.235743:0.270876)	NA	NA	NA	NA
Aer_XP_057462256.1-Mdo_XP_008339686.4	NG	0.241904	1.59859	0.151324	1.66548e-54	1482	349.092	1132.91	NA	465	230.75	234.25	NA	NA	0.561476	1:1:1:1:1:1	0.244739(0.279532:0.214868:0.239817)	NA	NA	NA	NA
Aer_XP_057462256.1-Mdo_XP_008361730.3	NG	0.204995	1.495	0.13712	1.10641e-56	1422	326.48	1095.52	NA	408	211.5	196.5	NA	NA	0.50117	1:1:1:1:1:1	0.236422(0.267312:0.205703:0.236253)	NA	NA	NA	NA
Aer_XP_057462256.1-Mdo_XP_070672292.1	NG	0.214399	1.69844	0.126232	1.44661e-48	1110	263.603	846.397	NA	335	177.167	157.833	NA	NA	0.56683	1:1:1:1:1:1	0.214528(0.235743:0.189919:0.217923)	NA	NA	NA	NA
Aer_XP_057462256.1-Rsim_KAF7149174.1	NG	0.177193	0.615683	0.287799	1.542e-25	1662	384.148	1277.85	NA	363	161.333	201.667	NA	NA	0.278544	1:1:1:1:1:1	0.254582(0.294297:0.224033:0.245418)	NA	NA	NA	NA
Aer_XP_057462256.1-Rsim_KAF7134348.1	NG	0.267857	1.63626	0.163701	3.21485e-55	1647	379.493	1267.51	NA	538	252.5	285.5	NA	NA	0.583157	1:1:1:1:1:1	0.262729(0.297352:0.233198:0.257637)	NA	NA	NA	NA
Aer_XP_057462256.1-Rsim_KAF7131711.1	NG	0.20867	1.47029	0.141924	1.2368e-65	1686	391.322	1294.68	NA	488	252.167	235.833	NA	NA	0.501493	1:1:1:1:1:1	0.287508(0.317719:0.252037:0.29277)	NA	NA	NA	NA
Aer_XP_057462256.1-Vcor_VaccDscaff20-snap-gene-123.32-mRNA-1	NG	0.213165	1.47512	0.144507	4.96842e-64	1680	390.136	1289.86	NA	491	251.667	239.333	NA	NA	0.506221	1:1:1:1:1:1	0.263408(0.291752:0.233198:0.265275)	NA	NA	NA	NA
Aer_XP_057462256.1-Vcor_VaccDscaff13-snap-gene-205.30-mRNA-1	NG	0.284756	1.60348	0.177586	5.86562e-51	1650	379.269	1270.73	NA	552	250.917	301.083	NA	NA	0.587878	1:1:1:1:1:1	0.25628(0.294297:0.22556:0.248982)	NA	NA	NA	NA
Aer_XP_057462256.1-Vcor_VaccDscaff33-augustus-gene-295.32-mRNA-1	NG	0.113001	0.441526	0.255932	4.72676e-25	1710	396.047	1313.95	NA	270	132.167	137.833	NA	NA	0.189089	1:1:1:1:1:1	0.258316(0.295316:0.233707:0.245927)	NA	NA	NA	NA
Aer_XP_057462256.1-Vdar_KAH7851380.1	NG	0.284756	1.62619	0.175106	1.11836e-51	1650	379.269	1270.73	NA	553	251.917	301.083	NA	NA	0.593097	1:1:1:1:1:1	0.25611(0.294297:0.22556:0.248473)	NA	NA	NA	NA
Aer_XP_057462256.1-Vdar_KAH7854940.1	NG	0.108126	0.415717	0.260096	2.05981e-22	1635	377.056	1257.94	NA	247	120.333	126.667	NA	NA	0.179061	1:1:1:1:1:1	0.249321(0.283096:0.226578:0.238289)	NA	NA	NA	NA
Aer_XP_057462256.1-Vduc_GWHPDOBL004912	NG	0.214974	1.47572	0.145674	2.07708e-63	1680	390.601	1289.4	NA	493	252	241	NA	NA	0.508099	1:1:1:1:1:1	0.264257(0.29277:0.232688:0.267312)	NA	NA	NA	NA
Aer_XP_057462256.1-Vduc_GWHPDOBL007610	NG	0.113838	0.465465	0.244567	4.48007e-27	1710	395.53	1314.47	NA	276	137.167	138.833	NA	NA	0.195171	1:1:1:1:1:1	0.255601(0.289206:0.231161:0.246436)	NA	NA	NA	NA
Aer_XP_057462256.1-Vduc_GWHPDOBL036726	NG	0.28468	1.79519	0.158579	3.51273e-56	1650	380.397	1269.6	NA	560	259.25	300.75	NA	NA	0.632919	1:1:1:1:1:1	0.257128(0.296334:0.226578:0.248473)	NA	NA	NA	NA
Aer_XP_057462256.1-Vmac_vmacro10544-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.210322	1.72455	0.121958	8.89437e-73	1680	390.509	1289.49	NA	500	263.5	236.5	NA	NA	0.562298	1:1:1:1:1:1	0.287508(0.315173:0.256619:0.290733)	NA	NA	NA	NA
Aer_XP_057462256.1-Vmac_vmacro17665-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.290712	1.67034	0.174044	8.22159e-52	1650	379.229	1270.77	NA	560	253.75	306.25	NA	NA	0.607799	1:1:1:1:1:1	0.266972(0.305499:0.240835:0.254582)	NA	NA	NA	NA
Aer_XP_057462256.1-Vmac_vmacro06484-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.11084	0.422146	0.262563	3.06859e-23	1710	394.96	1315.04	NA	263	127.5	135.5	NA	NA	0.182743	1:1:1:1:1:1	0.255771(0.291752:0.230143:0.245418)	NA	NA	NA	NA
Aer_XP_057462256.1-Vmic_vmicro25044-RA_Vaccinium_microcarpum_v1	NG	0.296218	1.62009	0.182841	9.14152e-50	1650	380.172	1269.83	NA	563	252.25	310.75	NA	NA	0.601246	1:1:1:1:1:1	0.264257(0.301426:0.23778:0.253564)	NA	NA	NA	NA
Aer_XP_057462256.1-Vmic_vmicro07721-RA_Vaccinium_microcarpum_v1	NG	0.290277	1.67409	0.173393	2.49047e-52	1650	379.747	1270.25	NA	560	254.25	305.75	NA	NA	0.608762	1:1:1:1:1:1	0.256619(0.294807:0.228106:0.246945)	NA	NA	NA	NA
Aer_XP_057462256.1-Vmic_vmicro21395-RA_Vaccinium_microcarpum_v1	NG	0.219943	1.55976	0.141011	6.23439e-63	1611	375.607	1235.39	NA	482	246.5	235.5	NA	NA	0.532322	1:1:1:1:1:1	0.277495(0.301935:0.251527:0.279022)	NA	NA	NA	NA
Aer_XP_057462256.1-Vmic_vmicro08677-RA_Vaccinium_microcarpum_v1	NG	0.112399	0.402304	0.279387	2.22589e-17	1392	317.419	1074.58	NA	211	98.8333	112.167	NA	NA	0.178506	1:1:1:1:1:1	0.232858(0.268839:0.20723:0.222505)	NA	NA	NA	NA
Aer_XP_057462256.1-Vvin_XP_002278978.1	NG	0.193924	1.03386	0.187572	1.89308e-49	1713	392.879	1320.12	NA	446	220.417	225.583	NA	NA	0.386565	1:1:1:1:1:1	0.252206(0.293279:0.230143:0.233198)	NA	NA	NA	NA
Aer_XP_057462256.1-Vvin_XP_010647826.1	NG	0.230507	1.79317	0.128547	3.23404e-64	1563	362.032	1200.97	NA	485	246.667	238.333	NA	NA	0.59246	1:1:1:1:1:1	0.246606(0.284114:0.217413:0.238289)	NA	NA	NA	NA
Aer_XP_057462256.1-Vvin_XP_002275995.1	NG	0.272987	1.16536	0.234251	3.88807e-40	1713	397.207	1315.79	NA	536	234.917	301.083	NA	NA	0.47991	1:1:1:1:1:1	0.257128(0.293788:0.233198:0.244399)	NA	NA	NA	NA
Aer_XP_057480547.1-Aer_XP_057480549.1	NG	0.0357921	0.0357426	1.00138	0.999998	1431	329.472	1101.53	NA	50	11.5	38.5	NA	NA	0.0357807	1:1:1:1:1:1	0.246775(0.278513:0.210285:0.251527)	NA	NA	NA	NA
Aer_XP_057480547.1-Aer_XP_057481773.1	NG	0.297979	3.53636	0.0842613	1.13336e-69	1659	384.108	1274.89	NA	599	285.5	313.5	NA	NA	1.04776	1:1:1:1:1:1	0.288187(0.310591:0.24389:0.310081)	NA	NA	NA	NA
Aer_XP_057480547.1-Aer_XP_057481774.1	NG	0.297979	3.53636	0.0842613	1.13336e-69	1659	384.108	1274.89	NA	599	285.5	313.5	NA	NA	1.04776	1:1:1:1:1:1	0.282417(0.303462:0.239817:0.303971)	NA	NA	NA	NA
Aer_XP_057480547.1-Aer_XP_057486393.1	NG	0.033631	0.153365	0.219286	4.39103e-13	1704	396.536	1307.46	NA	98	55	43	NA	NA	0.0614943	1:1:1:1:1:1	0.266293(0.301426:0.231161:0.266293)	NA	NA	NA	NA
Aer_XP_057480547.1-Ath_NP_173919.1	NG	0.336354	NA	NA	2.7912e-70	1545	353.944	1191.06	NA	603	280.167	322.833	NA	NA	0.0302094	1:1:1:1:1:1	0.253734(0.289715:0.221487:0.25)	NA	NA	NA	NA
Aer_XP_057480547.1-Ath_NP_564935.1	NG	0.315618	NA	NA	3.07219e-63	1518	347.352	1170.65	NA	564	262.417	301.583	NA	NA	0.0145755	1:1:1:1:1:1	0.251867(0.287169:0.216904:0.251527)	NA	NA	NA	NA
Aer_XP_057480547.1-Ath_NP_188473.1	NG	0.306029	NA	NA	3.53842e-82	1653	384.853	1268.15	NA	624	305.333	318.667	NA	NA	0.00195837	1:1:1:1:1:1	0.275458(0.311609:0.23778:0.276986)	NA	NA	NA	NA
Aer_XP_057480547.1-Csin_XP_028119062.1	NG	0.270959	1.51695	0.178621	1.08019e-44	1446	328.715	1117.29	NA	468	213.917	254.083	NA	NA	0.554206	1:1:1:1:1:1	0.244739(0.282077:0.212322:0.239817)	NA	NA	NA	NA
Aer_XP_057480547.1-Csin_XP_028119063.1	NG	0.279671	1.56912	0.178234	1.38706e-42	1386	314.733	1071.27	NA	457	206.917	250.083	NA	NA	0.57248	1:1:1:1:1:1	0.240665(0.276986:0.209776:0.235234)	NA	NA	NA	NA
Aer_XP_057480547.1-Csin_XP_028119061.1	NG	0.26537	1.42335	0.186441	1.30955e-49	1650	379.693	1270.31	NA	526	242.083	283.917	NA	NA	0.53184	1:1:1:1:1:1	0.258995(0.296843:0.226069:0.254073)	NA	NA	NA	NA
Aer_XP_057480547.1-Csin_XP_028084915.1	NG	0.291302	1.91909	0.151792	6.02955e-58	1677	386.588	1290.41	NA	579	267.5	311.5	NA	NA	0.666546	1:1:1:1:1:1	0.264426(0.297862:0.234725:0.260692)	NA	NA	NA	NA
Aer_XP_057480547.1-Csin_XP_028080560.2	NG	0.130866	0.567806	0.230477	1.75203e-31	1701	387.346	1313.65	NA	312	154.25	157.75	NA	NA	0.230365	1:1:1:1:1:1	0.260692(0.296843:0.231161:0.254073)	NA	NA	NA	NA
Aer_XP_057480547.1-Mdo_XP_008374744.1	NG	0.215198	1.2786	0.168308	1.14706e-55	1674	391.107	1282.89	NA	480	240	240	NA	NA	0.463646	1:1:1:1:1:1	0.278853(0.314155:0.238798:0.283605)	NA	NA	NA	NA
Aer_XP_057480547.1-Mdo_XP_008360056.2	NG	0.269351	NA	NA	1.50326e-77	1476	343.236	1132.76	NA	524	267.667	256.333	NA	NA	NA	1:1:1:1:1:1	0.25611(0.283605:0.21945:0.265275)	NA	NA	NA	NA
