Sequence	Method	Ka	Ks	Ka/Ks	P-Value(Fisher)	Length	S-Sites	N-Sites	Fold-Sites(0:2:4)	Substitutions	S-Substitutions	N-Substitutions	Fold-S-Substitutions(0:2:4)	Fold-N-Substitutions(0:2:4)	Divergence-Time	Substitution-Rate-Ratio(rTC:rAG:rTA:rCG:rTG:rCA/rCA)	GC(1:2:3)	ML-Score	AICc	Akaike-Weight	Model
Ath_NP_193531.1-Ath_NP_199472.1	NG	0.203616	0.984193	0.206886	1.28505e-40	1554	356.692	1197.31	NA	409	195.5	213.5	NA	NA	0.382783	1:1:1:1:1:1	0.354694(0.395678:0.311475:0.35693)	NA	NA	NA	NA
Ath_NP_193531.1-Ath_NP_001032019.1	NG	0.190486	0.988496	0.192702	3.1317e-43	1530	355.942	1174.06	NA	393	195.5	197.5	NA	NA	0.376136	1:1:1:1:1:1	0.352956(0.410581:0.308495:0.339791)	NA	NA	NA	NA
Ath_NP_193531.1-Ath_NP_001119385.1	NG	0.197098	1.00402	0.196309	1.45043e-40	1461	338.84	1122.16	NA	382	187.5	194.5	NA	NA	0.384241	1:1:1:1:1:1	0.346001(0.402385:0.302534:0.333085)	NA	NA	NA	NA
Ath_NP_193531.1-Ath_NP_199473.1	NG	0.181257	0.906578	0.199935	6.19819e-43	1602	375.42	1226.58	NA	395	197.5	197.5	NA	NA	0.351232	1:1:1:1:1:1	0.360407(0.418033:0.318182:0.345007)	NA	NA	NA	NA
Ath_NP_193531.1-Csin_XP_028109838.2	NG	0.263996	2.72576	0.0968522	1.5885e-66	1488	350.361	1137.64	NA	509	255.833	253.167	NA	NA	0.843637	1:1:1:1:1:1	0.357427(0.398659:0.322653:0.350969)	NA	NA	NA	NA
Ath_NP_193531.1-Csin_XP_028083526.2	NG	0.248578	2.66477	0.0932829	3.85558e-72	1542	363.178	1178.82	NA	514	264.583	249.417	NA	NA	0.81765	1:1:1:1:1:1	0.358172(0.415797:0.322653:0.336066)	NA	NA	NA	NA
Ath_NP_193531.1-Mdo_XP_008373555.3	NG	0.24797	3.72605	0.0665504	2.67163e-77	1530	365.319	1164.68	NA	518	272.083	245.917	NA	NA	1.07843	1:1:1:1:1:1	0.368852(0.423249:0.324888:0.35842)	NA	NA	NA	NA
Ath_NP_193531.1-Mdo_XP_008341114.2	NG	0.241217	NA	NA	5.78039e-87	1530	363.252	1166.75	NA	522	281.333	240.667	NA	NA	NA	1:1:1:1:1:1	0.367611(0.418778:0.320417:0.363636)	NA	NA	NA	NA
Ath_NP_193531.1-Rsim_KAF7137314.1	NG	0.524095	NA	NA	1.0061e-33	1359	323.055	1035.94	NA	635	244.333	390.667	NA	NA	0.161794	1:1:1:1:1:1	0.359414(0.420268:0.319672:0.338301)	NA	NA	NA	NA
Ath_NP_193531.1-Vcor_VaccDscaff22-snap-gene-63.37-mRNA-1	NG	0.442175	3.02173	0.146332	6.50823e-39	1431	335.186	1095.81	NA	613	246.917	366.083	NA	NA	1.04639	1:1:1:1:1:1	0.353701(0.412072:0.308495:0.340537)	NA	NA	NA	NA
Ath_NP_193531.1-Vcor_VaccDscaff25-augustus-gene-50.33-mRNA-1	NG	0.292955	2.09824	0.139619	1.81809e-58	1572	374.138	1197.86	NA	554	263.5	290.5	NA	NA	0.722616	1:1:1:1:1:1	0.380527(0.421759:0.33383:0.385991)	NA	NA	NA	NA
Ath_NP_193531.1-Vdar_KAH7835189.1	NG	0.287599	1.98013	0.145242	2.99699e-57	1572	374.737	1197.26	NA	547	261	286	NA	NA	0.691069	1:1:1:1:1:1	0.380775(0.423249:0.33383:0.385246)	NA	NA	NA	NA
Ath_NP_193531.1-Vdar_KAH7864007.1	NG	0.450199	2.93073	0.153613	9.93806e-38	1431	334.497	1096.5	NA	617	245.833	371.167	NA	NA	1.03002	1:1:1:1:1:1	0.360159(0.421013:0.309985:0.349478)	NA	NA	NA	NA
Ath_NP_193531.1-Vduc_GWHPDOBL010968	NG	0.439304	2.99192	0.146831	1.0075e-38	1404	329.999	1074	NA	600	242.917	357.083	NA	NA	1.03927	1:1:1:1:1:1	0.355688(0.418033:0.306259:0.342772)	NA	NA	NA	NA
Ath_NP_193531.1-Vduc_GWHPDOBL014285	NG	0.289914	1.89144	0.153277	4.83362e-55	1572	373.916	1198.08	NA	546	257.917	288.083	NA	NA	0.670853	1:1:1:1:1:1	0.380527(0.423249:0.334575:0.383756)	NA	NA	NA	NA
Ath_NP_193531.1-Vmac_vmacro13559-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.450939	2.90051	0.155469	3.42984e-37	1404	329.219	1074.78	NA	606	241.75	364.25	NA	NA	1.02533	1:1:1:1:1:1	0.361649(0.423994:0.314456:0.346498)	NA	NA	NA	NA
Ath_NP_193531.1-Vmac_vmacro00341-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.289439	1.83226	0.157968	4.56296e-54	1569	373.818	1195.18	NA	543	256	287	NA	NA	0.65702	1:1:1:1:1:1	0.380775(0.420268:0.33383:0.388227)	NA	NA	NA	NA
Ath_NP_193531.1-Vmic_vmicro16897-RA_Vaccinium_microcarpum_v1	NG	0.309857	2.05557	0.15074	5.76544e-50	1440	342.783	1097.22	NA	519	240.5	278.5	NA	NA	0.725415	1:1:1:1:1:1	0.367859(0.407601:0.323398:0.372578)	NA	NA	NA	NA
Ath_NP_193531.1-Vvin_XP_002278594.2	NG	0.272174	2.39786	0.113507	2.8892e-65	1545	367.234	1177.77	NA	533	264.167	268.833	NA	NA	0.777432	1:1:1:1:1:1	0.373075(0.426975:0.324888:0.367362)	NA	NA	NA	NA
Ath_NP_199472.1-Ath_NP_001032019.1	NG	0.165462	0.70972	0.233137	3.67918e-30	1470	337.425	1132.57	NA	323	154.833	168.167	NA	NA	0.290392	1:1:1:1:1:1	0.339543(0.38003:0.292101:0.346498)	NA	NA	NA	NA
Ath_NP_199472.1-Ath_NP_001119385.1	NG	0.162841	0.700048	0.232615	9.74778e-29	1401	320.451	1080.55	NA	304	145.833	158.167	NA	NA	0.285717	1:1:1:1:1:1	0.332588(0.371833:0.28614:0.339791)	NA	NA	NA	NA
Ath_NP_199472.1-Ath_NP_199473.1	NG	0.159413	0.716831	0.222385	1.06476e-33	1542	357.08	1184.92	NA	335	164.833	170.167	NA	NA	0.288494	1:1:1:1:1:1	0.346995(0.387481:0.301788:0.351714)	NA	NA	NA	NA
Ath_NP_199472.1-Csin_XP_028109838.2	NG	0.303744	1.55081	0.195862	6.80891e-42	1464	341.272	1122.73	NA	504	223.583	280.417	NA	NA	0.594447	1:1:1:1:1:1	0.344014(0.368107:0.306259:0.357675)	NA	NA	NA	NA
Ath_NP_199472.1-Csin_XP_028083526.2	NG	0.301511	1.80879	0.166692	1.63957e-48	1491	349.442	1141.56	NA	522	238.583	283.417	NA	NA	0.654769	1:1:1:1:1:1	0.344759(0.385246:0.306259:0.342772)	NA	NA	NA	NA
Ath_NP_199472.1-Mdo_XP_008373555.3	NG	0.294871	5.06692	0.0581953	9.28285e-65	1482	349.629	1132.37	NA	538	261.917	276.083	NA	NA	1.42068	1:1:1:1:1:1	0.35544(0.392697:0.308495:0.365127)	NA	NA	NA	NA
Ath_NP_199472.1-Mdo_XP_008341114.2	NG	0.292962	NA	NA	3.68124e-69	1482	347.387	1134.61	NA	541	265.833	275.167	NA	NA	NA	1:1:1:1:1:1	0.354198(0.388227:0.304024:0.370343)	NA	NA	NA	NA
Ath_NP_199472.1-Rsim_KAF7137314.1	NG	0.514433	NA	NA	5.80792e-38	1299	306.235	992.765	NA	610	240.417	369.583	NA	NA	0.157411	1:1:1:1:1:1	0.346001(0.389717:0.303279:0.345007)	NA	NA	NA	NA
Ath_NP_199472.1-Vcor_VaccDscaff22-snap-gene-63.37-mRNA-1	NG	0.444499	NA	NA	1.7779e-45	1371	318.653	1052.35	NA	601	248.083	352.917	NA	NA	0.108764	1:1:1:1:1:1	0.340288(0.38152:0.292101:0.347243)	NA	NA	NA	NA
Ath_NP_199472.1-Vcor_VaccDscaff25-augustus-gene-50.33-mRNA-1	NG	0.339639	1.98036	0.171504	7.5293e-46	1488	350.919	1137.08	NA	555	244.417	310.583	NA	NA	0.726574	1:1:1:1:1:1	0.367114(0.391207:0.317437:0.392697)	NA	NA	NA	NA
Ath_NP_199472.1-Vdar_KAH7835189.1	NG	0.336183	1.95101	0.172312	9.09379e-46	1488	351.518	1136.48	NA	552	244.083	307.917	NA	NA	0.717662	1:1:1:1:1:1	0.367362(0.392697:0.317437:0.391952)	NA	NA	NA	NA
Ath_NP_199472.1-Vdar_KAH7864007.1	NG	0.451434	NA	NA	9.86293e-47	1371	317.963	1053.04	NA	608	250.833	357.167	NA	NA	0.114817	1:1:1:1:1:1	0.346746(0.390462:0.293592:0.356185)	NA	NA	NA	NA
Ath_NP_199472.1-Vduc_GWHPDOBL010968	NG	0.441841	NA	NA	5.72228e-46	1344	313.468	1030.53	NA	590	245.917	344.083	NA	NA	0.105553	1:1:1:1:1:1	0.342275(0.387481:0.289866:0.349478)	NA	NA	NA	NA
Ath_NP_199472.1-Vduc_GWHPDOBL014285	NG	0.335381	1.94001	0.172876	6.54034e-46	1488	351.214	1136.79	NA	551	243.583	307.417	NA	NA	0.714122	1:1:1:1:1:1	0.367114(0.392697:0.318182:0.390462)	NA	NA	NA	NA
Ath_NP_199472.1-Vmac_vmacro13559-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.445302	NA	NA	7.80412e-48	1344	312.646	1031.35	NA	595	248.667	346.333	NA	NA	0.10909	1:1:1:1:1:1	0.348236(0.393443:0.298063:0.353204)	NA	NA	NA	NA
Ath_NP_199472.1-Vmac_vmacro00341-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.333516	1.99611	0.167083	6.30903e-47	1485	350.599	1134.4	NA	550	244.583	305.417	NA	NA	0.726043	1:1:1:1:1:1	0.367362(0.389717:0.317437:0.394933)	NA	NA	NA	NA
Ath_NP_199472.1-Vmic_vmicro16897-RA_Vaccinium_microcarpum_v1	NG	0.350569	2.01125	0.174304	3.58871e-41	1356	320.732	1035.27	NA	514	224.083	289.917	NA	NA	0.743366	1:1:1:1:1:1	0.354446(0.377049:0.307004:0.379285)	NA	NA	NA	NA
Ath_NP_199472.1-Vvin_XP_002278594.2	NG	0.339863	3.41801	0.099433	1.09015e-55	1482	349.78	1132.22	NA	569	259.583	309.417	NA	NA	1.06636	1:1:1:1:1:1	0.359662(0.396423:0.308495:0.374069)	NA	NA	NA	NA
Ath_NP_001032019.1-Ath_NP_001119385.1	NG	NA	NA	NA	NA	1488	347.557	1140.44	NA	0	NA	NA	NA	NA	NA	1:1:1:1:1:1	0.330849(0.386736:0.283159:0.322653)	NA	NA	NA	NA
Ath_NP_001032019.1-Ath_NP_199473.1	NG	NA	NA	NA	NA	1557	364.14	1192.86	NA	0	NA	NA	NA	NA	NA	1:1:1:1:1:1	0.345256(0.402385:0.298808:0.334575)	NA	NA	NA	NA
Ath_NP_001032019.1-Csin_XP_028109838.2	NG	0.256587	2.43294	0.105464	8.09144e-63	1416	330.331	1085.67	NA	474	238.083	235.917	NA	NA	0.764296	1:1:1:1:1:1	0.342275(0.38301:0.303279:0.340537)	NA	NA	NA	NA
Ath_NP_001032019.1-Csin_XP_028083526.2	NG	0.265196	2.54379	0.104253	1.62316e-63	1461	340.342	1120.66	NA	497	246.667	250.333	NA	NA	0.795997	1:1:1:1:1:1	0.34302(0.400149:0.303279:0.325633)	NA	NA	NA	NA
Ath_NP_001032019.1-Mdo_XP_008373555.3	NG	0.2708	NA	NA	2.42233e-69	1449	342.535	1106.47	NA	509	257.5	251.5	NA	NA	NA	1:1:1:1:1:1	0.353701(0.407601:0.305514:0.347988)	NA	NA	NA	NA
Ath_NP_001032019.1-Mdo_XP_008341114.2	NG	0.273775	3.37652	0.081082	1.54351e-65	1449	340.89	1108.11	NA	507	252.833	254.167	NA	NA	1.00372	1:1:1:1:1:1	0.352459(0.40313:0.301043:0.353204)	NA	NA	NA	NA
Ath_NP_001032019.1-Rsim_KAF7137314.1	NG	0.516927	NA	NA	7.75157e-34	1278	302.176	975.824	NA	596	231.5	364.5	NA	NA	0.158258	1:1:1:1:1:1	0.344262(0.40462:0.300298:0.327869)	NA	NA	NA	NA
Ath_NP_001032019.1-Vcor_VaccDscaff22-snap-gene-63.37-mRNA-1	NG	0.439534	NA	NA	1.61549e-44	1353	314.487	1038.51	NA	589	243.583	345.417	NA	NA	0.104933	1:1:1:1:1:1	0.338549(0.396423:0.289121:0.330104)	NA	NA	NA	NA
Ath_NP_001032019.1-Vcor_VaccDscaff25-augustus-gene-50.33-mRNA-1	NG	0.298065	1.78863	0.166644	3.29726e-48	1473	346.466	1126.53	NA	513	235.917	277.083	NA	NA	0.648662	1:1:1:1:1:1	0.365375(0.40611:0.314456:0.375559)	NA	NA	NA	NA
Ath_NP_001032019.1-Vdar_KAH7835189.1	NG	0.294962	1.7312	0.17038	6.17248e-48	1473	347.065	1125.93	NA	509	234.417	274.583	NA	NA	0.633366	1:1:1:1:1:1	0.365623(0.407601:0.314456:0.374814)	NA	NA	NA	NA
Ath_NP_001032019.1-Vdar_KAH7864007.1	NG	0.440344	NA	NA	9.65107e-41	1353	314.142	1038.86	NA	584	238	346	NA	NA	0.105923	1:1:1:1:1:1	0.345007(0.405365:0.290611:0.339046)	NA	NA	NA	NA
Ath_NP_001032019.1-Vduc_GWHPDOBL010968	NG	0.431153	NA	NA	1.4173e-45	1323	308.769	1014.23	NA	573	240.417	332.583	NA	NA	0.0971427	1:1:1:1:1:1	0.340537(0.402385:0.286885:0.33234)	NA	NA	NA	NA
Ath_NP_001032019.1-Vduc_GWHPDOBL014285	NG	0.29355	1.83046	0.160369	3.35405e-50	1473	346.761	1126.24	NA	511	237.417	273.583	NA	NA	0.655357	1:1:1:1:1:1	0.365375(0.407601:0.315201:0.373323)	NA	NA	NA	NA
Ath_NP_001032019.1-Vmac_vmacro13559-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.437681	NA	NA	4.07548e-45	1323	307.642	1015.36	NA	577	240.333	336.667	NA	NA	0.103371	1:1:1:1:1:1	0.346498(0.408346:0.295082:0.336066)	NA	NA	NA	NA
Ath_NP_001032019.1-Vmac_vmacro00341-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.289606	1.67675	0.172718	6.87959e-48	1470	346.491	1123.51	NA	502	232.083	269.917	NA	NA	0.616569	1:1:1:1:1:1	0.365623(0.40462:0.314456:0.377794)	NA	NA	NA	NA
Ath_NP_001032019.1-Vmic_vmicro16897-RA_Vaccinium_microcarpum_v1	NG	0.302307	1.65964	0.182152	5.04758e-41	1341	315.763	1025.24	NA	466	210.917	255.083	NA	NA	0.621917	1:1:1:1:1:1	0.352707(0.391952:0.304024:0.362146)	NA	NA	NA	NA
Ath_NP_001032019.1-Vvin_XP_002278594.2	NG	0.305818	2.68519	0.113891	5.24384e-57	1458	342.775	1115.23	NA	530	249.917	280.083	NA	NA	0.865208	1:1:1:1:1:1	0.357923(0.411326:0.305514:0.35693)	NA	NA	NA	NA
Ath_NP_001119385.1-Ath_NP_199473.1	NG	NA	NA	NA	NA	1488	347.557	1140.44	NA	0	NA	NA	NA	NA	NA	1:1:1:1:1:1	0.338301(0.394188:0.292846:0.327869)	NA	NA	NA	NA
Ath_NP_001119385.1-Csin_XP_028109838.2	NG	0.259543	2.82048	0.0920209	7.34948e-62	1347	312.721	1034.28	NA	456	229.083	226.917	NA	NA	0.854093	1:1:1:1:1:1	0.33532(0.374814:0.297317:0.33383)	NA	NA	NA	NA
Ath_NP_001119385.1-Csin_XP_028083526.2	NG	0.269425	2.51367	0.107184	9.23278e-60	1392	323.556	1068.44	NA	476	234.167	241.833	NA	NA	0.791078	1:1:1:1:1:1	0.336066(0.391952:0.297317:0.318927)	NA	NA	NA	NA
Ath_NP_001119385.1-Mdo_XP_008373555.3	NG	0.273091	NA	NA	6.5907e-67	1380	324.929	1055.07	NA	488	246.5	241.5	NA	NA	NA	1:1:1:1:1:1	0.346746(0.399404:0.299553:0.341282)	NA	NA	NA	NA
Ath_NP_001119385.1-Mdo_XP_008341114.2	NG	0.276749	NA	NA	1.17935e-64	1380	322.806	1057.19	NA	488	243.333	244.667	NA	NA	NA	1:1:1:1:1:1	0.345504(0.394933:0.295082:0.346498)	NA	NA	NA	NA
Ath_NP_001119385.1-Rsim_KAF7137314.1	NG	0.520098	NA	NA	2.83555e-31	1209	285.293	923.707	NA	564	217.5	346.5	NA	NA	0.161394	1:1:1:1:1:1	0.337308(0.396423:0.294337:0.321162)	NA	NA	NA	NA
Ath_NP_001119385.1-Vcor_VaccDscaff22-snap-gene-63.37-mRNA-1	NG	0.439929	NA	NA	2.76101e-42	1284	297.251	986.749	NA	559	230.583	328.417	NA	NA	0.10658	1:1:1:1:1:1	0.331595(0.388227:0.283159:0.323398)	NA	NA	NA	NA
Ath_NP_001119385.1-Vcor_VaccDscaff25-augustus-gene-50.33-mRNA-1	NG	0.303241	1.92392	0.157616	2.45935e-47	1404	329.205	1074.79	NA	496	227.917	268.083	NA	NA	0.683252	1:1:1:1:1:1	0.35842(0.397914:0.308495:0.368852)	NA	NA	NA	NA
Ath_NP_001119385.1-Vdar_KAH7835189.1	NG	0.298523	1.85625	0.160821	1.64012e-47	1404	329.632	1074.37	NA	491	226.417	264.583	NA	NA	0.664246	1:1:1:1:1:1	0.358669(0.399404:0.308495:0.368107)	NA	NA	NA	NA
Ath_NP_001119385.1-Vdar_KAH7864007.1	NG	0.440783	NA	NA	8.28737e-39	1284	296.906	987.094	NA	554	225	329	NA	NA	0.107623	1:1:1:1:1:1	0.338053(0.397168:0.28465:0.33234)	NA	NA	NA	NA
Ath_NP_001119385.1-Vduc_GWHPDOBL010968	NG	0.425486	NA	NA	1.74283e-43	1254	291.363	962.637	NA	539	226.417	312.583	NA	NA	0.0942791	1:1:1:1:1:1	0.333582(0.394188:0.280924:0.325633)	NA	NA	NA	NA
Ath_NP_001119385.1-Vduc_GWHPDOBL014285	NG	0.297035	1.98202	0.149865	1.88323e-49	1404	329.327	1074.67	NA	493	229.417	263.583	NA	NA	0.69227	1:1:1:1:1:1	0.35842(0.399404:0.30924:0.366617)	NA	NA	NA	NA
Ath_NP_001119385.1-Vmac_vmacro13559-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.437986	NA	NA	2.16137e-43	1254	290.407	963.593	NA	547	227.333	319.667	NA	NA	0.10497	1:1:1:1:1:1	0.339543(0.400149:0.289121:0.329359)	NA	NA	NA	NA
Ath_NP_001119385.1-Vmac_vmacro00341-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.29433	1.78543	0.164851	5.73124e-47	1401	329.231	1071.77	NA	485	224.083	260.917	NA	NA	0.644735	1:1:1:1:1:1	0.358669(0.396423:0.308495:0.371088)	NA	NA	NA	NA
Ath_NP_001119385.1-Vmic_vmicro16897-RA_Vaccinium_microcarpum_v1	NG	0.308285	1.77635	0.173549	4.33378e-40	1272	298.502	973.498	NA	449	202.917	246.083	NA	NA	0.652799	1:1:1:1:1:1	0.345753(0.383756:0.298063:0.35544)	NA	NA	NA	NA
Ath_NP_001119385.1-Vvin_XP_002278594.2	NG	0.305533	3.39544	0.0899832	5.90744e-57	1389	324.733	1064.27	NA	508	240.917	267.083	NA	NA	1.02792	1:1:1:1:1:1	0.350969(0.40313:0.299553:0.350224)	NA	NA	NA	NA
Ath_NP_199473.1-Csin_XP_028109838.2	NG	0.251136	2.23985	0.112122	2.28529e-65	1488	349.762	1138.24	NA	492	249.083	242.917	NA	NA	0.718593	1:1:1:1:1:1	0.349727(0.390462:0.312966:0.345753)	NA	NA	NA	NA
Ath_NP_199473.1-Csin_XP_028083526.2	NG	0.257928	2.44134	0.10565	6.78446e-68	1533	360.807	1172.19	NA	516	260.167	255.833	NA	NA	0.771817	1:1:1:1:1:1	0.350472(0.407601:0.312966:0.330849)	NA	NA	NA	NA
Ath_NP_199473.1-Mdo_XP_008373555.3	NG	0.258054	NA	NA	4.04133e-75	1521	362.266	1158.73	NA	525	272	253	NA	NA	NA	1:1:1:1:1:1	0.361153(0.415052:0.315201:0.353204)	NA	NA	NA	NA
Ath_NP_199473.1-Mdo_XP_008341114.2	NG	0.262018	3.0011	0.0873073	4.28823e-70	1521	360.368	1160.63	NA	522	265.333	256.667	NA	NA	0.910985	1:1:1:1:1:1	0.359911(0.410581:0.31073:0.35842)	NA	NA	NA	NA
Ath_NP_199473.1-Rsim_KAF7137314.1	NG	0.50727	NA	NA	4.14516e-35	1350	321.478	1028.52	NA	623	243.833	379.167	NA	NA	0.148342	1:1:1:1:1:1	0.351714(0.412072:0.309985:0.333085)	NA	NA	NA	NA
Ath_NP_199473.1-Vcor_VaccDscaff22-snap-gene-63.37-mRNA-1	NG	0.430488	NA	NA	1.02079e-45	1425	333.793	1091.21	NA	612	254.583	357.417	NA	NA	0.0954096	1:1:1:1:1:1	0.346001(0.403875:0.298808:0.33532)	NA	NA	NA	NA
Ath_NP_199473.1-Vcor_VaccDscaff25-augustus-gene-50.33-mRNA-1	NG	0.288316	1.92927	0.149443	3.35992e-55	1545	366.543	1178.46	NA	536	253.917	282.083	NA	NA	0.677624	1:1:1:1:1:1	0.372827(0.413562:0.324143:0.380775)	NA	NA	NA	NA
Ath_NP_199473.1-Vdar_KAH7835189.1	NG	0.285383	1.86389	0.153112	5.64944e-55	1545	367.142	1177.86	NA	532	252.417	279.583	NA	NA	0.660487	1:1:1:1:1:1	0.373075(0.415052:0.324143:0.38003)	NA	NA	NA	NA
Ath_NP_199473.1-Vdar_KAH7864007.1	NG	0.432699	4.28251	0.101039	5.47472e-42	1425	333.103	1091.9	NA	608	249	359	NA	NA	1.33262	1:1:1:1:1:1	0.352459(0.412817:0.300298:0.344262)	NA	NA	NA	NA
