Sequence	Method	Ka	Ks	Ka/Ks	P-Value(Fisher)	Length	S-Sites	N-Sites	Fold-Sites(0:2:4)	Substitutions	S-Substitutions	N-Substitutions	Fold-S-Substitutions(0:2:4)	Fold-N-Substitutions(0:2:4)	Divergence-Time	Substitution-Rate-Ratio(rTC:rAG:rTA:rCG:rTG:rCA/rCA)	GC(1:2:3)	ML-Score	AICc	Akaike-Weight	Model
Aer_XP_057497741.1-Csin_XP_028068065.2	NG	0.214923	0.694673	0.309388	1.08718e-21	1434	338.325	1095.68	NA	358	153.25	204.75	NA	NA	0.328111	1:1:1:1:1:1	0.327751(0.39075:0.304625:0.287879)	NA	NA	NA	NA
Aer_XP_057497741.1-Csin_XP_028110861.1	NG	0.38463	1.44947	0.265359	3.53144e-28	1395	329.605	1065.4	NA	532	211.417	320.583	NA	NA	0.636226	1:1:1:1:1:1	0.324827(0.379585:0.299043:0.295853)	NA	NA	NA	NA
Aer_XP_057497741.1-Csin_XP_082760673.1	NG	0.338691	1.48468	0.228124	1.17921e-33	1371	321.909	1049.09	NA	494	208.083	285.917	NA	NA	0.607767	1:1:1:1:1:1	0.317119(0.377193:0.286284:0.287879)	NA	NA	NA	NA
Aer_XP_057497741.1-Csin_XP_028110859.2	NG	0.348838	1.57254	0.221831	7.61309e-35	1392	329.1	1062.9	NA	513	216.5	296.5	NA	NA	0.638147	1:1:1:1:1:1	0.328549(0.378788:0.30941:0.297448)	NA	NA	NA	NA
Aer_XP_057497741.1-Mdo_XP_008344380.3	NG	0.400241	1.79483	0.222997	7.75299e-33	1383	331.382	1051.62	NA	552	225.833	326.167	NA	NA	0.734398	1:1:1:1:1:1	0.321903(0.385965:0.305423:0.274322)	NA	NA	NA	NA
Aer_XP_057497741.1-Mdo_XP_008361562.1	NG	0.410112	2.28482	0.179494	7.05711e-38	1395	329.552	1065.45	NA	572	235.417	336.583	NA	NA	0.85299	1:1:1:1:1:1	0.340776(0.392344:0.307815:0.322169)	NA	NA	NA	NA
Aer_XP_057497741.1-Mdo_XP_008361572.2	NG	0.357047	1.70984	0.208818	6.77158e-37	1413	335.551	1077.45	NA	532	225.917	306.083	NA	NA	0.678301	1:1:1:1:1:1	0.328549(0.388357:0.295056:0.302233)	NA	NA	NA	NA
Aer_XP_057497741.1-Mdo_XP_070664908.1	NG	0.408896	2.16069	0.189243	1.58369e-36	1383	328.654	1054.35	NA	565	232.667	332.333	NA	NA	0.82519	1:1:1:1:1:1	0.325359(0.382775:0.30622:0.287081)	NA	NA	NA	NA
Aer_XP_057497741.1-Mdo_XP_008338598.2	NG	0.422159	1.95864	0.215536	5.03983e-33	1398	332.406	1065.59	NA	575	231	344	NA	NA	0.787493	1:1:1:1:1:1	0.341839(0.396332:0.305423:0.323764)	NA	NA	NA	NA
Aer_XP_057497741.1-Mdo_XP_008345100.2	NG	0.293142	1.27727	0.229508	1.79303e-35	1446	345.614	1100.39	NA	479	212	267	NA	NA	0.528362	1:1:1:1:1:1	0.337321(0.401914:0.303828:0.30622)	NA	NA	NA	NA
Aer_XP_057497741.1-Mdo_XP_008360621.3	NG	0.297563	1.32311	0.224897	2.08512e-36	1446	345.401	1100.6	NA	485	214.667	270.333	NA	NA	0.542532	1:1:1:1:1:1	0.336523(0.399522:0.305423:0.304625)	NA	NA	NA	NA
Aer_XP_057497741.1-Rsim_KAF7147369.1	NG	0.231794	0.79569	0.291313	1.49511e-22	1317	310.633	1006.37	NA	353	152.333	200.667	NA	NA	0.364797	1:1:1:1:1:1	0.321106(0.367624:0.287879:0.307815)	NA	NA	NA	NA
Aer_XP_057497741.1-Rsim_KAF7146936.1	NG	0.235068	0.809748	0.290298	2.68492e-24	1416	334.87	1081.13	NA	384	165.833	218.167	NA	NA	0.370974	1:1:1:1:1:1	0.336789(0.39075:0.299043:0.320574)	NA	NA	NA	NA
Aer_XP_057497741.1-Vcor_VaccDscaff33-augustus-gene-72.29-mRNA-1	NG	0.232559	0.837226	0.277774	1.24938e-26	1443	339.854	1103.15	NA	392	171.417	220.583	NA	NA	0.37497	1:1:1:1:1:1	0.340776(0.394737:0.300638:0.326954)	NA	NA	NA	NA
Aer_XP_057497741.1-Vdar_KAH7855228.1	NG	0.228357	0.824098	0.2771	3.40091e-26	1443	339.469	1103.53	NA	387	169.75	217.25	NA	NA	0.368507	1:1:1:1:1:1	0.34051(0.393939:0.301435:0.326156)	NA	NA	NA	NA
Aer_XP_057497741.1-Vduc_GWHPDOBL009662	NG	0.240739	0.876461	0.274672	4.29719e-26	1380	327.431	1052.57	NA	386	169.25	216.75	NA	NA	0.391577	1:1:1:1:1:1	0.334928(0.389155:0.296651:0.318979)	NA	NA	NA	NA
Aer_XP_057497741.1-Vmac_vmacro07478-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.230514	0.794725	0.290055	1.44612e-24	1443	338.222	1104.78	NA	385	165.75	219.25	NA	NA	0.362758	1:1:1:1:1:1	0.339447(0.393142:0.30303:0.322169)	NA	NA	NA	NA
Aer_XP_057497741.1-Vvin_XP_002279322.1	NG	0.315284	1.30899	0.24086	2.08924e-33	1422	340.032	1081.97	NA	489	210.5	278.5	NA	NA	0.552902	1:1:1:1:1:1	0.335194(0.392344:0.3126:0.300638)	NA	NA	NA	NA
Aer_XP_057497741.1-Vvin_XP_002274847.2	NG	0.379882	1.71963	0.220909	1.24395e-34	1422	338.022	1083.98	NA	551	227.917	323.083	NA	NA	0.698352	1:1:1:1:1:1	0.346624(0.401116:0.311802:0.326954)	NA	NA	NA	NA
Aer_XP_057497741.1-Vvin_XP_002262763.1	NG	0.373046	1.43702	0.259596	2.05902e-29	1413	337.577	1075.42	NA	532	215.917	316.083	NA	NA	0.627239	1:1:1:1:1:1	0.352472(0.411483:0.317384:0.328549)	NA	NA	NA	NA
Aer_XP_057497741.1-Vvin_XP_002264700.2	NG	0.261086	1.14745	0.227535	9.42207e-36	1431	339.098	1091.9	NA	440	199.25	240.75	NA	NA	0.471125	1:1:1:1:1:1	0.341308(0.401914:0.304625:0.317384)	NA	NA	NA	NA
Aer_XP_057505826.1-Aer_XP_057512530.1	NG	0.208424	0.738108	0.282377	2.48345e-24	1425	329.124	1095.88	NA	354	154.583	199.417	NA	NA	0.330762	1:1:1:1:1:1	0.332802(0.380383:0.30303:0.314992)	NA	NA	NA	NA
Aer_XP_057505826.1-Aer_XP_057466883.1	NG	0.0746584	0.166422	0.448609	3.56634e-05	1440	328.306	1111.69	NA	128	49	79	NA	NA	0.0955796	1:1:1:1:1:1	0.335726(0.385965:0.297448:0.323764)	NA	NA	NA	NA
Aer_XP_057505826.1-Aer_XP_057483129.1	NG	0.402189	1.34709	0.298561	4.13449e-23	1356	314.66	1041.34	NA	521	196.833	324.167	NA	NA	0.621453	1:1:1:1:1:1	0.337321(0.380383:0.301435:0.330144)	NA	NA	NA	NA
Aer_XP_057505826.1-Aer_XP_057483564.1	NG	0.371031	2.55814	0.145039	3.4434e-43	1371	318.4	1052.6	NA	539	230.917	308.083	NA	NA	0.878964	1:1:1:1:1:1	0.344232(0.376396:0.310207:0.346093)	NA	NA	NA	NA
Aer_XP_057505826.1-Ath_NP_172319.1	NG	0.448443	2.17122	0.20654	5.25709e-31	1341	308.27	1032.73	NA	567	218.417	348.583	NA	NA	0.844476	1:1:1:1:1:1	0.332802(0.385965:0.294258:0.318182)	NA	NA	NA	NA
Aer_XP_057505826.1-Ath_NP_172320.1	NG	0.418248	1.86494	0.224269	1.88083e-30	1329	307.711	1021.29	NA	539	211.583	327.417	NA	NA	0.753209	1:1:1:1:1:1	0.335991(0.39075:0.296651:0.320574)	NA	NA	NA	NA
Aer_XP_057505826.1-Ath_NP_001324626.1	NG	0.428318	2.41058	0.177683	1.53625e-34	1335	308.395	1026.61	NA	557	222	335	NA	NA	0.886234	1:1:1:1:1:1	0.331473(0.38437:0.286284:0.323764)	NA	NA	NA	NA
Aer_XP_057505826.1-Ath_NP_180292.1	NG	0.428318	2.41058	0.177683	1.53625e-34	1335	308.395	1026.61	NA	557	222	335	NA	NA	0.886234	1:1:1:1:1:1	0.337852(0.389155:0.295056:0.329346)	NA	NA	NA	NA
Aer_XP_057505826.1-Ath_NP_001327288.1	NG	0.360513	1.74367	0.206755	1.35992e-36	1407	325.991	1081.01	NA	530	220.583	309.417	NA	NA	0.680979	1:1:1:1:1:1	0.338915(0.389155:0.294258:0.333333)	NA	NA	NA	NA
Aer_XP_057505826.1-Csin_XP_028068065.2	NG	0.208915	0.614682	0.339875	1.68744e-17	1419	329.928	1089.07	NA	337	138.417	198.583	NA	NA	0.303259	1:1:1:1:1:1	0.330144(0.388357:0.305423:0.296651)	NA	NA	NA	NA
Aer_XP_057505826.1-Csin_XP_028110861.1	NG	0.408052	1.38175	0.295316	2.63744e-24	1389	321.892	1067.11	NA	539	203.167	335.833	NA	NA	0.6337	1:1:1:1:1:1	0.32722(0.377193:0.299841:0.304625)	NA	NA	NA	NA
Aer_XP_057505826.1-Csin_XP_082760673.1	NG	0.327929	1.50133	0.218425	1.48036e-34	1368	314.871	1053.13	NA	484	204.25	279.75	NA	NA	0.59801	1:1:1:1:1:1	0.319511(0.374801:0.287081:0.296651)	NA	NA	NA	NA
Aer_XP_057505826.1-Csin_XP_028110859.2	NG	0.38702	1.4463	0.267593	2.25119e-27	1386	321.781	1064.22	NA	528	206.25	321.75	NA	NA	0.632947	1:1:1:1:1:1	0.330941(0.376396:0.310207:0.30622)	NA	NA	NA	NA
Aer_XP_057505826.1-Mdo_XP_008344380.3	NG	0.419846	1.68227	0.249571	6.42221e-29	1380	324.807	1055.19	NA	557	217.75	339.25	NA	NA	0.71698	1:1:1:1:1:1	0.324296(0.383573:0.30622:0.283094)	NA	NA	NA	NA
Aer_XP_057505826.1-Mdo_XP_008361562.1	NG	0.420696	1.83192	0.229648	9.38285e-31	1374	318.586	1055.41	NA	558	218.167	339.833	NA	NA	0.747913	1:1:1:1:1:1	0.343169(0.389952:0.308612:0.330941)	NA	NA	NA	NA
Aer_XP_057505826.1-Mdo_XP_008361572.2	NG	0.359348	1.53067	0.234765	2.66447e-32	1395	326.149	1068.85	NA	518	212.833	305.167	NA	NA	0.633201	1:1:1:1:1:1	0.330941(0.385965:0.295853:0.311005)	NA	NA	NA	NA
Aer_XP_057505826.1-Mdo_XP_070664908.1	NG	0.42116	1.88811	0.223059	7.60703e-32	1380	322.092	1057.91	NA	563	222.083	340.917	NA	NA	0.763546	1:1:1:1:1:1	0.327751(0.380383:0.307018:0.295853)	NA	NA	NA	NA
Aer_XP_057505826.1-Mdo_XP_008338598.2	NG	0.427544	1.66123	0.257366	9.10388e-28	1377	322.167	1054.83	NA	559	215.25	343.75	NA	NA	0.71618	1:1:1:1:1:1	0.344232(0.393939:0.30622:0.332536)	NA	NA	NA	NA
Aer_XP_057505826.1-Mdo_XP_008345100.2	NG	0.289206	1.10817	0.260976	1.06055e-29	1437	336.872	1100.13	NA	459	195	264	NA	NA	0.481193	1:1:1:1:1:1	0.339713(0.399522:0.304625:0.314992)	NA	NA	NA	NA
Aer_XP_057505826.1-Mdo_XP_008360621.3	NG	0.305361	1.03506	0.295018	2.82688e-25	1437	336.7	1100.3	NA	465	189	276	NA	NA	0.476334	1:1:1:1:1:1	0.338915(0.397129:0.30622:0.313397)	NA	NA	NA	NA
Aer_XP_057505826.1-Rsim_KAF7147369.1	NG	0.211212	0.686556	0.307639	9.22388e-20	1314	305.365	1008.64	NA	323	137.333	185.667	NA	NA	0.321679	1:1:1:1:1:1	0.323498(0.365231:0.288676:0.316587)	NA	NA	NA	NA
Aer_XP_057505826.1-Rsim_KAF7146936.1	NG	0.220959	0.656476	0.336583	3.83078e-18	1416	329.182	1086.82	NA	352	144	208	NA	NA	0.322205	1:1:1:1:1:1	0.339181(0.388357:0.299841:0.329346)	NA	NA	NA	NA
Aer_XP_057505826.1-Vcor_VaccDscaff33-augustus-gene-72.29-mRNA-1	NG	0.191135	0.732047	0.261096	1.3776e-26	1425	330.013	1094.99	NA	339	154.25	184.75	NA	NA	0.316404	1:1:1:1:1:1	0.343169(0.392344:0.301435:0.335726)	NA	NA	NA	NA
Aer_XP_057505826.1-Vdar_KAH7855228.1	NG	0.191485	0.746394	0.256548	3.09546e-27	1425	329.8	1095.2	NA	341	155.917	185.083	NA	NA	0.319913	1:1:1:1:1:1	0.342903(0.391547:0.302233:0.334928)	NA	NA	NA	NA
Aer_XP_057505826.1-Vduc_GWHPDOBL009662	NG	0.198551	0.812877	0.244258	1.20368e-28	1362	318.202	1043.8	NA	340	157.917	182.083	NA	NA	0.342075	1:1:1:1:1:1	0.337321(0.386762:0.297448:0.327751)	NA	NA	NA	NA
Aer_XP_057505826.1-Vmac_vmacro07478-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.196948	0.752642	0.261675	4.52078e-27	1425	328.555	1096.45	NA	346	156.083	189.917	NA	NA	0.325071	1:1:1:1:1:1	0.341839(0.39075:0.303828:0.330941)	NA	NA	NA	NA
Aer_XP_057505826.1-Vvin_XP_002279322.1	NG	0.306361	1.34281	0.228149	5.10825e-35	1407	329.822	1077.18	NA	477	206.083	270.917	NA	NA	0.549321	1:1:1:1:1:1	0.337586(0.389952:0.313397:0.30941)	NA	NA	NA	NA
Aer_XP_057505826.1-Vvin_XP_002274847.2	NG	0.368114	1.85657	0.198276	1.9782e-37	1404	327.192	1076.81	NA	538	224.75	313.25	NA	NA	0.714988	1:1:1:1:1:1	0.349016(0.398724:0.3126:0.335726)	NA	NA	NA	NA
Aer_XP_057505826.1-Vvin_XP_002262763.1	NG	0.380999	1.68534	0.226067	7.17519e-33	1395	326.017	1068.98	NA	538	218.667	319.333	NA	NA	0.685828	1:1:1:1:1:1	0.354864(0.409091:0.318182:0.337321)	NA	NA	NA	NA
Aer_XP_057505826.1-Vvin_XP_002264700.2	NG	0.235406	1.14981	0.204735	2.61775e-39	1413	330.303	1082.7	NA	413	194.25	218.75	NA	NA	0.449156	1:1:1:1:1:1	0.3437(0.399522:0.305423:0.326156)	NA	NA	NA	NA
Aer_XP_057512530.1-Aer_XP_057466883.1	NG	0.192391	0.714341	0.269326	1.09856e-25	1440	332.135	1107.86	NA	341	153	188	NA	NA	0.312778	1:1:1:1:1:1	0.329346(0.381978:0.295853:0.310207)	NA	NA	NA	NA
Aer_XP_057512530.1-Aer_XP_057483129.1	NG	0.381668	1.59949	0.238619	2.0037e-30	1359	319.035	1039.96	NA	522	210.917	311.083	NA	NA	0.66756	1:1:1:1:1:1	0.330941(0.376396:0.299841:0.316587)	NA	NA	NA	NA
Aer_XP_057512530.1-Aer_XP_057483564.1	NG	0.360725	1.81562	0.198678	2.86156e-37	1377	324.132	1052.87	NA	523	221.5	301.5	NA	NA	0.703193	1:1:1:1:1:1	0.337852(0.372408:0.308612:0.332536)	NA	NA	NA	NA
Aer_XP_057512530.1-Ath_NP_172319.1	NG	0.47642	2.07237	0.229891	9.0142e-28	1344	311.545	1032.46	NA	583	218.917	364.083	NA	NA	0.846368	1:1:1:1:1:1	0.326422(0.381978:0.292663:0.304625)	NA	NA	NA	NA
Aer_XP_057512530.1-Ath_NP_172320.1	NG	0.435812	2.45075	0.177828	1.51301e-34	1332	311.419	1020.58	NA	562	224.667	337.333	NA	NA	0.906902	1:1:1:1:1:1	0.329612(0.386762:0.295056:0.307018)	NA	NA	NA	NA
Aer_XP_057512530.1-Ath_NP_001324626.1	NG	0.456397	4.16538	0.109569	3.27457e-37	1338	312.321	1025.68	NA	584	233.333	350.667	NA	NA	1.32216	1:1:1:1:1:1	0.325093(0.380383:0.284689:0.310207)	NA	NA	NA	NA
Aer_XP_057512530.1-Ath_NP_180292.1	NG	0.456397	4.16538	0.109569	3.27457e-37	1338	312.321	1025.68	NA	584	233.333	350.667	NA	NA	1.32216	1:1:1:1:1:1	0.331473(0.385167:0.293461:0.315789)	NA	NA	NA	NA
Aer_XP_057512530.1-Ath_NP_001327288.1	NG	0.385028	1.79847	0.214086	6.89197e-35	1413	329.631	1083.37	NA	551	224.75	326.25	NA	NA	0.714763	1:1:1:1:1:1	0.332536(0.385167:0.292663:0.319777)	NA	NA	NA	NA
Aer_XP_057512530.1-Csin_XP_028068065.2	NG	0.208271	0.691584	0.30115	3.38956e-22	1428	334.631	1093.37	NA	350	151.167	198.833	NA	NA	0.321528	1:1:1:1:1:1	0.323764(0.38437:0.303828:0.283094)	NA	NA	NA	NA
Aer_XP_057512530.1-Csin_XP_028110861.1	NG	0.387433	1.2804	0.302587	1.14345e-23	1395	327.241	1067.76	NA	524	200.917	323.083	NA	NA	0.596907	1:1:1:1:1:1	0.32084(0.373206:0.298246:0.291069)	NA	NA	NA	NA
Aer_XP_057512530.1-Csin_XP_082760673.1	NG	0.317861	1.38182	0.230031	2.12316e-33	1371	319.246	1051.75	NA	474	201.5	272.5	NA	NA	0.56561	1:1:1:1:1:1	0.313131(0.370813:0.285486:0.283094)	NA	NA	NA	NA
Aer_XP_057512530.1-Csin_XP_028110859.2	NG	0.345588	1.41865	0.243604	2.79892e-31	1389	326.074	1062.93	NA	502	207.667	294.333	NA	NA	0.597494	1:1:1:1:1:1	0.324561(0.372408:0.308612:0.292663)	NA	NA	NA	NA
Aer_XP_057512530.1-Mdo_XP_008344380.3	NG	0.419384	1.52399	0.275188	1.79353e-26	1383	329.015	1053.99	NA	553	214.417	338.583	NA	NA	0.682168	1:1:1:1:1:1	0.317916(0.379585:0.304625:0.269537)	NA	NA	NA	NA
Aer_XP_057512530.1-Mdo_XP_008361562.1	NG	0.42028	1.48345	0.283313	1.34534e-25	1395	327.152	1067.85	NA	555	211.417	343.583	NA	NA	0.669612	1:1:1:1:1:1	0.336789(0.385965:0.307018:0.317384)	NA	NA	NA	NA
Aer_XP_057512530.1-Mdo_XP_008361572.2	NG	0.34437	1.41091	0.244076	1.0469e-31	1413	333.23	1079.77	NA	510	211.833	298.167	NA	NA	0.595894	1:1:1:1:1:1	0.324561(0.381978:0.294258:0.297448)	NA	NA	NA	NA
Aer_XP_057512530.1-Mdo_XP_070664908.1	NG	0.422772	1.76633	0.23935	3.86276e-30	1383	326.293	1056.71	NA	563	221.5	341.5	NA	NA	0.73976	1:1:1:1:1:1	0.321372(0.376396:0.305423:0.282297)	NA	NA	NA	NA
Aer_XP_057512530.1-Mdo_XP_008338598.2	NG	0.432207	1.48083	0.291867	1.05947e-24	1398	330.045	1067.95	NA	564	213.167	350.833	NA	NA	0.679771	1:1:1:1:1:1	0.337852(0.389952:0.304625:0.318979)	NA	NA	NA	NA
Aer_XP_057512530.1-Mdo_XP_008345100.2	NG	0.299088	1.51209	0.197797	3.13455e-41	1443	342.243	1100.76	NA	494	222.5	271.5	NA	NA	0.586783	1:1:1:1:1:1	0.333333(0.395534:0.30303:0.301435)	NA	NA	NA	NA
Aer_XP_057512530.1-Mdo_XP_008360621.3	NG	0.299017	1.43177	0.208844	2.38559e-39	1443	342.03	1100.97	NA	490	218.5	271.5	NA	NA	0.567511	1:1:1:1:1:1	0.332536(0.393142:0.304625:0.299841)	NA	NA	NA	NA
Aer_XP_057512530.1-Rsim_KAF7147369.1	NG	0.226204	0.757939	0.298446	2.76062e-21	1317	308.179	1008.82	NA	344	147	197	NA	NA	0.35063	1:1:1:1:1:1	0.317119(0.361244:0.287081:0.30303)	NA	NA	NA	NA
Aer_XP_057512530.1-Rsim_KAF7146936.1	NG	0.231527	0.783498	0.295504	2.14111e-23	1410	331.521	1078.48	NA	376	161.167	214.833	NA	NA	0.361307	1:1:1:1:1:1	0.332802(0.38437:0.298246:0.315789)	NA	NA	NA	NA
Aer_XP_057512530.1-Vcor_VaccDscaff33-augustus-gene-72.29-mRNA-1	NG	0.223892	0.779234	0.287323	2.14904e-24	1437	336.162	1100.84	NA	376	162.917	213.083	NA	NA	0.353804	1:1:1:1:1:1	0.336789(0.388357:0.299841:0.322169)	NA	NA	NA	NA
Aer_XP_057512530.1-Vdar_KAH7855228.1	NG	0.221763	0.794997	0.278949	8.96021e-26	1437	335.777	1101.22	NA	376	164.583	211.417	NA	NA	0.355708	1:1:1:1:1:1	0.336523(0.38756:0.300638:0.321372)	NA	NA	NA	NA
Aer_XP_057512530.1-Vduc_GWHPDOBL009662	NG	0.231997	0.848136	0.273538	8.37956e-26	1374	323.699	1050.3	NA	374	164.417	209.583	NA	NA	0.377153	1:1:1:1:1:1	0.330941(0.382775:0.295853:0.314195)	NA	NA	NA	NA
Aer_XP_057512530.1-Vmac_vmacro07478-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.222793	0.757368	0.294168	1.2558e-23	1437	334.531	1102.47	NA	372	159.5	212.5	NA	NA	0.347241	1:1:1:1:1:1	0.33546(0.386762:0.302233:0.317384)	NA	NA	NA	NA
Aer_XP_057512530.1-Vvin_XP_002279322.1	NG	0.316061	1.2351	0.2559	7.90834e-31	1422	337.324	1084.68	NA	484	204.25	279.75	NA	NA	0.534073	1:1:1:1:1:1	0.331207(0.385965:0.311802:0.295853)	NA	NA	NA	NA
Aer_XP_057512530.1-Vvin_XP_002274847.2	NG	0.384012	1.66786	0.230243	1.9791e-33	1416	335.151	1080.85	NA	549	224.167	324.833	NA	NA	0.687883	1:1:1:1:1:1	0.342637(0.394737:0.311005:0.322169)	NA	NA	NA	NA
Aer_XP_057512530.1-Vvin_XP_002262763.1	NG	0.372129	1.44671	0.257224	1.27351e-29	1407	334.36	1072.64	NA	529	214.333	314.667	NA	NA	0.627494	1:1:1:1:1:1	0.348485(0.405104:0.316587:0.323764)	NA	NA	NA	NA
Aer_XP_057512530.1-Vvin_XP_002264700.2	NG	0.253452	1.2812	0.197824	4.54649e-41	1431	336.392	1094.61	NA	442	206.583	235.417	NA	NA	0.495049	1:1:1:1:1:1	0.337321(0.395534:0.303828:0.3126)	NA	NA	NA	NA
Aer_XP_057466883.1-Aer_XP_057483129.1	NG	0.4018	1.37257	0.292735	1.0602e-23	1356	314.435	1041.57	NA	522	198	324	NA	NA	0.626907	1:1:1:1:1:1	0.333865(0.381978:0.294258:0.325359)	NA	NA	NA	NA
Aer_XP_057466883.1-Aer_XP_057483564.1	NG	0.370749	2.89908	0.127885	2.78043e-45	1374	319.358	1054.64	NA	543	234.5	308.5	NA	NA	0.958408	1:1:1:1:1:1	0.340776(0.37799:0.30303:0.341308)	NA	NA	NA	NA
Aer_XP_057466883.1-Ath_NP_172319.1	NG	0.450714	2.01465	0.223718	5.76427e-30	1371	315.259	1055.74	NA	578	220.333	357.667	NA	NA	0.810338	1:1:1:1:1:1	0.329346(0.38756:0.287081:0.313397)	NA	NA	NA	NA
Aer_XP_057466883.1-Ath_NP_172320.1	NG	0.425295	1.77975	0.238963	2.32488e-29	1359	314.66	1044.34	NA	553	214	339	NA	NA	0.738903	1:1:1:1:1:1	0.332536(0.392344:0.289474:0.315789)	NA	NA	NA	NA
Aer_XP_057466883.1-Ath_NP_001324626.1	NG	0.4262	2.54041	0.167768	2.27595e-36	1365	315.9	1049.1	NA	570	228.917	341.083	NA	NA	0.91549	1:1:1:1:1:1	0.328017(0.385965:0.279107:0.318979)	NA	NA	NA	NA
Aer_XP_057466883.1-Ath_NP_180292.1	NG	0.4262	2.54041	0.167768	2.27595e-36	1365	315.9	1049.1	NA	570	228.917	341.083	NA	NA	0.91549	1:1:1:1:1:1	0.334397(0.39075:0.287879:0.324561)	NA	NA	NA	NA
Aer_XP_057466883.1-Ath_NP_001327288.1	NG	0.36213	1.93081	0.187554	3.03504e-40	1443	334.127	1108.87	NA	550	231.5	318.5	NA	NA	0.725357	1:1:1:1:1:1	0.33546(0.39075:0.287081:0.328549)	NA	NA	NA	NA
Aer_XP_057466883.1-Csin_XP_028068065.2	NG	0.18992	0.638096	0.297635	1.09142e-21	1452	337.45	1114.55	NA	332	145	187	NA	NA	0.294077	1:1:1:1:1:1	0.326688(0.389952:0.298246:0.291866)	NA	NA	NA	NA
Aer_XP_057466883.1-Csin_XP_028110861.1	NG	0.414319	1.27179	0.325776	4.94568e-21	1392	322.638	1069.36	NA	538	197.583	340.417	NA	NA	0.613065	1:1:1:1:1:1	0.323764(0.378788:0.292663:0.299841)	NA	NA	NA	NA
Aer_XP_057466883.1-Csin_XP_082760673.1	NG	0.323927	1.32791	0.243937	1.17092e-30	1368	314.95	1053.05	NA	473	196	277	NA	NA	0.555071	1:1:1:1:1:1	0.316055(0.376396:0.279904:0.291866)	NA	NA	NA	NA
Aer_XP_057466883.1-Csin_XP_028110859.2	NG	0.376696	1.50342	0.250559	7.76856e-30	1389	322.182	1066.82	NA	525	209.083	315.917	NA	NA	0.638043	1:1:1:1:1:1	0.327485(0.37799:0.30303:0.301435)	NA	NA	NA	NA
