Sequence	Method	Ka	Ks	Ka/Ks	P-Value(Fisher)	Length	S-Sites	N-Sites	Fold-Sites(0:2:4)	Substitutions	S-Substitutions	N-Substitutions	Fold-S-Substitutions(0:2:4)	Fold-N-Substitutions(0:2:4)	Divergence-Time	Substitution-Rate-Ratio(rTC:rAG:rTA:rCG:rTG:rCA/rCA)	GC(1:2:3)	ML-Score	AICc	Akaike-Weight	Model
Mdo_XP_008344380.3-Mdo_XP_008386509.1	NG	0.696767	NA	NA	5.88966e-25	1230	293.639	936.361	NA	656	231.083	424.917	NA	NA	0.291697	1:1:1:1:1:1	0.258559(0.307432:0.242568:0.225676)	NA	NA	NA	NA
Mdo_XP_008344380.3-Mdo_XP_008350071.2	NG	0.686632	NA	NA	2.62709e-21	1221	291.997	929.003	NA	640	222.167	417.833	NA	NA	0.283281	1:1:1:1:1:1	0.25518(0.308108:0.239189:0.218243)	NA	NA	NA	NA
Mdo_XP_008344380.3-Mdo_XP_008345100.2	NG	0.39361	1.38368	0.284466	5.37994e-26	1392	337.308	1054.69	NA	536	213	323	NA	NA	0.633523	1:1:1:1:1:1	0.275225(0.337838:0.259459:0.228378)	NA	NA	NA	NA
Mdo_XP_008344380.3-Mdo_XP_008360056.2	NG	0.760704	NA	NA	2.43824e-21	1341	318.511	1022.49	NA	735	246.25	488.75	NA	NA	0.342506	1:1:1:1:1:1	0.293243(0.338514:0.268243:0.272973)	NA	NA	NA	NA
Mdo_XP_008344380.3-Mdo_XP_008350864.3	NG	0.746197	NA	NA	1.96546e-18	1293	306.796	986.204	NA	697	230.833	466.167	NA	NA	0.331869	1:1:1:1:1:1	0.315541(0.368919:0.284459:0.293243)	NA	NA	NA	NA
Mdo_XP_008344380.3-Mdo_XP_008360621.3	NG	0.40013	1.34372	0.297777	1.1583e-24	1392	337.742	1054.26	NA	538	211.083	326.917	NA	NA	0.629075	1:1:1:1:1:1	0.27455(0.335811:0.260811:0.227027)	NA	NA	NA	NA
Mdo_XP_008344380.3-Mdo_XP_028948673.1	NG	0.725974	NA	NA	2.08166e-21	1209	293.801	915.199	NA	653	227.333	425.667	NA	NA	0.306541	1:1:1:1:1:1	0.308784(0.351351:0.280405:0.294595)	NA	NA	NA	NA
Mdo_XP_008344380.3-Mdo_XP_008390303.4	NG	0.582038	1.77938	0.327102	7.21484e-18	1317	311.858	1005.14	NA	619	212.083	406.917	NA	NA	0.86556	1:1:1:1:1:1	0.284009(0.327703:0.264865:0.259459)	NA	NA	NA	NA
Mdo_XP_008344380.3-Mdo_XP_028948087.2	NG	0.5959	1.78804	0.333269	5.1103e-17	1317	313.325	1003.67	NA	626	213.333	412.667	NA	NA	0.879521	1:1:1:1:1:1	0.279955(0.325:0.260811:0.254054)	NA	NA	NA	NA
Mdo_XP_008344380.3-Mdo_XP_017186658.2	NG	0.733353	NA	NA	3.72784e-23	1170	277.533	892.467	NA	639	221.417	417.583	NA	NA	0.322188	1:1:1:1:1:1	0.306982(0.360811:0.277027:0.283108)	NA	NA	NA	NA
Mdo_XP_008344380.3-Mdo_XP_008367579.2	NG	0.713027	NA	NA	4.40009e-27	1308	315.385	992.615	NA	708	251.25	456.75	NA	NA	0.299982	1:1:1:1:1:1	0.323423(0.378378:0.293243:0.298649)	NA	NA	NA	NA
Mdo_XP_008344380.3-Mdo_XP_008339686.4	NG	0.735585	NA	NA	9.86862e-21	1299	310.348	988.652	NA	701	237.583	463.417	NA	NA	0.32093	1:1:1:1:1:1	0.288514(0.342568:0.265541:0.257432)	NA	NA	NA	NA
Mdo_XP_008344380.3-Mdo_XP_008361730.3	NG	0.680652	NA	NA	1.59928e-19	1095	259.547	835.453	NA	571	197.25	373.75	NA	NA	0.282289	1:1:1:1:1:1	0.277477(0.326351:0.253378:0.252703)	NA	NA	NA	NA
Mdo_XP_008344380.3-Mdo_XP_070672292.1	NG	0.703455	NA	NA	1.77256e-17	1002	240.1	761.9	NA	531	183.25	347.75	NA	NA	0.295271	1:1:1:1:1:1	0.248423(0.284459:0.232432:0.228378)	NA	NA	NA	NA
Mdo_XP_008344380.3-Mdo_XP_008341114.2	NG	0.662776	3.00626	0.220466	6.64259e-21	1323	319.922	1003.08	NA	677	235.583	441.417	NA	NA	1.22947	1:1:1:1:1:1	0.297523(0.348649:0.272297:0.271622)	NA	NA	NA	NA
Mdo_XP_008361562.1-Mdo_XP_008361572.2	NG	0.325316	1.58562	0.205166	1.75345e-37	1359	321.859	1037.14	NA	486	212.25	273.75	NA	NA	0.623802	1:1:1:1:1:1	0.283784(0.331757:0.254054:0.265541)	NA	NA	NA	NA
Mdo_XP_008361562.1-Mdo_XP_008363698.4	NG	0.664828	NA	NA	3.96491e-21	1224	289.378	934.622	NA	630	217.917	412.083	NA	NA	0.27123	1:1:1:1:1:1	0.269144(0.310811:0.235811:0.260811)	NA	NA	NA	NA
Mdo_XP_008361562.1-Mdo_XP_008373555.3	NG	0.637369	3.24624	0.196341	2.23988e-22	1308	313.355	994.645	NA	659	231.917	427.083	NA	NA	1.26237	1:1:1:1:1:1	0.31464(0.358108:0.278378:0.307432)	NA	NA	NA	NA
Mdo_XP_008361562.1-Mdo_XP_017187244.1	NG	0.744992	2.20574	0.337751	5.82463e-13	1215	290.685	924.315	NA	643	206.5	436.5	NA	NA	1.09447	1:1:1:1:1:1	0.326577(0.358108:0.281757:0.339865)	NA	NA	NA	NA
Mdo_XP_008361562.1-Mdo_XP_017188365.3	NG	0.520387	2.38611	0.21809	1.54236e-26	1311	308.592	1002.41	NA	598	221.833	376.167	NA	NA	0.959552	1:1:1:1:1:1	0.297523(0.333108:0.265541:0.293919)	NA	NA	NA	NA
Mdo_XP_008361562.1-Mdo_XP_008374744.1	NG	0.725443	NA	NA	4.58989e-30	1317	311.422	1005.58	NA	723	255.5	467.5	NA	NA	0.317439	1:1:1:1:1:1	0.339414(0.384459:0.295946:0.337838)	NA	NA	NA	NA
Mdo_XP_008361562.1-Mdo_XP_070681829.1	NG	0.598639	3.94246	0.151844	1.26532e-25	1311	309.726	1001.27	NA	644	231.083	412.917	NA	NA	1.38862	1:1:1:1:1:1	0.297748(0.334459:0.266216:0.292568)	NA	NA	NA	NA
Mdo_XP_008361562.1-Mdo_XP_070664908.1	NG	0.356209	1.61141	0.221054	1.60409e-34	1383	326.788	1056.21	NA	516	216.5	299.5	NA	NA	0.652798	1:1:1:1:1:1	0.281081(0.327027:0.263514:0.252703)	NA	NA	NA	NA
Mdo_XP_008361562.1-Mdo_XP_008338598.2	NG	0.0733028	0.214264	0.342115	2.43692e-09	1446	343.393	1102.61	NA	141	64	77	NA	NA	0.106778	1:1:1:1:1:1	0.295045(0.338514:0.262838:0.283784)	NA	NA	NA	NA
Mdo_XP_008361562.1-Mdo_XP_008386509.1	NG	0.696391	NA	NA	1.48296e-21	1239	292.228	946.772	NA	653	223.5	429.5	NA	NA	0.296283	1:1:1:1:1:1	0.27455(0.312838:0.244595:0.266216)	NA	NA	NA	NA
Mdo_XP_008361562.1-Mdo_XP_008350071.2	NG	0.702165	4.29486	0.16349	8.75142e-19	1233	290.948	942.052	NA	647	217.5	429.5	NA	NA	1.54993	1:1:1:1:1:1	0.271171(0.313514:0.241216:0.258784)	NA	NA	NA	NA
Mdo_XP_008361562.1-Mdo_XP_008345100.2	NG	0.382124	2.00003	0.191059	2.28385e-37	1371	325.027	1045.97	NA	540	226.833	313.167	NA	NA	0.765687	1:1:1:1:1:1	0.291216(0.343243:0.261486:0.268919)	NA	NA	NA	NA
Mdo_XP_008361562.1-Mdo_XP_008360056.2	NG	0.782915	3.33337	0.234872	5.44205e-16	1347	315.145	1031.85	NA	735	233.583	501.417	NA	NA	1.37962	1:1:1:1:1:1	0.309234(0.343919:0.27027:0.313514)	NA	NA	NA	NA
Mdo_XP_008361562.1-Mdo_XP_008350864.3	NG	0.757401	NA	NA	2.07889e-25	1299	303.823	995.177	NA	719	244.5	474.5	NA	NA	0.346362	1:1:1:1:1:1	0.331532(0.374324:0.286486:0.333784)	NA	NA	NA	NA
Mdo_XP_008361562.1-Mdo_XP_008360621.3	NG	0.398525	1.94748	0.204636	7.20076e-35	1371	325.118	1045.88	NA	549	225.667	323.333	NA	NA	0.765842	1:1:1:1:1:1	0.290541(0.341216:0.262838:0.267568)	NA	NA	NA	NA
Mdo_XP_008361562.1-Mdo_XP_028948673.1	NG	0.75526	2.94927	0.256084	2.81182e-15	1215	291.717	923.283	NA	654	214.5	439.5	NA	NA	1.28203	1:1:1:1:1:1	0.324775(0.356757:0.282432:0.335135)	NA	NA	NA	NA
Mdo_XP_008361562.1-Mdo_XP_008390303.4	NG	0.531814	2.51407	0.211536	2.47996e-26	1311	305.127	1005.87	NA	604	220.833	383.167	NA	NA	0.993171	1:1:1:1:1:1	0.3(0.333108:0.266892:0.3)	NA	NA	NA	NA
Mdo_XP_008361562.1-Mdo_XP_028948087.2	NG	0.548709	2.29602	0.238983	4.72946e-24	1311	306.461	1004.54	NA	610	219.083	390.917	NA	NA	0.957162	1:1:1:1:1:1	0.295946(0.330405:0.262838:0.294595)	NA	NA	NA	NA
Mdo_XP_008361562.1-Mdo_XP_017186658.2	NG	0.746642	NA	NA	2.68414e-24	1179	275.089	903.911	NA	650	222.583	427.417	NA	NA	0.339109	1:1:1:1:1:1	0.322973(0.366216:0.279054:0.323649)	NA	NA	NA	NA
Mdo_XP_008361562.1-Mdo_XP_008367579.2	NG	0.731646	NA	NA	2.65821e-26	1317	312.374	1004.63	NA	719	249.583	469.417	NA	NA	0.320924	1:1:1:1:1:1	0.339414(0.383784:0.29527:0.339189)	NA	NA	NA	NA
Mdo_XP_008361562.1-Mdo_XP_008339686.4	NG	0.759422	4.70597	0.161374	2.2278e-17	1302	307.134	994.866	NA	705	229.917	475.083	NA	NA	1.69039	1:1:1:1:1:1	0.304505(0.347973:0.267568:0.297973)	NA	NA	NA	NA
Mdo_XP_008361562.1-Mdo_XP_008361730.3	NG	0.712314	NA	NA	7.07358e-21	1107	256.945	850.055	NA	592	201.083	390.917	NA	NA	0.31487	1:1:1:1:1:1	0.293468(0.331757:0.255405:0.293243)	NA	NA	NA	NA
Mdo_XP_008361562.1-Mdo_XP_070672292.1	NG	0.671702	NA	NA	2.38908e-24	1014	238.001	775.999	NA	537	192.667	344.333	NA	NA	0.279329	1:1:1:1:1:1	0.264414(0.289865:0.234459:0.268919)	NA	NA	NA	NA
Mdo_XP_008361562.1-Mdo_XP_008341114.2	NG	0.663993	NA	NA	2.96042e-24	1308	311.552	996.448	NA	677	238	439	NA	NA	0.267648	1:1:1:1:1:1	0.313514(0.354054:0.274324:0.312162)	NA	NA	NA	NA
Mdo_XP_008361572.2-Mdo_XP_008363698.4	NG	0.671765	1.92423	0.349109	7.40144e-14	1239	294.409	944.591	NA	623	203.833	419.167	NA	NA	0.969373	1:1:1:1:1:1	0.258784(0.307432:0.225:0.243919)	NA	NA	NA	NA
Mdo_XP_008361572.2-Mdo_XP_008373555.3	NG	0.656222	NA	NA	3.41744e-27	1314	315.925	998.075	NA	682	245.5	436.5	NA	NA	0.258017	1:1:1:1:1:1	0.304279(0.35473:0.267568:0.290541)	NA	NA	NA	NA
Mdo_XP_008361572.2-Mdo_XP_017187244.1	NG	0.743882	NA	NA	1.41886e-18	1218	293.057	924.943	NA	659	222.583	436.417	NA	NA	0.324296	1:1:1:1:1:1	0.316216(0.35473:0.270946:0.322973)	NA	NA	NA	NA
Mdo_XP_008361572.2-Mdo_XP_017188365.3	NG	0.502144	NA	NA	1.69626e-35	1338	318.293	1019.71	NA	615	241.75	373.25	NA	NA	0.144803	1:1:1:1:1:1	0.287162(0.32973:0.25473:0.277027)	NA	NA	NA	NA
Mdo_XP_008361572.2-Mdo_XP_008374744.1	NG	0.774295	NA	NA	3.26556e-19	1332	318.301	1013.7	NA	732	242.5	489.5	NA	NA	0.350301	1:1:1:1:1:1	0.329054(0.381081:0.285135:0.320946)	NA	NA	NA	NA
Mdo_XP_008361572.2-Mdo_XP_070681829.1	NG	0.612587	NA	NA	4.13803e-26	1341	319.966	1021.03	NA	668	240.583	427.417	NA	NA	0.227819	1:1:1:1:1:1	0.287387(0.331081:0.255405:0.275676)	NA	NA	NA	NA
Mdo_XP_008361572.2-Mdo_XP_070664908.1	NG	0.325784	1.29939	0.250721	1.15894e-30	1374	328.273	1045.73	NA	479	202.667	276.333	NA	NA	0.558397	1:1:1:1:1:1	0.270721(0.323649:0.252703:0.235811)	NA	NA	NA	NA
Mdo_XP_008361572.2-Mdo_XP_008338598.2	NG	0.357299	1.4963	0.238789	1.03663e-31	1362	326.777	1035.22	NA	506	211.75	294.25	NA	NA	0.630572	1:1:1:1:1:1	0.284685(0.335135:0.252027:0.266892)	NA	NA	NA	NA
Mdo_XP_008361572.2-Mdo_XP_008386509.1	NG	0.678924	1.81874	0.373294	7.0752e-13	1251	296.33	954.67	NA	629	202.583	426.417	NA	NA	0.948917	1:1:1:1:1:1	0.264189(0.309459:0.233784:0.249324)	NA	NA	NA	NA
Mdo_XP_008361572.2-Mdo_XP_008350071.2	NG	0.668502	1.68975	0.395621	4.69129e-12	1242	295.124	946.876	NA	617	198.083	418.917	NA	NA	0.911172	1:1:1:1:1:1	0.260811(0.310135:0.230405:0.241892)	NA	NA	NA	NA
Mdo_XP_008361572.2-Mdo_XP_008345100.2	NG	0.325	1.63766	0.198454	2.38253e-39	1392	333.199	1058.8	NA	501	221.75	279.25	NA	NA	0.639206	1:1:1:1:1:1	0.280856(0.339865:0.250676:0.252027)	NA	NA	NA	NA
Mdo_XP_008361572.2-Mdo_XP_008360056.2	NG	0.781108	NA	NA	4.32492e-18	1356	318.155	1037.84	NA	744	240.333	503.667	NA	NA	0.363211	1:1:1:1:1:1	0.298874(0.340541:0.259459:0.296622)	NA	NA	NA	NA
Mdo_XP_008361572.2-Mdo_XP_008350864.3	NG	0.762744	NA	NA	1.13676e-20	1317	311.059	1005.94	NA	722	240.417	481.583	NA	NA	0.346406	1:1:1:1:1:1	0.321171(0.370946:0.275676:0.316892)	NA	NA	NA	NA
Mdo_XP_008361572.2-Mdo_XP_008360621.3	NG	0.341768	1.58363	0.215813	3.24477e-36	1392	332.469	1059.53	NA	510	219.167	290.833	NA	NA	0.638379	1:1:1:1:1:1	0.28018(0.337838:0.252027:0.250676)	NA	NA	NA	NA
Mdo_XP_008361572.2-Mdo_XP_028948673.1	NG	0.749974	3.03764	0.246894	1.66323e-15	1209	292.314	916.686	NA	650	215.417	434.583	NA	NA	1.30309	1:1:1:1:1:1	0.314414(0.353378:0.271622:0.318243)	NA	NA	NA	NA
Mdo_XP_008361572.2-Mdo_XP_008390303.4	NG	0.50981	2.57251	0.198176	5.41456e-29	1338	314.864	1023.14	NA	607	228.5	378.5	NA	NA	0.995214	1:1:1:1:1:1	0.28964(0.32973:0.256081:0.283108)	NA	NA	NA	NA
Mdo_XP_008361572.2-Mdo_XP_028948087.2	NG	0.519939	NA	NA	8.62593e-35	1338	316.33	1021.67	NA	625	241.833	383.167	NA	NA	0.160596	1:1:1:1:1:1	0.285586(0.327027:0.252027:0.277703)	NA	NA	NA	NA
Mdo_XP_008361572.2-Mdo_XP_017186658.2	NG	0.808764	NA	NA	5.38657e-20	1194	281.327	912.673	NA	675	223.333	451.667	NA	NA	0.382588	1:1:1:1:1:1	0.312613(0.362838:0.268243:0.306757)	NA	NA	NA	NA
Mdo_XP_008361572.2-Mdo_XP_008367579.2	NG	0.78301	NA	NA	9.99737e-22	1332	318.908	1013.09	NA	742	249.667	492.333	NA	NA	0.356122	1:1:1:1:1:1	0.329054(0.380405:0.284459:0.322297)	NA	NA	NA	NA
Mdo_XP_008361572.2-Mdo_XP_008339686.4	NG	0.785921	NA	NA	1.07184e-18	1323	313.233	1009.77	NA	731	239.25	491.75	NA	NA	0.363087	1:1:1:1:1:1	0.294144(0.344595:0.256757:0.281081)	NA	NA	NA	NA
Mdo_XP_008361572.2-Mdo_XP_008361730.3	NG	0.729922	NA	NA	7.72828e-22	1116	262.314	853.686	NA	607	208.667	398.333	NA	NA	0.323306	1:1:1:1:1:1	0.283108(0.328378:0.244595:0.276351)	NA	NA	NA	NA
Mdo_XP_008361572.2-Mdo_XP_070672292.1	NG	0.728547	NA	NA	8.58637e-19	1023	242.562	780.438	NA	553	189.25	363.75	NA	NA	0.318694	1:1:1:1:1:1	0.254054(0.286486:0.223649:0.252027)	NA	NA	NA	NA
Mdo_XP_008361572.2-Mdo_XP_008341114.2	NG	0.674887	NA	NA	8.50508e-24	1314	314.809	999.191	NA	685	240.333	444.667	NA	NA	0.273616	1:1:1:1:1:1	0.303153(0.350676:0.263514:0.29527)	NA	NA	NA	NA
Mdo_XP_008363698.4-Mdo_XP_008373555.3	NG	0.569022	2.79808	0.203362	7.6667e-24	1233	294.96	938.04	NA	590	215.917	374.083	NA	NA	1.10226	1:1:1:1:1:1	0.28964(0.333784:0.249324:0.285811)	NA	NA	NA	NA
Mdo_XP_008363698.4-Mdo_XP_017187244.1	NG	0.729138	3.70238	0.196937	3.66763e-17	1209	288.292	920.708	NA	644	214.667	429.333	NA	NA	1.43812	1:1:1:1:1:1	0.301577(0.333784:0.252703:0.318243)	NA	NA	NA	NA
Mdo_XP_008363698.4-Mdo_XP_017188365.3	NG	0.705644	3.84914	0.183325	1.11563e-18	1263	296.417	966.583	NA	663	221	442	NA	NA	1.4434	1:1:1:1:1:1	0.272523(0.308784:0.236486:0.272297)	NA	NA	NA	NA
Mdo_XP_008363698.4-Mdo_XP_008374744.1	NG	0.715504	3.52847	0.20278	5.45253e-18	1251	294.78	956.22	NA	660	219.083	440.917	NA	NA	1.37834	1:1:1:1:1:1	0.314414(0.360135:0.266892:0.316216)	NA	NA	NA	NA
Mdo_XP_008363698.4-Mdo_XP_070681829.1	NG	0.740743	NA	NA	1.30045e-20	1215	285.639	929.361	NA	659	221.583	437.417	NA	NA	0.331505	1:1:1:1:1:1	0.272748(0.310135:0.237162:0.270946)	NA	NA	NA	NA
Mdo_XP_008363698.4-Mdo_XP_070664908.1	NG	0.681706	NA	NA	5.24438e-26	1218	287.684	930.316	NA	645	228.417	416.583	NA	NA	0.284497	1:1:1:1:1:1	0.256081(0.302703:0.234459:0.231081)	NA	NA	NA	NA
Mdo_XP_008363698.4-Mdo_XP_008338598.2	NG	0.679418	5.04228	0.134744	5.63125e-20	1218	290.238	927.762	NA	632	217.417	414.583	NA	NA	1.71905	1:1:1:1:1:1	0.270045(0.314189:0.233784:0.262162)	NA	NA	NA	NA
Mdo_XP_008363698.4-Mdo_XP_008386509.1	NG	0.0697913	0.225105	0.310039	6.30168e-10	1266	294.399	971.601	NA	122	57.25	64.75	NA	NA	0.105908	1:1:1:1:1:1	0.24955(0.288514:0.215541:0.244595)	NA	NA	NA	NA
Mdo_XP_008363698.4-Mdo_XP_008350071.2	NG	0.0715901	0.234119	0.305784	5.36759e-10	1260	293.384	966.616	NA	125	59	66	NA	NA	0.109434	1:1:1:1:1:1	0.246171(0.289189:0.212162:0.237162)	NA	NA	NA	NA
Mdo_XP_008363698.4-Mdo_XP_008345100.2	NG	0.673065	NA	NA	1.06641e-23	1248	295.534	952.466	NA	651	227.833	423.167	NA	NA	0.276874	1:1:1:1:1:1	0.266216(0.318919:0.232432:0.247297)	NA	NA	NA	NA
Mdo_XP_008363698.4-Mdo_XP_008360056.2	NG	0.745911	NA	NA	2.04835e-21	1254	289.97	964.03	NA	682	226.417	455.583	NA	NA	0.342193	1:1:1:1:1:1	0.284234(0.319595:0.241216:0.291892)	NA	NA	NA	NA
Mdo_XP_008363698.4-Mdo_XP_008350864.3	NG	0.760269	NA	NA	2.18338e-19	1248	291.269	956.731	NA	682	224.833	457.167	NA	NA	0.349442	1:1:1:1:1:1	0.306532(0.35:0.257432:0.312162)	NA	NA	NA	NA
Mdo_XP_008363698.4-Mdo_XP_008360621.3	NG	0.671639	NA	NA	4.54599e-29	1248	295.411	952.589	NA	660	237.333	422.667	NA	NA	0.275949	1:1:1:1:1:1	0.265541(0.316892:0.233784:0.245946)	NA	NA	NA	NA
Mdo_XP_008363698.4-Mdo_XP_028948673.1	NG	0.733259	2.75064	0.266577	3.34279e-15	1200	287.339	912.661	NA	637	210	427	NA	NA	1.21632	1:1:1:1:1:1	0.299775(0.332432:0.253378:0.313514)	NA	NA	NA	NA
Mdo_XP_008363698.4-Mdo_XP_008390303.4	NG	0.69767	4.47352	0.155955	2.56642e-19	1263	293.977	969.023	NA	660	219.917	440.083	NA	NA	1.57654	1:1:1:1:1:1	0.275(0.308784:0.237838:0.278378)	NA	NA	NA	NA
Mdo_XP_008363698.4-Mdo_XP_028948087.2	NG	0.684486	3.17906	0.215311	9.18206e-19	1260	294.132	965.868	NA	651	217.417	433.583	NA	NA	1.26681	1:1:1:1:1:1	0.270946(0.306081:0.233784:0.272973)	NA	NA	NA	NA
Mdo_XP_008363698.4-Mdo_XP_017186658.2	NG	0.760296	2.46593	0.30832	3.22846e-12	1113	258.656	854.344	NA	595	186.75	408.25	NA	NA	1.15668	1:1:1:1:1:1	0.297973(0.341892:0.25:0.302027)	NA	NA	NA	NA
Mdo_XP_008363698.4-Mdo_XP_008367579.2	NG	0.727225	2.92931	0.248258	1.02922e-16	1251	295.389	955.611	NA	662	217.083	444.917	NA	NA	1.24719	1:1:1:1:1:1	0.314414(0.359459:0.266216:0.317568)	NA	NA	NA	NA
Mdo_XP_008363698.4-Mdo_XP_008339686.4	NG	0.74353	NA	NA	8.34157e-20	1254	291.7	962.3	NA	678	224.083	453.917	NA	NA	0.337957	1:1:1:1:1:1	0.279505(0.323649:0.238514:0.276351)	NA	NA	NA	NA
Mdo_XP_008363698.4-Mdo_XP_008361730.3	NG	0.740196	NA	NA	2.88747e-23	1104	257.134	846.866	NA	607	208.583	398.417	NA	NA	0.334885	1:1:1:1:1:1	0.268468(0.307432:0.226351:0.271622)	NA	NA	NA	NA
Mdo_XP_008363698.4-Mdo_XP_070672292.1	NG	0.746135	NA	NA	9.52956e-23	1011	238.43	772.57	NA	561	195.833	365.167	NA	NA	0.334334	1:1:1:1:1:1	0.239414(0.265541:0.205405:0.247297)	NA	NA	NA	NA
Mdo_XP_008363698.4-Mdo_XP_008341114.2	NG	0.574116	2.39687	0.239528	4.35074e-22	1233	293.456	939.544	NA	588	211.083	376.917	NA	NA	1.00794	1:1:1:1:1:1	0.288514(0.32973:0.24527:0.290541)	NA	NA	NA	NA
Mdo_XP_008373555.3-Mdo_XP_017187244.1	NG	0.77771	NA	NA	2.34837e-21	1431	341.001	1090	NA	790	262.333	527.667	NA	NA	0.354089	1:1:1:1:1:1	0.347072(0.381081:0.29527:0.364865)	NA	NA	NA	NA
Mdo_XP_008373555.3-Mdo_XP_017188365.3	NG	0.642862	NA	NA	2.54314e-25	1392	328.624	1063.38	NA	707	247.917	459.083	NA	NA	0.255015	1:1:1:1:1:1	0.318018(0.356081:0.279054:0.318919)	NA	NA	NA	NA
Mdo_XP_008373555.3-Mdo_XP_008374744.1	NG	0.741271	NA	NA	7.23201e-32	1536	364.917	1171.08	NA	847	295.583	551.417	NA	NA	0.327587	1:1:1:1:1:1	0.35991(0.407432:0.309459:0.362838)	NA	NA	NA	NA
Mdo_XP_008373555.3-Mdo_XP_070681829.1	NG	0.666994	NA	NA	5.38445e-23	1371	324.901	1046.1	NA	706	243.833	462.167	NA	NA	0.271948	1:1:1:1:1:1	0.318243(0.357432:0.27973:0.317568)	NA	NA	NA	NA
Mdo_XP_008373555.3-Mdo_XP_070664908.1	NG	0.667211	NA	NA	4.89257e-28	1323	317.658	1005.34	NA	694	249.75	444.25	NA	NA	0.266906	1:1:1:1:1:1	0.301577(0.35:0.277027:0.277703)	NA	NA	NA	NA
Mdo_XP_008373555.3-Mdo_XP_008338598.2	NG	0.660933	3.35314	0.197109	2.3537e-21	1314	316.959	997.041	NA	673	235	438	NA	NA	1.31034	1:1:1:1:1:1	0.315541(0.361486:0.276351:0.308784)	NA	NA	NA	NA
Mdo_XP_008373555.3-Mdo_XP_008386509.1	NG	0.597479	NA	NA	9.44345e-26	1251	297.824	953.176	NA	617	224.417	392.583	NA	NA	0.217169	1:1:1:1:1:1	0.295045(0.335811:0.258108:0.291216)	NA	NA	NA	NA
Mdo_XP_008373555.3-Mdo_XP_008350071.2	NG	0.595823	NA	NA	2.98874e-25	1242	296.01	945.99	NA	611	222.083	388.917	NA	NA	0.215485	1:1:1:1:1:1	0.291667(0.336486:0.25473:0.283784)	NA	NA	NA	NA
