Sequence	Method	Ka	Ks	Ka/Ks	P-Value(Fisher)	Length	S-Sites	N-Sites	Fold-Sites(0:2:4)	Substitutions	S-Substitutions	N-Substitutions	Fold-S-Substitutions(0:2:4)	Fold-N-Substitutions(0:2:4)	Divergence-Time	Substitution-Rate-Ratio(rTC:rAG:rTA:rCG:rTG:rCA/rCA)	GC(1:2:3)	ML-Score	AICc	Akaike-Weight	Model
Vcor_VaccDscaff22-snap-gene-63.37-mRNA-1-Vcor_VaccDscaff20-snap-gene-123.32-mRNA-1	NG	0.80918	NA	NA	1.67931e-17	1368	320.409	1047.59	NA	762	243.417	518.583	NA	NA	0.385439	1:1:1:1:1:1	0.216797(0.243243:0.187446:0.219704)	NA	NA	NA	NA
Vcor_VaccDscaff22-snap-gene-63.37-mRNA-1-Vcor_VaccDscaff20-processed-gene-339.3-mRNA-1	NG	0.768038	2.28373	0.336308	4.56419e-14	1380	328.293	1051.71	NA	740	234.5	505.5	NA	NA	1.12861	1:1:1:1:1:1	0.223336(0.249782:0.19442:0.225806)	NA	NA	NA	NA
Vcor_VaccDscaff22-snap-gene-63.37-mRNA-1-Vcor_VaccDscaff25-augustus-gene-50.33-mRNA-1	NG	0.388878	2.21233	0.175777	1.57191e-39	1410	331.815	1078.18	NA	563	235.833	327.167	NA	NA	0.817992	1:1:1:1:1:1	0.214182(0.238448:0.183958:0.220139)	NA	NA	NA	NA
Vcor_VaccDscaff22-snap-gene-63.37-mRNA-1-Vcor_VaccDscaff13-snap-gene-205.30-mRNA-1	NG	0.738566	NA	NA	1.25175e-21	1356	315.778	1040.22	NA	731	242.25	488.75	NA	NA	0.333697	1:1:1:1:1:1	0.210695(0.245423:0.180907:0.205754)	NA	NA	NA	NA
Vcor_VaccDscaff22-snap-gene-63.37-mRNA-1-Vcor_VaccDscaff33-augustus-gene-72.29-mRNA-1	NG	0.701304	1.8285	0.383541	2.29757e-12	1299	302.29	996.71	NA	661	206.917	454.083	NA	NA	0.963613	1:1:1:1:1:1	0.19413(0.225806:0.166085:0.190497)	NA	NA	NA	NA
Vcor_VaccDscaff22-snap-gene-63.37-mRNA-1-Vcor_VaccDscaff33-augustus-gene-295.32-mRNA-1	NG	0.816279	2.34356	0.348307	1.90159e-12	1368	321.112	1046.89	NA	751	230.25	520.75	NA	NA	1.17478	1:1:1:1:1:1	0.212438(0.246295:0.187881:0.203139)	NA	NA	NA	NA
Vcor_VaccDscaff22-snap-gene-63.37-mRNA-1-Vcor_VaccDscaff46-augustus-gene-185.20-mRNA-1	NG	0.60919	NA	NA	5.03572e-30	1218	287.784	930.216	NA	616	228	388	NA	NA	0.228977	1:1:1:1:1:1	0.18265(0.214037:0.160854:0.17306)	NA	NA	NA	NA
Vcor_VaccDscaff22-snap-gene-63.37-mRNA-1-Vcor_VaccDscaff49-snap-gene-9.64-mRNA-1	NG	0.746866	2.08602	0.358033	1.02846e-13	1413	328.461	1084.54	NA	744	231.083	512.917	NA	NA	1.05816	1:1:1:1:1:1	0.286835(0.329991:0.2585:0.272014)	NA	NA	NA	NA
Vcor_VaccDscaff22-snap-gene-63.37-mRNA-1-Vcor_VaccDscaff37-snap-gene-141.39-mRNA-1	NG	0.723815	2.91056	0.248686	3.93504e-17	1311	304.619	1006.38	NA	691	223.75	467.25	NA	NA	1.23192	1:1:1:1:1:1	0.194566(0.219704:0.166085:0.197908)	NA	NA	NA	NA
Vcor_VaccDscaff22-snap-gene-63.37-mRNA-1-Vcor_VaccDscaff28-snap-gene-4.47-mRNA-1	NG	0.746946	1.98145	0.376969	7.35147e-13	1413	329.585	1083.41	NA	742	229.583	512.417	NA	NA	1.0349	1:1:1:1:1:1	0.276373(0.314298:0.252398:0.262424)	NA	NA	NA	NA
Vcor_VaccDscaff22-snap-gene-63.37-mRNA-1-Vcor_VaccDscaff28-snap-gene-34.33-mRNA-1	NG	0.776522	2.15027	0.361128	1.17579e-12	1344	321.623	1022.38	NA	722	227.5	494.5	NA	NA	1.10526	1:1:1:1:1:1	0.223046(0.254141:0.191369:0.223627)	NA	NA	NA	NA
Vcor_VaccDscaff20-snap-gene-123.32-mRNA-1-Vcor_VaccDscaff20-processed-gene-339.3-mRNA-1	NG	0.641434	NA	NA	1.55161e-28	1608	380.951	1227.05	NA	815	286	529	NA	NA	0.252562	1:1:1:1:1:1	0.241645(0.260244:0.212729:0.251962)	NA	NA	NA	NA
Vcor_VaccDscaff20-snap-gene-123.32-mRNA-1-Vcor_VaccDscaff25-augustus-gene-50.33-mRNA-1	NG	0.836887	NA	NA	2.82597e-22	1503	355.141	1147.86	NA	858	279.167	578.833	NA	NA	0.402852	1:1:1:1:1:1	0.232491(0.24891:0.202267:0.246295)	NA	NA	NA	NA
Vcor_VaccDscaff20-snap-gene-123.32-mRNA-1-Vcor_VaccDscaff13-snap-gene-205.30-mRNA-1	NG	0.307068	2.26326	0.135675	1.50949e-59	1650	382.02	1267.98	NA	592	272.5	319.5	NA	NA	0.759979	1:1:1:1:1:1	0.229003(0.255885:0.199215:0.231909)	NA	NA	NA	NA
Vcor_VaccDscaff20-snap-gene-123.32-mRNA-1-Vcor_VaccDscaff33-augustus-gene-72.29-mRNA-1	NG	0.792364	NA	NA	1.46562e-28	1299	305.118	993.882	NA	741	254.75	486.25	NA	NA	0.371361	1:1:1:1:1:1	0.212438(0.236269:0.184394:0.216652)	NA	NA	NA	NA
Vcor_VaccDscaff20-snap-gene-123.32-mRNA-1-Vcor_VaccDscaff33-augustus-gene-295.32-mRNA-1	NG	0.231407	1.78839	0.129394	4.08798e-69	1692	394.576	1297.42	NA	527	268.667	258.333	NA	NA	0.594497	1:1:1:1:1:1	0.230747(0.256757:0.20619:0.229294)	NA	NA	NA	NA
Vcor_VaccDscaff20-snap-gene-123.32-mRNA-1-Vcor_VaccDscaff46-augustus-gene-185.20-mRNA-1	NG	0.748321	NA	NA	3.03472e-21	1242	293.862	948.138	NA	678	229.083	448.917	NA	NA	0.334661	1:1:1:1:1:1	0.200959(0.224499:0.179163:0.199215)	NA	NA	NA	NA
Vcor_VaccDscaff20-snap-gene-123.32-mRNA-1-Vcor_VaccDscaff49-snap-gene-9.64-mRNA-1	NG	0.771454	2.63861	0.292371	2.79888e-15	1389	324.054	1064.95	NA	749	235.833	513.167	NA	NA	1.20706	1:1:1:1:1:1	0.305144(0.340453:0.276809:0.298169)	NA	NA	NA	NA
Vcor_VaccDscaff20-snap-gene-123.32-mRNA-1-Vcor_VaccDscaff37-snap-gene-141.39-mRNA-1	NG	0.808117	NA	NA	2.49995e-19	1371	320.453	1050.55	NA	767	247.333	519.667	NA	NA	0.385493	1:1:1:1:1:1	0.212874(0.230166:0.184394:0.224063)	NA	NA	NA	NA
Vcor_VaccDscaff20-snap-gene-123.32-mRNA-1-Vcor_VaccDscaff28-snap-gene-4.47-mRNA-1	NG	0.770626	3.05754	0.252041	1.88842e-16	1389	324.957	1064.04	NA	752	239.583	512.417	NA	NA	1.30565	1:1:1:1:1:1	0.294682(0.32476:0.270706:0.288579)	NA	NA	NA	NA
Vcor_VaccDscaff20-snap-gene-123.32-mRNA-1-Vcor_VaccDscaff28-snap-gene-34.33-mRNA-1	NG	0.629046	2.99192	0.210248	4.60737e-26	1548	366.904	1181.1	NA	773	270.083	502.917	NA	NA	1.18909	1:1:1:1:1:1	0.241354(0.264603:0.209677:0.249782)	NA	NA	NA	NA
Vcor_VaccDscaff20-processed-gene-339.3-mRNA-1-Vcor_VaccDscaff25-augustus-gene-50.33-mRNA-1	NG	0.758867	2.18478	0.347342	2.48095e-15	1551	373.625	1177.38	NA	827	265	562	NA	NA	1.10236	1:1:1:1:1:1	0.239029(0.255449:0.209241:0.252398)	NA	NA	NA	NA
Vcor_VaccDscaff20-processed-gene-339.3-mRNA-1-Vcor_VaccDscaff13-snap-gene-205.30-mRNA-1	NG	0.64872	NA	NA	2.6045e-29	1599	379.704	1219.3	NA	817	287.583	529.417	NA	NA	0.257209	1:1:1:1:1:1	0.235542(0.262424:0.20619:0.238012)	NA	NA	NA	NA
Vcor_VaccDscaff20-processed-gene-339.3-mRNA-1-Vcor_VaccDscaff33-augustus-gene-72.29-mRNA-1	NG	0.801802	3.30531	0.24258	3.423e-15	1326	313.826	1012.17	NA	731	232.5	498.5	NA	NA	1.39431	1:1:1:1:1:1	0.218977(0.242807:0.191369:0.222755)	NA	NA	NA	NA
Vcor_VaccDscaff20-processed-gene-339.3-mRNA-1-Vcor_VaccDscaff33-augustus-gene-295.32-mRNA-1	NG	0.632515	NA	NA	7.3763e-32	1617	382.507	1234.49	NA	820	292.5	527.5	NA	NA	0.246338	1:1:1:1:1:1	0.237286(0.263296:0.213165:0.235397)	NA	NA	NA	NA
Vcor_VaccDscaff20-processed-gene-339.3-mRNA-1-Vcor_VaccDscaff46-augustus-gene-185.20-mRNA-1	NG	0.760612	NA	NA	1.21159e-22	1308	313.161	994.839	NA	721	245.5	475.5	NA	NA	0.339087	1:1:1:1:1:1	0.207498(0.231037:0.186138:0.205318)	NA	NA	NA	NA
Vcor_VaccDscaff20-processed-gene-339.3-mRNA-1-Vcor_VaccDscaff49-snap-gene-9.64-mRNA-1	NG	0.70863	3.77431	0.187751	2.36543e-22	1524	360.462	1163.54	NA	802	268.583	533.417	NA	NA	1.43374	1:1:1:1:1:1	0.311683(0.346992:0.283784:0.304272)	NA	NA	NA	NA
Vcor_VaccDscaff20-processed-gene-339.3-mRNA-1-Vcor_VaccDscaff37-snap-gene-141.39-mRNA-1	NG	0.770406	NA	NA	1.27375e-19	1389	328.071	1060.93	NA	760	249.167	510.833	NA	NA	0.35225	1:1:1:1:1:1	0.219413(0.236704:0.191369:0.230166)	NA	NA	NA	NA
Vcor_VaccDscaff20-processed-gene-339.3-mRNA-1-Vcor_VaccDscaff28-snap-gene-4.47-mRNA-1	NG	0.718487	3.78225	0.189963	6.87159e-22	1536	364.016	1171.98	NA	813	271.25	541.75	NA	NA	1.44457	1:1:1:1:1:1	0.301221(0.331299:0.277681:0.294682)	NA	NA	NA	NA
Vcor_VaccDscaff20-processed-gene-339.3-mRNA-1-Vcor_VaccDscaff28-snap-gene-34.33-mRNA-1	NG	0.0028496	0.0541481	0.0526261	7.11731e-11	1623	392.423	1230.58	NA	24	20.5	3.5	NA	NA	0.015253	1:1:1:1:1:1	0.247893(0.271142:0.216652:0.255885)	NA	NA	NA	NA
Vcor_VaccDscaff25-augustus-gene-50.33-mRNA-1-Vcor_VaccDscaff13-snap-gene-205.30-mRNA-1	NG	0.808814	3.22456	0.250829	1.43233e-16	1506	353.916	1152.08	NA	832	261.833	570.167	NA	NA	1.37652	1:1:1:1:1:1	0.226388(0.25109:0.195728:0.232345)	NA	NA	NA	NA
Vcor_VaccDscaff25-augustus-gene-50.33-mRNA-1-Vcor_VaccDscaff33-augustus-gene-72.29-mRNA-1	NG	0.625209	2.16933	0.288203	2.06642e-19	1374	324.431	1049.57	NA	675	229.833	445.167	NA	NA	0.989811	1:1:1:1:1:1	0.209823(0.231473:0.180907:0.217088)	NA	NA	NA	NA
Vcor_VaccDscaff25-augustus-gene-50.33-mRNA-1-Vcor_VaccDscaff33-augustus-gene-295.32-mRNA-1	NG	0.809051	NA	NA	3.66406e-18	1515	356.369	1158.63	NA	841	267.5	573.5	NA	NA	0.383513	1:1:1:1:1:1	0.228131(0.251962:0.202703:0.22973)	NA	NA	NA	NA
Vcor_VaccDscaff25-augustus-gene-50.33-mRNA-1-Vcor_VaccDscaff46-augustus-gene-185.20-mRNA-1	NG	0.60014	NA	NA	1.26894e-26	1293	310.914	982.086	NA	640	234.333	405.667	NA	NA	0.215372	1:1:1:1:1:1	0.198344(0.219704:0.175676:0.199651)	NA	NA	NA	NA
Vcor_VaccDscaff25-augustus-gene-50.33-mRNA-1-Vcor_VaccDscaff49-snap-gene-9.64-mRNA-1	NG	0.675617	NA	NA	5.36443e-24	1434	339.478	1094.52	NA	743	255.583	487.417	NA	NA	0.27894	1:1:1:1:1:1	0.302528(0.335658:0.273322:0.298605)	NA	NA	NA	NA
Vcor_VaccDscaff25-augustus-gene-50.33-mRNA-1-Vcor_VaccDscaff37-snap-gene-141.39-mRNA-1	NG	0.633884	NA	NA	8.61453e-28	1422	331.765	1090.23	NA	720	253.5	466.5	NA	NA	0.252684	1:1:1:1:1:1	0.210259(0.225371:0.180907:0.224499)	NA	NA	NA	NA
Vcor_VaccDscaff25-augustus-gene-50.33-mRNA-1-Vcor_VaccDscaff28-snap-gene-4.47-mRNA-1	NG	0.677826	4.04322	0.167645	7.96684e-23	1434	339.994	1094.01	NA	742	253.833	488.167	NA	NA	1.47574	1:1:1:1:1:1	0.292066(0.319965:0.267219:0.289015)	NA	NA	NA	NA
Vcor_VaccDscaff25-augustus-gene-50.33-mRNA-1-Vcor_VaccDscaff28-snap-gene-34.33-mRNA-1	NG	0.748575	1.98623	0.376883	8.69349e-14	1482	358.96	1123.04	NA	782	250.167	531.833	NA	NA	1.04835	1:1:1:1:1:1	0.238739(0.259808:0.20619:0.250218)	NA	NA	NA	NA
Vcor_VaccDscaff13-snap-gene-205.30-mRNA-1-Vcor_VaccDscaff33-augustus-gene-72.29-mRNA-1	NG	0.765754	NA	NA	9.4503e-21	1305	304.984	1000.02	NA	716	236.167	479.833	NA	NA	0.35309	1:1:1:1:1:1	0.206335(0.238448:0.177855:0.202703)	NA	NA	NA	NA
Vcor_VaccDscaff13-snap-gene-205.30-mRNA-1-Vcor_VaccDscaff33-augustus-gene-295.32-mRNA-1	NG	0.3064	1.80081	0.170146	2.51229e-52	1662	385.489	1276.51	NA	584	262.917	321.083	NA	NA	0.653017	1:1:1:1:1:1	0.224644(0.258936:0.199651:0.215344)	NA	NA	NA	NA
Vcor_VaccDscaff13-snap-gene-205.30-mRNA-1-Vcor_VaccDscaff46-augustus-gene-185.20-mRNA-1	NG	0.785324	3.4144	0.230003	8.12141e-15	1230	290.843	939.157	NA	673	215.833	457.167	NA	NA	1.40699	1:1:1:1:1:1	0.194856(0.226678:0.172624:0.185266)	NA	NA	NA	NA
Vcor_VaccDscaff13-snap-gene-205.30-mRNA-1-Vcor_VaccDscaff49-snap-gene-9.64-mRNA-1	NG	0.733013	NA	NA	1.92345e-22	1431	332.526	1098.47	NA	768	254.167	513.833	NA	NA	0.330308	1:1:1:1:1:1	0.299041(0.342633:0.27027:0.28422)	NA	NA	NA	NA
Vcor_VaccDscaff13-snap-gene-205.30-mRNA-1-Vcor_VaccDscaff37-snap-gene-141.39-mRNA-1	NG	0.780574	NA	NA	1.47968e-19	1392	323.862	1068.14	NA	766	247.833	518.167	NA	NA	0.366307	1:1:1:1:1:1	0.206771(0.232345:0.177855:0.210113)	NA	NA	NA	NA
Vcor_VaccDscaff13-snap-gene-205.30-mRNA-1-Vcor_VaccDscaff28-snap-gene-4.47-mRNA-1	NG	0.734833	NA	NA	4.22412e-22	1431	333.774	1097.23	NA	769	255	514	NA	NA	0.330192	1:1:1:1:1:1	0.288579(0.32694:0.264167:0.274629)	NA	NA	NA	NA
Vcor_VaccDscaff13-snap-gene-205.30-mRNA-1-Vcor_VaccDscaff28-snap-gene-34.33-mRNA-1	NG	0.620735	NA	NA	1.915e-29	1512	358.695	1153.31	NA	758	271.083	486.917	NA	NA	0.236245	1:1:1:1:1:1	0.235251(0.266783:0.203139:0.235833)	NA	NA	NA	NA
Vcor_VaccDscaff33-augustus-gene-72.29-mRNA-1-Vcor_VaccDscaff33-augustus-gene-295.32-mRNA-1	NG	0.750489	4.45225	0.168564	1.79509e-17	1284	299.681	984.319	NA	691	224.167	466.833	NA	NA	1.61446	1:1:1:1:1:1	0.208079(0.23932:0.18483:0.200087)	NA	NA	NA	NA
Vcor_VaccDscaff33-augustus-gene-72.29-mRNA-1-Vcor_VaccDscaff46-augustus-gene-185.20-mRNA-1	NG	0.660567	3.08392	0.214197	6.64265e-20	1266	298.217	967.783	NA	645	220	425	NA	NA	1.23141	1:1:1:1:1:1	0.178291(0.207062:0.157803:0.170009)	NA	NA	NA	NA
Vcor_VaccDscaff33-augustus-gene-72.29-mRNA-1-Vcor_VaccDscaff49-snap-gene-9.64-mRNA-1	NG	0.552565	2.89856	0.190634	9.02237e-29	1416	333.096	1082.9	NA	668	244.583	423.417	NA	NA	1.10443	1:1:1:1:1:1	0.282476(0.323017:0.255449:0.268963)	NA	NA	NA	NA
Vcor_VaccDscaff33-augustus-gene-72.29-mRNA-1-Vcor_VaccDscaff37-snap-gene-141.39-mRNA-1	NG	0.516347	2.77614	0.185995	1.63977e-29	1356	315.112	1040.89	NA	619	230.5	388.5	NA	NA	1.04149	1:1:1:1:1:1	0.190206(0.212729:0.163034:0.194856)	NA	NA	NA	NA
Vcor_VaccDscaff33-augustus-gene-72.29-mRNA-1-Vcor_VaccDscaff28-snap-gene-4.47-mRNA-1	NG	0.554665	3.84685	0.144187	2.0961e-30	1416	333.531	1082.47	NA	673	248.667	424.333	NA	NA	1.33012	1:1:1:1:1:1	0.272014(0.307323:0.249346:0.259372)	NA	NA	NA	NA
Vcor_VaccDscaff33-augustus-gene-72.29-mRNA-1-Vcor_VaccDscaff28-snap-gene-34.33-mRNA-1	NG	0.783159	3.23563	0.242042	5.40885e-15	1248	297.085	950.915	NA	682	219.833	462.167	NA	NA	1.36697	1:1:1:1:1:1	0.218686(0.247167:0.188317:0.220575)	NA	NA	NA	NA
Vcor_VaccDscaff33-augustus-gene-295.32-mRNA-1-Vcor_VaccDscaff46-augustus-gene-185.20-mRNA-1	NG	0.742354	2.67843	0.27716	4.55295e-15	1230	288.559	941.441	NA	654	210.333	443.667	NA	NA	1.19656	1:1:1:1:1:1	0.1966(0.22755:0.179599:0.18265)	NA	NA	NA	NA
Vcor_VaccDscaff33-augustus-gene-295.32-mRNA-1-Vcor_VaccDscaff49-snap-gene-9.64-mRNA-1	NG	0.726007	NA	NA	2.67832e-28	1395	324.491	1070.51	NA	758	260.083	497.917	NA	NA	0.324521	1:1:1:1:1:1	0.300785(0.343505:0.277245:0.281604)	NA	NA	NA	NA
Vcor_VaccDscaff33-augustus-gene-295.32-mRNA-1-Vcor_VaccDscaff37-snap-gene-141.39-mRNA-1	NG	0.743803	NA	NA	1.9076e-25	1380	321.115	1058.89	NA	754	254.417	499.583	NA	NA	0.338034	1:1:1:1:1:1	0.208515(0.233217:0.18483:0.207498)	NA	NA	NA	NA
Vcor_VaccDscaff33-augustus-gene-295.32-mRNA-1-Vcor_VaccDscaff28-snap-gene-4.47-mRNA-1	NG	0.716009	NA	NA	1.5964e-28	1395	325.735	1069.26	NA	754	260.75	493.25	NA	NA	0.315318	1:1:1:1:1:1	0.290323(0.327812:0.271142:0.272014)	NA	NA	NA	NA
Vcor_VaccDscaff33-augustus-gene-295.32-mRNA-1-Vcor_VaccDscaff28-snap-gene-34.33-mRNA-1	NG	0.618096	NA	NA	4.02488e-32	1551	369.196	1181.8	NA	780	282.417	497.583	NA	NA	0.232929	1:1:1:1:1:1	0.236995(0.267655:0.210113:0.233217)	NA	NA	NA	NA
Vcor_VaccDscaff46-augustus-gene-185.20-mRNA-1-Vcor_VaccDscaff49-snap-gene-9.64-mRNA-1	NG	0.582986	NA	NA	1.05704e-26	1242	294.28	947.72	NA	607	222.917	384.083	NA	NA	0.207912	1:1:1:1:1:1	0.270997(0.311247:0.250218:0.251526)	NA	NA	NA	NA
Vcor_VaccDscaff46-augustus-gene-185.20-mRNA-1-Vcor_VaccDscaff37-snap-gene-141.39-mRNA-1	NG	0.621549	NA	NA	7.30699e-27	1245	291.46	953.54	NA	628	225.083	402.917	NA	NA	0.241937	1:1:1:1:1:1	0.178727(0.200959:0.157803:0.177419)	NA	NA	NA	NA
Vcor_VaccDscaff46-augustus-gene-185.20-mRNA-1-Vcor_VaccDscaff28-snap-gene-4.47-mRNA-1	NG	0.593726	NA	NA	5.59021e-27	1242	294.837	947.163	NA	613	224.5	388.5	NA	NA	0.215393	1:1:1:1:1:1	0.260535(0.295554:0.244115:0.241935)	NA	NA	NA	NA
Vcor_VaccDscaff46-augustus-gene-185.20-mRNA-1-Vcor_VaccDscaff28-snap-gene-34.33-mRNA-1	NG	0.757391	NA	NA	7.54979e-22	1245	299.103	945.897	NA	686	235	451	NA	NA	0.335189	1:1:1:1:1:1	0.207207(0.235397:0.183086:0.203139)	NA	NA	NA	NA
Vcor_VaccDscaff49-snap-gene-9.64-mRNA-1-Vcor_VaccDscaff37-snap-gene-141.39-mRNA-1	NG	0.323516	2.0474	0.158013	2.8213e-46	1407	326.877	1080.12	NA	513	229.167	283.833	NA	NA	0.724013	1:1:1:1:1:1	0.282912(0.316914:0.255449:0.276373)	NA	NA	NA	NA
Vcor_VaccDscaff49-snap-gene-9.64-mRNA-1-Vcor_VaccDscaff28-snap-gene-4.47-mRNA-1	NG	0.0380649	0.0717736	0.530347	0.00121264	2679	624.578	2054.42	NA	119	42.75	76.25	NA	NA	0.0459237	1:1:1:1:1:1	0.36472(0.411508:0.341761:0.340889)	NA	NA	NA	NA
Vcor_VaccDscaff49-snap-gene-9.64-mRNA-1-Vcor_VaccDscaff28-snap-gene-34.33-mRNA-1	NG	0.688329	NA	NA	1.45623e-23	1464	351.394	1112.61	NA	765	263.833	501.167	NA	NA	0.283091	1:1:1:1:1:1	0.311392(0.351351:0.280732:0.302092)	NA	NA	NA	NA
Vcor_VaccDscaff37-snap-gene-141.39-mRNA-1-Vcor_VaccDscaff28-snap-gene-4.47-mRNA-1	NG	0.327284	2.00808	0.162983	3.8423e-45	1407	327.393	1079.61	NA	515	228.667	286.333	NA	NA	0.718387	1:1:1:1:1:1	0.27245(0.301221:0.249346:0.266783)	NA	NA	NA	NA
Vcor_VaccDscaff37-snap-gene-141.39-mRNA-1-Vcor_VaccDscaff28-snap-gene-34.33-mRNA-1	NG	0.764677	3.47743	0.219897	6.81929e-17	1338	317.185	1020.82	NA	725	235.583	489.417	NA	NA	1.40776	1:1:1:1:1:1	0.219122(0.241064:0.188317:0.227986)	NA	NA	NA	NA
Vcor_VaccDscaff28-snap-gene-4.47-mRNA-1-Vcor_VaccDscaff28-snap-gene-34.33-mRNA-1	NG	0.685172	3.67823	0.186277	9.58367e-21	1323	317.465	1005.54	NA	688	236.333	451.667	NA	NA	1.40338	1:1:1:1:1:1	0.30093(0.335658:0.274629:0.292502)	NA	NA	NA	NA
