Sequence	Method	Ka	Ks	Ka/Ks	P-Value(Fisher)	Length	S-Sites	N-Sites	Fold-Sites(0:2:4)	Substitutions	S-Substitutions	N-Substitutions	Fold-S-Substitutions(0:2:4)	Fold-N-Substitutions(0:2:4)	Divergence-Time	Substitution-Rate-Ratio(rTC:rAG:rTA:rCG:rTG:rCA/rCA)	GC(1:2:3)	ML-Score	AICc	Akaike-Weight	Model
Aer_XP_057461131.1-Vdar_KAH7864239.1	NG	0.17869	0.500877	0.356754	1.28285e-13	1260	298.77	961.23	NA	262	109.167	152.833	NA	NA	0.255087	1:1:1:1:1:1	0.337767(0.378717:0.311424:0.323161)	NA	NA	NA	NA
Aer_XP_057461131.1-Vduc_GWHPDOBL013499	NG	0.159263	0.486449	0.327399	3.18854e-15	1260	299.418	960.582	NA	245	107.167	137.833	NA	NA	0.237013	1:1:1:1:1:1	0.285603(0.325509:0.260563:0.270736)	NA	NA	NA	NA
Aer_XP_057461131.1-Vmac_vmacro14927-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.189796	0.534346	0.355193	7.34041e-14	1245	294.805	950.195	NA	272	112.667	159.333	NA	NA	0.271383	1:1:1:1:1:1	0.332029(0.370892:0.307512:0.317684)	NA	NA	NA	NA
Aer_XP_057461131.1-Vmic_vmicro00103-RA_Vaccinium_microcarpum_v1	NG	0.165581	0.518712	0.319216	4.49313e-14	1095	258.174	836.826	NA	221	96.6667	124.333	NA	NA	0.248841	1:1:1:1:1:1	0.26578(0.29734:0.248826:0.251174)	NA	NA	NA	NA
Aer_XP_057461131.1-Vvin_XP_010652148.1	NG	0.276659	1.08704	0.254507	2.04916e-27	1254	300.251	953.749	NA	393	172.333	220.667	NA	NA	0.470692	1:1:1:1:1:1	0.296296(0.332551:0.266041:0.290297)	NA	NA	NA	NA
Aer_XP_057473816.1-Aer_XP_057484025.1	NG	0.126173	0.38835	0.324894	4.2445e-13	1245	296.355	948.645	NA	200	89.8333	110.167	NA	NA	0.18858	1:1:1:1:1:1	0.286907(0.323944:0.261346:0.27543)	NA	NA	NA	NA
Aer_XP_057473816.1-Csin_XP_028107667.2	NG	0.120471	0.441728	0.272727	1.18337e-17	1248	297.061	950.939	NA	205	99.1667	105.833	NA	NA	0.19694	1:1:1:1:1:1	0.310642(0.35133:0.28482:0.295775)	NA	NA	NA	NA
Aer_XP_057473816.1-Csin_XP_082761533.1	NG	0.121024	0.364415	0.332105	2.32933e-12	1242	295.066	946.934	NA	191	85.1667	105.833	NA	NA	0.178847	1:1:1:1:1:1	0.281429(0.323161:0.260563:0.260563)	NA	NA	NA	NA
Aer_XP_057473816.1-Mdo_XP_008363698.4	NG	0.223867	1.13858	0.196619	1.08452e-35	1218	288.85	929.15	NA	349	169.167	179.833	NA	NA	0.440792	1:1:1:1:1:1	0.287689(0.330986:0.252739:0.279343)	NA	NA	NA	NA
Aer_XP_057473816.1-Mdo_XP_008386509.1	NG	0.222576	1.2296	0.181015	2.5073e-39	1245	294.351	950.649	NA	361	177.917	183.083	NA	NA	0.460663	1:1:1:1:1:1	0.293949(0.333333:0.262911:0.285603)	NA	NA	NA	NA
Aer_XP_057473816.1-Mdo_XP_008350071.2	NG	0.230259	1.25182	0.183939	2.39042e-39	1242	294.212	947.788	NA	367	179.083	187.917	NA	NA	0.472253	1:1:1:1:1:1	0.290037(0.334116:0.258998:0.276995)	NA	NA	NA	NA
Aer_XP_057473816.1-Rsim_KAF7153641.1	NG	0.134623	0.384967	0.3497	1.21953e-11	1245	295.576	949.424	NA	206	89	117	NA	NA	0.194057	1:1:1:1:1:1	0.286385(0.325509:0.262128:0.271518)	NA	NA	NA	NA
Aer_XP_057473816.1-Vcor_VaccDscaff46-augustus-gene-185.20-mRNA-1	NG	0.125195	0.369939	0.338421	4.45801e-12	1245	296.781	948.219	NA	196	86.6667	109.333	NA	NA	0.183537	1:1:1:1:1:1	0.296035(0.340376:0.269953:0.277778)	NA	NA	NA	NA
Aer_XP_057473816.1-Vdar_KAH7864239.1	NG	0.135659	0.390379	0.347507	4.31815e-12	1245	296.822	948.178	NA	208	90.3333	117.667	NA	NA	0.196387	1:1:1:1:1:1	0.34168(0.386541:0.314554:0.323944)	NA	NA	NA	NA
Aer_XP_057473816.1-Vduc_GWHPDOBL013499	NG	0.123005	0.401678	0.306229	2.27833e-14	1245	297.429	947.571	NA	200	92.5	107.5	NA	NA	0.18958	1:1:1:1:1:1	0.289515(0.333333:0.263693:0.271518)	NA	NA	NA	NA
Aer_XP_057473816.1-Vmac_vmacro14927-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.147953	0.438065	0.337741	1.55786e-13	1230	292.857	937.143	NA	223	97.1667	125.833	NA	NA	0.217027	1:1:1:1:1:1	0.335942(0.378717:0.310642:0.318466)	NA	NA	NA	NA
Aer_XP_057473816.1-Vmic_vmicro00103-RA_Vaccinium_microcarpum_v1	NG	0.125217	0.421333	0.297193	1.10086e-13	1089	257.998	831.002	NA	179	83.1667	95.8333	NA	NA	0.195371	1:1:1:1:1:1	0.269692(0.305164:0.251956:0.251956)	NA	NA	NA	NA
Aer_XP_057473816.1-Vvin_XP_010652148.1	NG	0.266315	1.15971	0.229639	2.7754e-31	1239	298.475	940.525	NA	387	176.167	210.833	NA	NA	0.481535	1:1:1:1:1:1	0.300209(0.340376:0.269171:0.29108)	NA	NA	NA	NA
Aer_XP_057484025.1-Csin_XP_028107667.2	NG	0.138175	0.460148	0.300284	4.71284e-16	1260	298.516	961.484	NA	224	102.667	121.333	NA	NA	0.214456	1:1:1:1:1:1	0.304903(0.34507:0.280125:0.289515)	NA	NA	NA	NA
Aer_XP_057484025.1-Csin_XP_082761533.1	NG	0.131418	0.257564	0.510237	5.94707e-05	1254	295.88	958.12	NA	180	64.5	115.5	NA	NA	0.161182	1:1:1:1:1:1	0.275691(0.316901:0.255869:0.254304)	NA	NA	NA	NA
Aer_XP_057484025.1-Mdo_XP_008363698.4	NG	0.255183	1.15209	0.221497	2.27439e-31	1230	289.959	940.041	NA	374	170.667	203.333	NA	NA	0.466619	1:1:1:1:1:1	0.281951(0.324726:0.248044:0.273083)	NA	NA	NA	NA
Aer_XP_057484025.1-Mdo_XP_008386509.1	NG	0.253003	1.14782	0.22042	2.8187e-32	1260	296.085	963.915	NA	381	174	207	NA	NA	0.463276	1:1:1:1:1:1	0.288211(0.327074:0.258216:0.279343)	NA	NA	NA	NA
Aer_XP_057484025.1-Mdo_XP_008350071.2	NG	0.256112	1.20251	0.212981	1.3834e-33	1251	294.616	956.384	NA	384	176.5	207.5	NA	NA	0.478994	1:1:1:1:1:1	0.284298(0.327856:0.254304:0.270736)	NA	NA	NA	NA
Aer_XP_057484025.1-Rsim_KAF7153641.1	NG	0.171262	0.450041	0.380549	2.02815e-11	1260	297.22	962.78	NA	248	100.583	147.417	NA	NA	0.237023	1:1:1:1:1:1	0.280647(0.319249:0.257433:0.265258)	NA	NA	NA	NA
Aer_XP_057484025.1-Vcor_VaccDscaff46-augustus-gene-185.20-mRNA-1	NG	0.156179	0.458216	0.340843	1.00365e-13	1260	298.942	961.058	NA	238	102.5	135.5	NA	NA	0.227839	1:1:1:1:1:1	0.290297(0.334116:0.265258:0.271518)	NA	NA	NA	NA
Aer_XP_057484025.1-Vdar_KAH7864239.1	NG	0.18093	0.48328	0.37438	2.88117e-12	1260	298.942	961.058	NA	261	106.5	154.5	NA	NA	0.252664	1:1:1:1:1:1	0.335942(0.380282:0.309859:0.317684)	NA	NA	NA	NA
Aer_XP_057484025.1-Vduc_GWHPDOBL013499	NG	0.15651	0.468189	0.334289	3.53923e-14	1260	299.59	960.41	NA	240	104.333	135.667	NA	NA	0.230618	1:1:1:1:1:1	0.283777(0.327074:0.258998:0.265258)	NA	NA	NA	NA
Aer_XP_057484025.1-Vmac_vmacro14927-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.187354	0.519071	0.36094	1.95956e-13	1245	294.977	950.023	NA	268	110.5	157.5	NA	NA	0.265947	1:1:1:1:1:1	0.330203(0.372457:0.305947:0.312207)	NA	NA	NA	NA
Aer_XP_057484025.1-Vmic_vmicro00103-RA_Vaccinium_microcarpum_v1	NG	0.160997	0.503115	0.32	1.15049e-13	1095	258.731	836.269	NA	216	94.8333	121.167	NA	NA	0.241834	1:1:1:1:1:1	0.263954(0.298905:0.247261:0.245696)	NA	NA	NA	NA
Aer_XP_057484025.1-Vvin_XP_010652148.1	NG	0.27168	0.948075	0.28656	4.9666e-23	1254	300.423	953.577	NA	379	161.667	217.333	NA	NA	0.433725	1:1:1:1:1:1	0.294471(0.334116:0.264476:0.28482)	NA	NA	NA	NA
Csin_XP_028107667.2-Csin_XP_082761533.1	NG	0.132748	0.451157	0.294238	3.84803e-16	1254	296.438	957.562	NA	217	100.5	116.5	NA	NA	0.208018	1:1:1:1:1:1	0.299426(0.344288:0.279343:0.274648)	NA	NA	NA	NA
Csin_XP_028107667.2-Mdo_XP_008363698.4	NG	0.236456	1.09669	0.215608	2.95715e-32	1230	290.69	939.31	NA	358	167.5	190.5	NA	NA	0.439759	1:1:1:1:1:1	0.305686(0.352113:0.271518:0.293427)	NA	NA	NA	NA
Csin_XP_028107667.2-Mdo_XP_008386509.1	NG	0.227016	1.04479	0.217285	1.31606e-32	1260	296.815	963.185	NA	356	167.333	188.667	NA	NA	0.419657	1:1:1:1:1:1	0.311946(0.35446:0.28169:0.299687)	NA	NA	NA	NA
Csin_XP_028107667.2-Mdo_XP_008350071.2	NG	0.238964	1.06024	0.225387	2.23437e-31	1251	294.829	956.171	NA	363	167.333	195.667	NA	NA	0.432518	1:1:1:1:1:1	0.308033(0.355243:0.277778:0.29108)	NA	NA	NA	NA
Csin_XP_028107667.2-Rsim_KAF7153641.1	NG	0.15164	0.462911	0.32758	1.85157e-14	1260	297.95	962.05	NA	235	102.917	132.083	NA	NA	0.225246	1:1:1:1:1:1	0.304382(0.346635:0.280908:0.285603)	NA	NA	NA	NA
Csin_XP_028107667.2-Vcor_VaccDscaff46-augustus-gene-185.20-mRNA-1	NG	0.134403	0.490133	0.274217	1.10902e-18	1260	299.672	960.328	NA	226	107.833	118.167	NA	NA	0.219008	1:1:1:1:1:1	0.314032(0.361502:0.288732:0.291862)	NA	NA	NA	NA
Csin_XP_028107667.2-Vdar_KAH7864239.1	NG	0.155457	0.511826	0.30373	4.03098e-17	1260	299.672	960.328	NA	246	111.167	134.833	NA	NA	0.240214	1:1:1:1:1:1	0.359677(0.407668:0.333333:0.338028)	NA	NA	NA	NA
Csin_XP_028107667.2-Vduc_GWHPDOBL013499	NG	0.135126	0.485455	0.278348	2.48279e-18	1260	300.32	959.68	NA	226	107.333	118.667	NA	NA	0.218626	1:1:1:1:1:1	0.307512(0.35446:0.282473:0.285603)	NA	NA	NA	NA
Csin_XP_028107667.2-Vmac_vmacro14927-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.167936	0.585383	0.286883	2.57219e-19	1245	295.707	949.293	NA	263	120.167	142.833	NA	NA	0.267086	1:1:1:1:1:1	0.353938(0.399844:0.329421:0.332551)	NA	NA	NA	NA
Csin_XP_028107667.2-Vmic_vmicro00103-RA_Vaccinium_microcarpum_v1	NG	0.139309	0.546149	0.255074	8.14552e-19	1095	259.936	835.064	NA	207	100.833	106.167	NA	NA	0.235886	1:1:1:1:1:1	0.287689(0.326291:0.270736:0.266041)	NA	NA	NA	NA
Csin_XP_028107667.2-Vvin_XP_010652148.1	NG	0.235633	1.07045	0.220125	1.93822e-32	1257	301.301	955.699	NA	365	171.75	193.25	NA	NA	0.435738	1:1:1:1:1:1	0.318206(0.361502:0.28795:0.305164)	NA	NA	NA	NA
Csin_XP_082761533.1-Mdo_XP_008363698.4	NG	0.226296	1.19564	0.189267	2.44778e-37	1224	288.051	935.949	NA	355	172.167	182.833	NA	NA	0.454418	1:1:1:1:1:1	0.276474(0.323944:0.247261:0.258216)	NA	NA	NA	NA
Csin_XP_082761533.1-Mdo_XP_008386509.1	NG	0.220336	1.14582	0.192296	5.72063e-37	1254	294.176	959.824	NA	356	172.75	183.25	NA	NA	0.437445	1:1:1:1:1:1	0.282733(0.326291:0.257433:0.264476)	NA	NA	NA	NA
Csin_XP_082761533.1-Mdo_XP_008350071.2	NG	0.227288	1.20205	0.189084	5.37218e-38	1245	292.576	952.424	NA	362	175.25	186.75	NA	NA	0.456356	1:1:1:1:1:1	0.278821(0.327074:0.253521:0.255869)	NA	NA	NA	NA
Csin_XP_082761533.1-Rsim_KAF7153641.1	NG	0.15693	0.415741	0.377471	2.80497e-11	1254	295.312	958.688	NA	230	94.25	135.75	NA	NA	0.217879	1:1:1:1:1:1	0.27517(0.318466:0.256651:0.250391)	NA	NA	NA	NA
Csin_XP_082761533.1-Vcor_VaccDscaff46-augustus-gene-185.20-mRNA-1	NG	0.129105	0.396646	0.325493	1.76112e-13	1254	297.036	956.964	NA	205	91.5	113.5	NA	NA	0.192478	1:1:1:1:1:1	0.28482(0.333333:0.264476:0.256651)	NA	NA	NA	NA
Csin_XP_082761533.1-Vdar_KAH7864239.1	NG	0.150722	0.407194	0.370149	1.84229e-11	1254	297.036	956.964	NA	224	93.3333	130.667	NA	NA	0.211473	1:1:1:1:1:1	0.330464(0.379499:0.309077:0.302817)	NA	NA	NA	NA
Csin_XP_082761533.1-Vduc_GWHPDOBL013499	NG	0.135438	0.406979	0.332789	3.97054e-13	1254	297.685	956.315	NA	212	93.5	118.5	NA	NA	0.199899	1:1:1:1:1:1	0.278299(0.326291:0.258216:0.250391)	NA	NA	NA	NA
Csin_XP_082761533.1-Vmac_vmacro14927-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.16123	0.448303	0.359645	2.10741e-12	1239	292.381	946.619	NA	236	98.6667	137.333	NA	NA	0.228974	1:1:1:1:1:1	0.324726(0.371674:0.305164:0.29734)	NA	NA	NA	NA
Csin_XP_082761533.1-Vmic_vmicro00103-RA_Vaccinium_microcarpum_v1	NG	0.129725	0.399363	0.32483	8.98546e-12	1092	256.748	835.252	NA	179	79.5	99.5	NA	NA	0.193122	1:1:1:1:1:1	0.258477(0.298122:0.246479:0.230829)	NA	NA	NA	NA
Csin_XP_082761533.1-Vvin_XP_010652148.1	NG	0.254356	0.89465	0.284307	4.42131e-23	1248	299.21	948.79	NA	361	156.333	204.667	NA	NA	0.407867	1:1:1:1:1:1	0.288993(0.333333:0.263693:0.269953)	NA	NA	NA	NA
Mdo_XP_008363698.4-Mdo_XP_008386509.1	NG	0.0650364	0.221291	0.293895	2.66634e-10	1266	294.836	971.164	NA	117	56.5	60.5	NA	NA	0.101426	1:1:1:1:1:1	0.288993(0.334116:0.249609:0.283255)	NA	NA	NA	NA
Mdo_XP_008363698.4-Mdo_XP_008350071.2	NG	0.0670608	0.224744	0.298387	5.11632e-10	1260	293.517	966.483	NA	119	57	62	NA	NA	0.103793	1:1:1:1:1:1	0.285081(0.334898:0.245696:0.274648)	NA	NA	NA	NA
Mdo_XP_008363698.4-Rsim_KAF7153641.1	NG	0.248185	1.16697	0.212675	7.37784e-33	1230	289.391	940.609	NA	370	171.25	198.75	NA	NA	0.464353	1:1:1:1:1:1	0.281429(0.326291:0.248826:0.269171)	NA	NA	NA	NA
Mdo_XP_008363698.4-Vcor_VaccDscaff46-augustus-gene-185.20-mRNA-1	NG	0.231631	1.07168	0.216138	4.14347e-32	1230	290.771	939.229	NA	353	165.833	187.167	NA	NA	0.430218	1:1:1:1:1:1	0.29108(0.341158:0.256651:0.27543)	NA	NA	NA	NA
Mdo_XP_008363698.4-Vdar_KAH7864239.1	NG	0.253453	1.11858	0.226585	1.35646e-30	1230	290.771	939.229	NA	371	169	202	NA	NA	0.457968	1:1:1:1:1:1	0.336724(0.387324:0.301252:0.321596)	NA	NA	NA	NA
Mdo_XP_008363698.4-Vduc_GWHPDOBL013499	NG	0.239214	1.06362	0.224906	8.00886e-31	1230	291.765	938.235	NA	358	165.833	192.167	NA	NA	0.434768	1:1:1:1:1:1	0.284559(0.334116:0.250391:0.269171)	NA	NA	NA	NA
Mdo_XP_008363698.4-Vmac_vmacro14927-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.269742	1.18451	0.227724	2.44319e-30	1215	286.633	928.367	NA	381	170.667	210.333	NA	NA	0.485548	1:1:1:1:1:1	0.330986(0.379499:0.29734:0.316119)	NA	NA	NA	NA
Mdo_XP_008363698.4-Vmic_vmicro00103-RA_Vaccinium_microcarpum_v1	NG	0.252253	1.12311	0.224602	3.51328e-27	1065	249.615	815.385	NA	320	145.333	174.667	NA	NA	0.456365	1:1:1:1:1:1	0.264737(0.305947:0.238654:0.249609)	NA	NA	NA	NA
Mdo_XP_008363698.4-Vvin_XP_010652148.1	NG	0.308853	1.03798	0.297552	1.15324e-21	1224	291.781	932.219	NA	400	164	236	NA	NA	0.482665	1:1:1:1:1:1	0.295253(0.341158:0.255869:0.288732)	NA	NA	NA	NA
Mdo_XP_008386509.1-Mdo_XP_008350071.2	NG	0.0442681	0.156243	0.283327	1.48852e-08	1290	301.328	988.672	NA	85	42.5	42.5	NA	NA	0.0704241	1:1:1:1:1:1	0.291341(0.337246:0.255869:0.280908)	NA	NA	NA	NA
Mdo_XP_008386509.1-Rsim_KAF7153641.1	NG	0.253916	1.173	0.216467	3.31725e-33	1260	295.517	964.483	NA	383	175.25	207.75	NA	NA	0.469477	1:1:1:1:1:1	0.287689(0.328638:0.258998:0.27543)	NA	NA	NA	NA
Mdo_XP_008386509.1-Vcor_VaccDscaff46-augustus-gene-185.20-mRNA-1	NG	0.236329	1.11967	0.211071	6.98044e-34	1260	297.241	962.759	NA	368	172.833	195.167	NA	NA	0.444713	1:1:1:1:1:1	0.29734(0.343505:0.266823:0.28169)	NA	NA	NA	NA
Mdo_XP_008386509.1-Vdar_KAH7864239.1	NG	0.25799	1.18207	0.218252	8.25887e-33	1260	297.241	962.759	NA	387	176.833	210.167	NA	NA	0.475987	1:1:1:1:1:1	0.342984(0.389671:0.311424:0.327856)	NA	NA	NA	NA
Mdo_XP_008386509.1-Vduc_GWHPDOBL013499	NG	0.240803	1.08497	0.221945	4.97624e-32	1260	297.89	962.11	NA	369	170.833	198.167	NA	NA	0.440381	1:1:1:1:1:1	0.290819(0.336463:0.260563:0.27543)	NA	NA	NA	NA
Mdo_XP_008386509.1-Vmac_vmacro14927-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.264381	1.17659	0.224701	2.11062e-31	1245	292.759	952.241	NA	386	173.833	212.167	NA	NA	0.478885	1:1:1:1:1:1	0.337246(0.381847:0.307512:0.322379)	NA	NA	NA	NA
Mdo_XP_008386509.1-Vmic_vmicro00103-RA_Vaccinium_microcarpum_v1	NG	0.245156	1.12815	0.217308	1.09013e-28	1095	256.563	838.437	NA	325	149.667	175.333	NA	NA	0.452044	1:1:1:1:1:1	0.270996(0.308294:0.248826:0.255869)	NA	NA	NA	NA
Mdo_XP_008386509.1-Vvin_XP_010652148.1	NG	0.300585	1.20844	0.248737	1.72841e-28	1254	299.031	954.969	NA	416	179.5	236.5	NA	NA	0.517074	1:1:1:1:1:1	0.301513(0.343505:0.266041:0.294992)	NA	NA	NA	NA
Mdo_XP_008350071.2-Rsim_KAF7153641.1	NG	0.262382	1.13853	0.230457	1.29207e-30	1251	293.836	957.164	NA	384	172.083	211.917	NA	NA	0.468172	1:1:1:1:1:1	0.283777(0.329421:0.255086:0.266823)	NA	NA	NA	NA
Mdo_XP_008350071.2-Vcor_VaccDscaff46-augustus-gene-185.20-mRNA-1	NG	0.245929	1.13198	0.217255	8.31616e-33	1251	295.559	955.441	NA	373	172.667	200.333	NA	NA	0.455266	1:1:1:1:1:1	0.293427(0.344288:0.262911:0.273083)	NA	NA	NA	NA
Mdo_XP_008350071.2-Vdar_KAH7864239.1	NG	0.268792	1.18756	0.22634	8.79026e-32	1251	295.559	955.441	NA	392	176.167	215.833	NA	NA	0.485859	1:1:1:1:1:1	0.339071(0.390454:0.307512:0.319249)	NA	NA	NA	NA
Mdo_XP_008350071.2-Vduc_GWHPDOBL013499	NG	0.250502	1.09651	0.228455	5.41049e-31	1251	296.208	954.792	NA	374	170.667	203.333	NA	NA	0.450816	1:1:1:1:1:1	0.286907(0.337246:0.256651:0.266823)	NA	NA	NA	NA
Mdo_XP_008350071.2-Vmac_vmacro14927-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.272906	1.24562	0.219092	5.2945e-32	1236	291.077	944.923	NA	393	176.833	216.167	NA	NA	0.50198	1:1:1:1:1:1	0.333333(0.382629:0.303599:0.313772)	NA	NA	NA	NA
Mdo_XP_008350071.2-Vmic_vmicro00103-RA_Vaccinium_microcarpum_v1	NG	0.255251	1.15575	0.220853	1.85318e-28	1086	254.79	831.21	NA	330	150.167	179.833	NA	NA	0.46652	1:1:1:1:1:1	0.267084(0.309077:0.244914:0.247261)	NA	NA	NA	NA
