Sequence	Method	Ka	Ks	Ka/Ks	P-Value(Fisher)	Length	S-Sites	N-Sites	Fold-Sites(0:2:4)	Substitutions	S-Substitutions	N-Substitutions	Fold-S-Substitutions(0:2:4)	Fold-N-Substitutions(0:2:4)	Divergence-Time	Substitution-Rate-Ratio(rTC:rAG:rTA:rCG:rTG:rCA/rCA)	GC(1:2:3)	ML-Score	AICc	Akaike-Weight	Model
Aer_XP_057496637.1-Vmac_vmacro12658-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.138574	0.630815	0.219674	7.53052e-27	1254	291.083	962.917	NA	246	124.167	121.833	NA	NA	0.252834	1:1:1:1:1:1	0.176573(0.190122:0.160402:0.179196)	NA	NA	NA	NA
Aer_XP_057496637.1-Vmac_vmacro11518-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.305926	1.81161	0.16887	2.61788e-45	1413	326.62	1086.38	NA	496	223.083	272.917	NA	NA	0.653969	1:1:1:1:1:1	0.195659(0.216346:0.178322:0.192308)	NA	NA	NA	NA
Aer_XP_057496637.1-Vmic_vmicro01063-RA_Vaccinium_microcarpum_v1	NG	0.302828	1.70939	0.177156	1.33305e-43	1413	327.652	1085.35	NA	491	220.583	270.417	NA	NA	0.628987	1:1:1:1:1:1	0.202214(0.218531:0.189685:0.198427)	NA	NA	NA	NA
Aer_XP_057496637.1-Vmic_vmicro05697-RA_Vaccinium_microcarpum_v1	NG	0.225972	0.566453	0.398924	1.1499e-12	1347	312.091	1034.91	NA	326	124.083	201.917	NA	NA	0.304859	1:1:1:1:1:1	0.177448(0.194493:0.16521:0.17264)	NA	NA	NA	NA
Aer_XP_057496637.1-Vvin_XP_002273129.3	NG	0.28687	1.22464	0.234249	4.78044e-33	1362	324.097	1037.9	NA	443	195.583	247.417	NA	NA	0.510019	1:1:1:1:1:1	0.185897(0.20236:0.173514:0.181818)	NA	NA	NA	NA
Aer_XP_057496637.1-Vvin_XP_002264499.1	NG	0.226316	0.942725	0.240065	1.09543e-32	1458	340.407	1117.59	NA	401	182.667	218.333	NA	NA	0.39358	1:1:1:1:1:1	0.190559(0.206294:0.177885:0.1875)	NA	NA	NA	NA
Aer_XP_057510152.1-Aer_XP_057463197.1	NG	0.274984	1.58815	0.173147	8.0161e-45	1377	323.605	1053.39	NA	456	213.5	242.5	NA	NA	0.583588	1:1:1:1:1:1	0.193328(0.208479:0.174825:0.196678)	NA	NA	NA	NA
Aer_XP_057510152.1-Ath_NP_001319836.1	NG	0.352474	2.17781	0.161848	8.60597e-44	1413	331.153	1081.85	NA	539	234.75	304.25	NA	NA	0.780262	1:1:1:1:1:1	0.191871(0.214161:0.173951:0.1875)	NA	NA	NA	NA
Aer_XP_057510152.1-Csin_XP_028070300.2	NG	0.29139	2.44395	0.119229	1.52298e-56	1428	331.869	1096.13	NA	504	239.333	264.667	NA	NA	0.791648	1:1:1:1:1:1	0.206002(0.219406:0.184878:0.213724)	NA	NA	NA	NA
Aer_XP_057510152.1-Csin_XP_028116915.2	NG	0.29848	1.86026	0.16045	8.05502e-48	1434	333.108	1100.89	NA	500	228.917	271.083	NA	NA	0.66127	1:1:1:1:1:1	0.195221(0.210664:0.175262:0.199738)	NA	NA	NA	NA
Aer_XP_057510152.1-Csin_XP_028104754.1	NG	0.115397	0.563514	0.204781	1.23441e-30	1446	336.527	1109.47	NA	252	133.333	118.667	NA	NA	0.219687	1:1:1:1:1:1	0.190851(0.211976:0.171766:0.188811)	NA	NA	NA	NA
Aer_XP_057510152.1-Mdo_XP_017188365.3	NG	0.275785	1.42929	0.192953	8.04161e-42	1422	333.222	1088.78	NA	464	212.75	251.25	NA	NA	0.546089	1:1:1:1:1:1	0.198718(0.215909:0.177885:0.20236)	NA	NA	NA	NA
Aer_XP_057510152.1-Mdo_XP_008390303.4	NG	0.287659	1.49901	0.191899	2.573e-42	1452	337.259	1114.74	NA	485	218.667	266.333	NA	NA	0.569023	1:1:1:1:1:1	0.200321(0.215909:0.178759:0.206294)	NA	NA	NA	NA
Aer_XP_057510152.1-Mdo_XP_028948087.2	NG	0.306446	1.66083	0.184514	1.65298e-43	1449	337.281	1111.72	NA	505	225.333	279.667	NA	NA	0.621702	1:1:1:1:1:1	0.197698(0.214161:0.176136:0.202797)	NA	NA	NA	NA
Aer_XP_057510152.1-Rsim_KAF7152173.1	NG	0.306668	2.37497	0.129125	1.49536e-53	1425	332.804	1092.2	NA	514	239.083	274.917	NA	NA	0.789713	1:1:1:1:1:1	0.195367(0.210227:0.173514:0.20236)	NA	NA	NA	NA
Aer_XP_057510152.1-Rsim_KAF7150614.1	NG	0.148239	0.757821	0.195612	5.63889e-38	1473	344.199	1128.8	NA	316	164.167	151.833	NA	NA	0.290681	1:1:1:1:1:1	0.19289(0.213724:0.174825:0.190122)	NA	NA	NA	NA
Aer_XP_057510152.1-Rsim_KAF7139285.1	NG	0.3059	2.09827	0.145787	2.50219e-48	1356	318.644	1037.36	NA	485	224.417	260.583	NA	NA	0.727086	1:1:1:1:1:1	0.184441(0.204983:0.171329:0.17701)	NA	NA	NA	NA
Aer_XP_057510152.1-Vcor_VaccDscaff22-augustus-gene-3.23-mRNA-1	NG	0.306071	2.18428	0.140125	1.50833e-48	1356	317.123	1038.88	NA	486	224.917	261.083	NA	NA	0.745322	1:1:1:1:1:1	0.186189(0.206294:0.171766:0.180507)	NA	NA	NA	NA
Aer_XP_057510152.1-Vcor_VaccDscaff49-snap-gene-9.64-mRNA-1	NG	0.140767	0.753343	0.186857	2.30296e-38	1455	340.825	1114.18	NA	305	162	143	NA	NA	0.284259	1:1:1:1:1:1	0.289481(0.32299:0.266171:0.279283)	NA	NA	NA	NA
Aer_XP_057510152.1-Vcor_VaccDscaff37-snap-gene-141.39-mRNA-1	NG	0.308548	2.05671	0.15002	3.79828e-49	1425	333.247	1091.75	NA	510	233.833	276.167	NA	NA	0.717368	1:1:1:1:1:1	0.19697(0.212413:0.173514:0.204983)	NA	NA	NA	NA
Aer_XP_057510152.1-Vcor_VaccDscaff28-snap-gene-4.47-mRNA-1	NG	0.142966	0.736708	0.194061	1.0305e-36	1455	341.037	1113.96	NA	305	160	145	NA	NA	0.282133	1:1:1:1:1:1	0.278992(0.307255:0.260052:0.269668)	NA	NA	NA	NA
Aer_XP_057510152.1-Vdar_KAH7859503.1	NG	0.313264	2.01397	0.155545	3.2231e-48	1425	332.213	1092.79	NA	512	232.167	279.833	NA	NA	0.709753	1:1:1:1:1:1	0.217657(0.23514:0.195804:0.222028)	NA	NA	NA	NA
Aer_XP_057510152.1-Vduc_GWHPDOBL006900	NG	0.134298	0.71432	0.188008	2.39538e-37	1455	340.825	1114.18	NA	294	157	137	NA	NA	0.270165	1:1:1:1:1:1	0.214598(0.23208:0.198864:0.21285)	NA	NA	NA	NA
Aer_XP_057510152.1-Vduc_GWHPDOBL010431	NG	0.301991	2.05212	0.147161	9.75608e-48	1356	317.823	1038.18	NA	481	222.917	258.083	NA	NA	0.71219	1:1:1:1:1:1	0.187063(0.206731:0.170892:0.183566)	NA	NA	NA	NA
Aer_XP_057510152.1-Vmac_vmacro12658-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.294017	2.04922	0.143478	8.84297e-45	1233	288.435	944.565	NA	432	202.25	229.75	NA	NA	0.704611	1:1:1:1:1:1	0.183566(0.19799:0.164773:0.187937)	NA	NA	NA	NA
Aer_XP_057510152.1-Vmac_vmacro11518-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.142917	0.714782	0.199945	2.33363e-35	1455	340.693	1114.31	NA	302	157	145	NA	NA	0.276821	1:1:1:1:1:1	0.202652(0.224213:0.182692:0.201049)	NA	NA	NA	NA
Aer_XP_057510152.1-Vmic_vmicro01063-RA_Vaccinium_microcarpum_v1	NG	0.144151	0.71118	0.202693	8.40289e-35	1455	341.725	1113.27	NA	303	157	146	NA	NA	0.277325	1:1:1:1:1:1	0.209207(0.226399:0.194056:0.207168)	NA	NA	NA	NA
Aer_XP_057510152.1-Vmic_vmicro05697-RA_Vaccinium_microcarpum_v1	NG	0.364346	1.7211	0.211694	3.91773e-34	1341	313.606	1027.39	NA	508	211.5	296.5	NA	NA	0.681636	1:1:1:1:1:1	0.184441(0.20236:0.16958:0.181381)	NA	NA	NA	NA
Aer_XP_057510152.1-Vvin_XP_002273129.3	NG	0.248006	1.15031	0.215599	1.06567e-35	1332	320.182	1011.82	NA	402	188.333	213.667	NA	NA	0.464901	1:1:1:1:1:1	0.19289(0.210227:0.177885:0.190559)	NA	NA	NA	NA
Aer_XP_057510152.1-Vvin_XP_002264499.1	NG	0.287541	1.93918	0.148279	4.57235e-52	1449	342.953	1106.05	NA	502	237.833	264.167	NA	NA	0.678457	1:1:1:1:1:1	0.197552(0.214161:0.182255:0.196241)	NA	NA	NA	NA
Aer_XP_057463197.1-Ath_NP_001319836.1	NG	0.35176	1.63885	0.214639	2.79342e-35	1374	320.112	1053.89	NA	509	213.083	295.917	NA	NA	0.651623	1:1:1:1:1:1	0.182401(0.204983:0.16521:0.17701)	NA	NA	NA	NA
Aer_XP_057463197.1-Csin_XP_028070300.2	NG	0.15705	0.509242	0.308399	9.21366e-18	1395	321.698	1073.3	NA	271	118.917	152.083	NA	NA	0.238268	1:1:1:1:1:1	0.196533(0.210227:0.176136:0.203234)	NA	NA	NA	NA
Aer_XP_057463197.1-Csin_XP_028116915.2	NG	0.176602	0.598761	0.294946	5.81185e-21	1410	325.901	1084.1	NA	305	134.417	170.583	NA	NA	0.274178	1:1:1:1:1:1	0.185752(0.201486:0.166521:0.189248)	NA	NA	NA	NA
Aer_XP_057463197.1-Csin_XP_028104754.1	NG	0.250173	1.53121	0.163382	1.08255e-46	1365	315.132	1049.87	NA	429	205.667	223.333	NA	NA	0.545921	1:1:1:1:1:1	0.181381(0.202797:0.163024:0.178322)	NA	NA	NA	NA
Aer_XP_057463197.1-Mdo_XP_017188365.3	NG	0.294613	1.30696	0.225419	8.47429e-35	1383	325.412	1057.59	NA	459	201.333	257.667	NA	NA	0.532812	1:1:1:1:1:1	0.189248(0.206731:0.169143:0.191871)	NA	NA	NA	NA
Aer_XP_057463197.1-Mdo_XP_008390303.4	NG	0.319961	1.49316	0.214284	3.71689e-36	1392	324.033	1067.97	NA	488	209.833	278.167	NA	NA	0.593061	1:1:1:1:1:1	0.190851(0.206731:0.170017:0.195804)	NA	NA	NA	NA
Aer_XP_057463197.1-Mdo_XP_028948087.2	NG	0.322962	1.36146	0.237218	2.08475e-32	1389	324.226	1064.77	NA	483	203.583	279.417	NA	NA	0.565372	1:1:1:1:1:1	0.188228(0.204983:0.167395:0.192308)	NA	NA	NA	NA
Aer_XP_057463197.1-Rsim_KAF7152173.1	NG	0.176884	0.689275	0.256623	3.04391e-26	1401	324.777	1076.22	NA	316	146.417	169.583	NA	NA	0.295665	1:1:1:1:1:1	0.185897(0.201049:0.164773:0.191871)	NA	NA	NA	NA
Aer_XP_057463197.1-Rsim_KAF7150614.1	NG	0.280118	2.14901	0.130347	2.06609e-53	1380	319.771	1060.23	NA	474	226.167	247.833	NA	NA	0.713174	1:1:1:1:1:1	0.183421(0.204545:0.166084:0.179633)	NA	NA	NA	NA
Aer_XP_057463197.1-Rsim_KAF7139285.1	NG	0.135623	0.536526	0.252781	1.15326e-22	1359	317.903	1041.1	NA	251	121.833	129.167	NA	NA	0.229404	1:1:1:1:1:1	0.174971(0.195804:0.162587:0.166521)	NA	NA	NA	NA
Aer_XP_057463197.1-Vcor_VaccDscaff22-augustus-gene-3.23-mRNA-1	NG	0.147347	0.525708	0.280282	3.3431e-20	1359	316.211	1042.79	NA	259	119.5	139.5	NA	NA	0.235384	1:1:1:1:1:1	0.176719(0.197115:0.163024:0.170017)	NA	NA	NA	NA
Aer_XP_057463197.1-Vcor_VaccDscaff49-snap-gene-9.64-mRNA-1	NG	0.278345	1.93639	0.143745	4.01433e-50	1359	316.854	1042.15	NA	462	219.667	242.333	NA	NA	0.664922	1:1:1:1:1:1	0.280012(0.313811:0.25743:0.268794)	NA	NA	NA	NA
Aer_XP_057463197.1-Vcor_VaccDscaff37-snap-gene-141.39-mRNA-1	NG	0.185539	0.634077	0.292613	9.29701e-22	1401	325.177	1075.82	NA	316	139.167	176.833	NA	NA	0.289646	1:1:1:1:1:1	0.1875(0.203234:0.164773:0.194493)	NA	NA	NA	NA
Aer_XP_057463197.1-Vcor_VaccDscaff28-snap-gene-4.47-mRNA-1	NG	0.280138	1.73568	0.161399	3.11463e-46	1359	317.369	1041.63	NA	458	214.5	243.5	NA	NA	0.620052	1:1:1:1:1:1	0.269522(0.298077:0.251311:0.259178)	NA	NA	NA	NA
Aer_XP_057463197.1-Vdar_KAH7859503.1	NG	0.188323	0.648039	0.290605	6.55937e-22	1401	324.183	1076.82	NA	320	140.667	179.333	NA	NA	0.294699	1:1:1:1:1:1	0.208188(0.225962:0.187063:0.211538)	NA	NA	NA	NA
Aer_XP_057463197.1-Vduc_GWHPDOBL006900	NG	0.27106	1.6936	0.160049	9.36894e-47	1359	317.157	1041.84	NA	450	213	237	NA	NA	0.603046	1:1:1:1:1:1	0.205128(0.222902:0.190122:0.20236)	NA	NA	NA	NA
Aer_XP_057463197.1-Vduc_GWHPDOBL010431	NG	0.14513	0.523931	0.277001	2.58482e-20	1359	316.951	1042.05	NA	257	119.5	137.5	NA	NA	0.233475	1:1:1:1:1:1	0.177593(0.197552:0.16215:0.173077)	NA	NA	NA	NA
Aer_XP_057463197.1-Vmac_vmacro12658-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.193487	0.688339	0.281092	2.32861e-20	1209	281.572	927.428	NA	285	126.833	158.167	NA	NA	0.308736	1:1:1:1:1:1	0.174097(0.188811:0.156031:0.177448)	NA	NA	NA	NA
Aer_XP_057463197.1-Vmac_vmacro11518-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.271991	1.64419	0.165425	7.07082e-46	1359	317.197	1041.8	NA	449	211.333	237.667	NA	NA	0.59227	1:1:1:1:1:1	0.193182(0.215035:0.173951:0.190559)	NA	NA	NA	NA
Aer_XP_057463197.1-Vmic_vmicro01063-RA_Vaccinium_microcarpum_v1	NG	0.271856	1.63431	0.166343	1.02637e-45	1359	318.228	1040.77	NA	449	211.667	237.333	NA	NA	0.590893	1:1:1:1:1:1	0.199738(0.21722:0.185315:0.196678)	NA	NA	NA	NA
Aer_XP_057463197.1-Vmic_vmicro05697-RA_Vaccinium_microcarpum_v1	NG	0.199976	0.611971	0.326773	8.30282e-18	1344	313.342	1030.66	NA	312	131.083	180.917	NA	NA	0.296029	1:1:1:1:1:1	0.174971(0.193182:0.160839:0.170892)	NA	NA	NA	NA
Aer_XP_057463197.1-Vvin_XP_002273129.3	NG	0.270127	1.25634	0.215011	5.68274e-35	1299	311.849	987.151	NA	414	190.083	223.917	NA	NA	0.506886	1:1:1:1:1:1	0.183421(0.201049:0.169143:0.18007)	NA	NA	NA	NA
Aer_XP_057463197.1-Vvin_XP_002264499.1	NG	0.227927	0.963777	0.236493	4.06874e-32	1404	329.635	1074.37	NA	390	178.833	211.167	NA	NA	0.400692	1:1:1:1:1:1	0.188083(0.204983:0.173514:0.185752)	NA	NA	NA	NA
Ath_NP_001319836.1-Csin_XP_028070300.2	NG	0.346122	1.90219	0.18196	3.15322e-41	1425	326.394	1098.61	NA	530	225.417	304.583	NA	NA	0.702536	1:1:1:1:1:1	0.195076(0.215909:0.175262:0.194056)	NA	NA	NA	NA
Ath_NP_001319836.1-Csin_XP_028116915.2	NG	0.348457	1.62828	0.214004	5.05941e-36	1425	326.207	1098.79	NA	523	216.75	306.25	NA	NA	0.64143	1:1:1:1:1:1	0.184295(0.207168:0.165647:0.18007)	NA	NA	NA	NA
Ath_NP_001319836.1-Csin_XP_028104754.1	NG	0.343242	1.83778	0.18677	5.94348e-40	1395	321.512	1073.49	NA	516	220.333	295.667	NA	NA	0.687694	1:1:1:1:1:1	0.179924(0.208479:0.16215:0.169143)	NA	NA	NA	NA
Ath_NP_001319836.1-Mdo_XP_017188365.3	NG	0.375153	1.70601	0.2199	2.04605e-34	1422	328.935	1093.06	NA	544	221.333	322.667	NA	NA	0.683005	1:1:1:1:1:1	0.187791(0.212413:0.168269:0.182692)	NA	NA	NA	NA
Ath_NP_001319836.1-Mdo_XP_008390303.4	NG	0.370462	1.67244	0.22151	6.53673e-35	1446	332.289	1113.71	NA	548	222.417	325.583	NA	NA	0.669654	1:1:1:1:1:1	0.189394(0.212413:0.169143:0.186626)	NA	NA	NA	NA
Ath_NP_001319836.1-Mdo_XP_028948087.2	NG	0.383529	2.09044	0.183468	1.43447e-39	1443	331.412	1111.59	NA	567	233.25	333.75	NA	NA	0.775553	1:1:1:1:1:1	0.186772(0.210664:0.166521:0.183129)	NA	NA	NA	NA
Ath_NP_001319836.1-Rsim_KAF7152173.1	NG	0.342138	1.59953	0.213899	3.84058e-36	1422	326.974	1095.03	NA	517	216.167	300.833	NA	NA	0.631262	1:1:1:1:1:1	0.184441(0.206731:0.163899:0.182692)	NA	NA	NA	NA
Ath_NP_001319836.1-Rsim_KAF7150614.1	NG	0.385012	1.67424	0.229963	5.58819e-33	1416	327.339	1088.66	NA	547	219.167	327.833	NA	NA	0.683044	1:1:1:1:1:1	0.181964(0.210227:0.16521:0.170455)	NA	NA	NA	NA
Ath_NP_001319836.1-Rsim_KAF7139285.1	NG	0.334108	1.50305	0.222286	2.30307e-33	1332	310.777	1021.22	NA	477	201.667	275.333	NA	NA	0.606842	1:1:1:1:1:1	0.173514(0.201486:0.161713:0.157343)	NA	NA	NA	NA
Ath_NP_001319836.1-Vcor_VaccDscaff22-augustus-gene-3.23-mRNA-1	NG	0.33346	1.52799	0.218235	6.96822e-34	1332	309.202	1022.8	NA	477	201.667	275.333	NA	NA	0.610751	1:1:1:1:1:1	0.175262(0.202797:0.16215:0.160839)	NA	NA	NA	NA
Ath_NP_001319836.1-Vcor_VaccDscaff49-snap-gene-9.64-mRNA-1	NG	0.388247	1.63185	0.237919	3.76391e-31	1395	324.002	1071	NA	540	215.417	324.583	NA	NA	0.677085	1:1:1:1:1:1	0.278555(0.319493:0.256556:0.259615)	NA	NA	NA	NA
Ath_NP_001319836.1-Vcor_VaccDscaff37-snap-gene-141.39-mRNA-1	NG	0.362665	1.56332	0.231985	5.18126e-33	1422	328.021	1093.98	NA	530	215.417	314.583	NA	NA	0.639627	1:1:1:1:1:1	0.186043(0.208916:0.163899:0.185315)	NA	NA	NA	NA
Ath_NP_001319836.1-Vcor_VaccDscaff28-snap-gene-4.47-mRNA-1	NG	0.385382	1.54554	0.249351	8.25543e-30	1395	324.559	1070.44	NA	535	212.417	322.583	NA	NA	0.655303	1:1:1:1:1:1	0.268065(0.303759:0.250437:0.25)	NA	NA	NA	NA
Ath_NP_001319836.1-Vdar_KAH7859503.1	NG	0.365661	1.64557	0.22221	1.98782e-34	1422	327.503	1094.5	NA	535	218.25	316.75	NA	NA	0.660439	1:1:1:1:1:1	0.206731(0.231643:0.186189:0.20236)	NA	NA	NA	NA
Ath_NP_001319836.1-Vduc_GWHPDOBL006900	NG	0.384587	1.5173	0.253469	3.084e-29	1395	323.698	1071.3	NA	533	210.667	322.333	NA	NA	0.647423	1:1:1:1:1:1	0.203671(0.228584:0.189248:0.193182)	NA	NA	NA	NA
Ath_NP_001319836.1-Vduc_GWHPDOBL010431	NG	0.335916	1.53398	0.218983	7.77728e-34	1332	309.599	1022.4	NA	479	202.167	276.833	NA	NA	0.614385	1:1:1:1:1:1	0.176136(0.203234:0.161276:0.163899)	NA	NA	NA	NA
Ath_NP_001319836.1-Vmac_vmacro12658-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.35186	1.68631	0.208657	1.56476e-32	1233	286.463	946.537	NA	458	192.167	265.833	NA	NA	0.661893	1:1:1:1:1:1	0.17264(0.194493:0.155157:0.168269)	NA	NA	NA	NA
Ath_NP_001319836.1-Vmac_vmacro11518-RA_Vaccinium_macrocarpon_Stevens_v1	NG	0.390819	1.42816	0.273653	8.10332e-27	1395	323.91	1071.09	NA	533	206.75	326.25	NA	NA	0.631682	1:1:1:1:1:1	0.191725(0.220717:0.173077:0.181381)	NA	NA	NA	NA
Ath_NP_001319836.1-Vmic_vmicro01063-RA_Vaccinium_microcarpum_v1	NG	0.392988	1.45755	0.269622	2.22146e-27	1395	324.599	1070.4	NA	536	208.583	327.417	NA	NA	0.640698	1:1:1:1:1:1	0.198281(0.222902:0.184441:0.1875)	NA	NA	NA	NA
Ath_NP_001319836.1-Vmic_vmicro05697-RA_Vaccinium_microcarpum_v1	NG	0.403996	1.71759	0.235211	1.80459e-29	1317	305.858	1011.14	NA	522	206.167	315.833	NA	NA	0.709063	1:1:1:1:1:1	0.173514(0.198864:0.159965:0.161713)	NA	NA	NA	NA
Ath_NP_001319836.1-Vvin_XP_002273129.3	NG	0.363902	2.11262	0.172252	2.89725e-40	1356	321.561	1034.44	NA	525	226.75	298.25	NA	NA	0.778592	1:1:1:1:1:1	0.181964(0.206731:0.168269:0.170892)	NA	NA	NA	NA
Ath_NP_001319836.1-Vvin_XP_002264499.1	NG	0.337982	1.75181	0.192933	4.0429e-40	1434	335.082	1098.92	NA	526	227	299	NA	NA	0.668349	1:1:1:1:1:1	0.186626(0.210664:0.17264:0.176573)	NA	NA	NA	NA
Csin_XP_028070300.2-Csin_XP_028116915.2	NG	0.189569	0.688397	0.275378	2.28259e-24	1449	329.655	1119.35	NA	336	148.5	187.5	NA	NA	0.303055	1:1:1:1:1:1	0.198427(0.212413:0.176573:0.206294)	NA	NA	NA	NA
Csin_XP_028070300.2-Csin_XP_028104754.1	NG	0.261908	2.17451	0.120445	1.56792e-57	1416	323.947	1092.05	NA	471	229.583	241.417	NA	NA	0.699466	1:1:1:1:1:1	0.194056(0.213724:0.173077:0.195367)	NA	NA	NA	NA
Csin_XP_028070300.2-Mdo_XP_017188365.3	NG	0.273316	1.84937	0.147788	2.8742e-51	1413	326.633	1086.37	NA	473	224.167	248.833	NA	NA	0.63764	1:1:1:1:1:1	0.201923(0.217657:0.179196:0.208916)	NA	NA	NA	NA
