Sequence	Method	Ka	Ks	Ka/Ks	P-Value(Fisher)	Length	S-Sites	N-Sites	Fold-Sites(0:2:4)	Substitutions	S-Substitutions	N-Substitutions	Fold-S-Substitutions(0:2:4)	Fold-N-Substitutions(0:2:4)	Divergence-Time	Substitution-Rate-Ratio(rTC:rAG:rTA:rCG:rTG:rCA/rCA)	GC(1:2:3)	ML-Score	AICc	Akaike-Weight	Model
Aer_XP_057479248.1-Aer_XP_057463337.1	NG	0.62766	NA	NA	4.39504e-32	1485	346.138	1138.86	NA	754	269.75	484.25	NA	NA	0.248269	1:1:1:1:1:1	0.339344(0.37448:0.297503:0.346047)	NA	NA	NA	NA
Aer_XP_057479248.1-Aer_XP_057462256.1	NG	0.0325198	0.102644	0.31682	1.32159e-06	1674	385.698	1288.3	NA	78	37	41	NA	NA	0.0486768	1:1:1:1:1:1	0.338881(0.384189:0.304438:0.328017)	NA	NA	NA	NA
Aer_XP_057479248.1-Aer_XP_057466883.1	NG	0.720897	3.37262	0.213749	2.7929e-18	1308	302.257	1005.74	NA	690	224.167	465.833	NA	NA	1.33367	1:1:1:1:1:1	0.311604(0.357143:0.276699:0.300971)	NA	NA	NA	NA
Aer_XP_057479248.1-Aer_XP_057473816.1	NG	0.759947	2.91823	0.260414	7.73411e-15	1224	289.014	934.986	NA	659	212.333	446.667	NA	NA	1.26957	1:1:1:1:1:1	0.29681(0.334951:0.268377:0.287101)	NA	NA	NA	NA
Aer_XP_057479248.1-Aer_XP_057480547.1	NG	0.297544	1.2599	0.236165	2.1556e-37	1602	371.736	1230.26	NA	529	226.833	302.167	NA	NA	0.520853	1:1:1:1:1:1	0.349515(0.393897:0.307906:0.346741)	NA	NA	NA	NA
Aer_XP_057479248.1-Aer_XP_057480549.1	NG	0.307672	1.25478	0.2452	3.49582e-30	1347	311.178	1035.82	NA	451	189.583	261.417	NA	NA	0.526469	1:1:1:1:1:1	0.320851(0.362691:0.279473:0.320388)	NA	NA	NA	NA
Aer_XP_057479248.1-Aer_XP_057481773.1	NG	0.234163	1.83567	0.127562	7.10721e-68	1659	384.968	1274.03	NA	520	263.75	256.25	NA	NA	0.60579	1:1:1:1:1:1	0.377254(0.40638:0.325243:0.400139)	NA	NA	NA	NA
Aer_XP_057479248.1-Aer_XP_057481774.1	NG	0.234163	1.83567	0.127562	7.10721e-68	1659	384.968	1274.03	NA	520	263.75	256.25	NA	NA	0.60579	1:1:1:1:1:1	0.369394(0.396671:0.319695:0.391817)	NA	NA	NA	NA
Aer_XP_057479248.1-Aer_XP_057484025.1	NG	0.753866	NA	NA	3.81378e-17	1227	288.006	938.994	NA	663	216.5	446.5	NA	NA	0.342192	1:1:1:1:1:1	0.291724(0.329404:0.264216:0.281553)	NA	NA	NA	NA
Aer_XP_057479248.1-Aer_XP_057483129.1	NG	0.761223	3.55512	0.21412	2.71094e-16	1269	298.497	970.503	NA	686	221.917	464.083	NA	NA	1.41841	1:1:1:1:1:1	0.312991(0.352288:0.280166:0.306519)	NA	NA	NA	NA
Aer_XP_057479248.1-Aer_XP_057483564.1	NG	0.73348	2.89956	0.252963	7.44297e-17	1302	306.87	995.13	NA	691	225.333	465.667	NA	NA	1.24401	1:1:1:1:1:1	0.319001(0.348821:0.287795:0.320388)	NA	NA	NA	NA
Aer_XP_057479248.1-Aer_XP_057486393.1	NG	0.29042	1.21255	0.239512	5.3654e-37	1599	371.824	1227.18	NA	519	223.5	295.5	NA	NA	0.504848	1:1:1:1:1:1	0.347434(0.393897:0.307906:0.340499)	NA	NA	NA	NA
Aer_XP_057496637.1-Aer_XP_057497741.1	NG	0.50507	5.17423	0.0976127	7.12173e-34	1362	318.099	1043.9	NA	622	238.333	383.667	NA	NA	1.59556	1:1:1:1:1:1	0.295192(0.329404:0.270458:0.285714)	NA	NA	NA	NA
Aer_XP_057496637.1-Aer_XP_057505826.1	NG	0.498305	3.33098	0.149597	2.32471e-32	1359	310.885	1048.12	NA	612	230.417	381.583	NA	NA	1.14631	1:1:1:1:1:1	0.297272(0.327323:0.271151:0.293343)	NA	NA	NA	NA
Aer_XP_057496637.1-Aer_XP_057509178.1	NG	0.626712	2.42958	0.25795	2.2791e-19	1248	293.617	954.383	NA	617	211.583	405.417	NA	NA	1.05087	1:1:1:1:1:1	0.278548(0.305132:0.254508:0.276006)	NA	NA	NA	NA
Aer_XP_057496637.1-Aer_XP_057510152.1	NG	0.300881	1.77969	0.169064	2.62751e-46	1431	333.9	1097.1	NA	499	227.083	271.917	NA	NA	0.645937	1:1:1:1:1:1	0.31068(0.332871:0.284327:0.31484)	NA	NA	NA	NA
Aer_XP_057496637.1-Aer_XP_057511237.1	NG	0.72037	NA	NA	9.10038e-21	1308	307.4	1000.6	NA	697	233.75	463.25	NA	NA	0.316057	1:1:1:1:1:1	0.320388(0.34466:0.287795:0.32871)	NA	NA	NA	NA
Aer_XP_057496637.1-Aer_XP_057510948.1	NG	0.664148	NA	NA	2.54015e-31	1389	322.342	1066.66	NA	728	258	470	NA	NA	0.277953	1:1:1:1:1:1	0.327554(0.350902:0.291956:0.339806)	NA	NA	NA	NA
Aer_XP_057496637.1-Aer_XP_057512530.1	NG	0.517656	NA	NA	3.73366e-35	1362	314.917	1047.08	NA	632	240.5	391.5	NA	NA	0.166748	1:1:1:1:1:1	0.291724(0.323856:0.269764:0.281553)	NA	NA	NA	NA
Aer_XP_057496637.1-Aer_XP_057461131.1	NG	0.678314	2.51103	0.270133	3.72468e-17	1257	295.268	961.732	NA	643	213.667	429.333	NA	NA	1.10882	1:1:1:1:1:1	0.276006(0.299584:0.253814:0.274619)	NA	NA	NA	NA
Aer_XP_057496637.1-Aer_XP_057463197.1	NG	0.163914	0.507087	0.323247	6.79192e-17	1398	326.045	1071.95	NA	278	120.167	157.833	NA	NA	0.24395	1:1:1:1:1:1	0.295654(0.318308:0.270458:0.298197)	NA	NA	NA	NA
Aer_XP_057496637.1-Aer_XP_057463337.1	NG	0.729682	2.99122	0.243942	2.58125e-17	1308	307.136	1000.86	NA	693	226.083	466.917	NA	NA	1.26072	1:1:1:1:1:1	0.322006(0.346047:0.285714:0.334258)	NA	NA	NA	NA
Aer_XP_057496637.1-Aer_XP_057462256.1	NG	0.820969	NA	NA	1.25359e-17	1389	322.369	1066.63	NA	778	245.75	532.25	NA	NA	0.398345	1:1:1:1:1:1	0.321544(0.355756:0.292649:0.316227)	NA	NA	NA	NA
Aer_XP_057496637.1-Aer_XP_057466883.1	NG	0.49173	2.41714	0.203434	1.39729e-29	1359	311.175	1047.82	NA	602	224.083	377.917	NA	NA	0.932599	1:1:1:1:1:1	0.294267(0.32871:0.26491:0.289182)	NA	NA	NA	NA
Aer_XP_057496637.1-Aer_XP_057473816.1	NG	0.658378	2.41191	0.272969	1.04399e-17	1248	294.944	953.056	NA	630	212.333	417.667	NA	NA	1.0728	1:1:1:1:1:1	0.279473(0.306519:0.256588:0.275312)	NA	NA	NA	NA
Aer_XP_057496637.1-Aer_XP_057480547.1	NG	0.769567	NA	NA	6.01125e-20	1416	330.509	1085.49	NA	774	251.667	522.333	NA	NA	0.356531	1:1:1:1:1:1	0.332178(0.365465:0.296117:0.334951)	NA	NA	NA	NA
Aer_XP_057496637.1-Aer_XP_057480549.1	NG	0.735436	NA	NA	7.32109e-20	1218	282.75	935.25	NA	656	217.667	438.333	NA	NA	0.332567	1:1:1:1:1:1	0.303514(0.334258:0.267684:0.308599)	NA	NA	NA	NA
Aer_XP_057496637.1-Aer_XP_057481773.1	NG	0.845293	4.24799	0.198987	6.81864e-15	1404	325.128	1078.87	NA	790	243	547	NA	NA	1.63326	1:1:1:1:1:1	0.359917(0.377947:0.313454:0.38835)	NA	NA	NA	NA
Aer_XP_057496637.1-Aer_XP_057481774.1	NG	0.845293	4.24799	0.198987	6.81864e-15	1404	325.128	1078.87	NA	790	243	547	NA	NA	1.63326	1:1:1:1:1:1	0.352057(0.368239:0.307906:0.380028)	NA	NA	NA	NA
Aer_XP_057496637.1-Aer_XP_057484025.1	NG	0.659898	2.04083	0.323348	2.24692e-15	1257	295.441	961.559	NA	629	207	422	NA	NA	0.984466	1:1:1:1:1:1	0.274387(0.300971:0.252427:0.269764)	NA	NA	NA	NA
Aer_XP_057496637.1-Aer_XP_057483129.1	NG	0.530863	NA	NA	2.56853e-33	1347	315.138	1031.86	NA	632	239.417	392.583	NA	NA	0.172709	1:1:1:1:1:1	0.295654(0.323856:0.268377:0.29473)	NA	NA	NA	NA
Aer_XP_057496637.1-Aer_XP_057483564.1	NG	0.51213	3.2217	0.158963	8.7277e-32	1368	320.929	1047.07	NA	626	237.417	388.583	NA	NA	1.14779	1:1:1:1:1:1	0.301664(0.320388:0.276006:0.308599)	NA	NA	NA	NA
Aer_XP_057496637.1-Aer_XP_057486393.1	NG	0.783248	NA	NA	1.84423e-19	1416	330.216	1085.78	NA	779	251.25	527.75	NA	NA	0.367388	1:1:1:1:1:1	0.330097(0.365465:0.296117:0.32871)	NA	NA	NA	NA
Aer_XP_057497741.1-Aer_XP_057505826.1	NG	0.210945	0.741224	0.28459	4.50719e-24	1425	330.967	1094.03	NA	357	155.833	201.167	NA	NA	0.334106	1:1:1:1:1:1	0.29288(0.336338:0.264216:0.278086)	NA	NA	NA	NA
Aer_XP_057497741.1-Aer_XP_057509178.1	NG	0.623049	NA	NA	6.36209e-27	1245	295.494	949.506	NA	630	228.167	401.833	NA	NA	0.237828	1:1:1:1:1:1	0.274156(0.314147:0.247573:0.260749)	NA	NA	NA	NA
Aer_XP_057497741.1-Aer_XP_057510152.1	NG	0.549612	NA	NA	1.40196e-37	1344	317.908	1026.09	NA	651	251.25	399.75	NA	NA	0.18307	1:1:1:1:1:1	0.306288(0.341886:0.277393:0.299584)	NA	NA	NA	NA
Aer_XP_057497741.1-Aer_XP_057511237.1	NG	0.758038	NA	NA	3.49885e-20	1236	292.841	943.159	NA	677	227.083	449.917	NA	NA	0.341512	1:1:1:1:1:1	0.315996(0.353675:0.28086:0.313454)	NA	NA	NA	NA
Aer_XP_057497741.1-Aer_XP_057510948.1	NG	0.633074	NA	NA	9.77316e-30	1362	317.852	1044.15	NA	695	248.583	446.417	NA	NA	0.251961	1:1:1:1:1:1	0.323162(0.359917:0.285021:0.324549)	NA	NA	NA	NA
Aer_XP_057497741.1-Aer_XP_057512530.1	NG	0.083523	0.264277	0.316043	5.88165e-12	1446	338.968	1107.03	NA	163	75.5	87.5	NA	NA	0.125895	1:1:1:1:1:1	0.287332(0.332871:0.262829:0.266297)	NA	NA	NA	NA
Aer_XP_057497741.1-Aer_XP_057461131.1	NG	0.626589	NA	NA	3.54282e-24	1254	296.751	957.249	NA	631	224.417	406.583	NA	NA	0.241668	1:1:1:1:1:1	0.271613(0.308599:0.246879:0.259362)	NA	NA	NA	NA
Aer_XP_057497741.1-Aer_XP_057463197.1	NG	0.488814	2.79066	0.175161	1.22104e-31	1350	317.009	1032.99	NA	603	232	371	NA	NA	1.02934	1:1:1:1:1:1	0.291262(0.327323:0.263523:0.28294)	NA	NA	NA	NA
Aer_XP_057497741.1-Aer_XP_057463337.1	NG	0.7699	NA	NA	3.32975e-17	1236	292.75	943.25	NA	675	221	454	NA	NA	0.350693	1:1:1:1:1:1	0.317614(0.355062:0.278779:0.319001)	NA	NA	NA	NA
Aer_XP_057497741.1-Aer_XP_057462256.1	NG	0.775663	NA	NA	2.77732e-20	1335	312.667	1022.33	NA	736	241.833	494.167	NA	NA	0.359789	1:1:1:1:1:1	0.317152(0.364771:0.285714:0.300971)	NA	NA	NA	NA
Aer_XP_057497741.1-Aer_XP_057466883.1	NG	0.207103	0.680617	0.304287	1.52845e-21	1446	335.309	1110.69	NA	351	150	201	NA	NA	0.316905	1:1:1:1:1:1	0.289875(0.337725:0.257975:0.273925)	NA	NA	NA	NA
Aer_XP_057497741.1-Aer_XP_057473816.1	NG	0.629277	NA	NA	1.27227e-23	1245	296.822	948.178	NA	627	223.167	403.833	NA	NA	0.240838	1:1:1:1:1:1	0.275081(0.315534:0.249653:0.260055)	NA	NA	NA	NA
Aer_XP_057497741.1-Aer_XP_057480547.1	NG	0.803661	2.55102	0.315034	6.93019e-14	1365	322.872	1042.13	NA	748	234.083	513.917	NA	NA	1.21698	1:1:1:1:1:1	0.327785(0.37448:0.289182:0.319695)	NA	NA	NA	NA
Aer_XP_057497741.1-Aer_XP_057480549.1	NG	0.734861	4.51229	0.162858	1.85684e-16	1155	271.44	883.56	NA	617	203.083	413.917	NA	NA	1.6226	1:1:1:1:1:1	0.299122(0.343273:0.260749:0.293343)	NA	NA	NA	NA
Aer_XP_057497741.1-Aer_XP_057481773.1	NG	0.834362	NA	NA	1.97442e-17	1338	314.052	1023.95	NA	757	241.5	515.5	NA	NA	0.403805	1:1:1:1:1:1	0.355525(0.386963:0.306519:0.373093)	NA	NA	NA	NA
Aer_XP_057497741.1-Aer_XP_057481774.1	NG	0.834362	NA	NA	1.97442e-17	1338	314.052	1023.95	NA	757	241.5	515.5	NA	NA	0.403805	1:1:1:1:1:1	0.347665(0.377254:0.300971:0.364771)	NA	NA	NA	NA
Aer_XP_057497741.1-Aer_XP_057484025.1	NG	0.613035	NA	NA	3.85086e-25	1254	296.923	957.077	NA	625	224.167	400.833	NA	NA	0.2311	1:1:1:1:1:1	0.269995(0.309986:0.245492:0.254508)	NA	NA	NA	NA
Aer_XP_057497741.1-Aer_XP_057483129.1	NG	0.382856	1.84398	0.207625	4.60364e-35	1362	322.842	1039.16	NA	533	221.417	311.583	NA	NA	0.729193	1:1:1:1:1:1	0.291262(0.332871:0.261442:0.279473)	NA	NA	NA	NA
Aer_XP_057497741.1-Aer_XP_057483564.1	NG	0.352244	1.99694	0.176392	3.41026e-41	1377	326.322	1050.68	NA	523	227.667	295.333	NA	NA	0.742006	1:1:1:1:1:1	0.297272(0.329404:0.269071:0.293343)	NA	NA	NA	NA
Aer_XP_057497741.1-Aer_XP_057486393.1	NG	0.824474	2.16528	0.38077	3.35829e-11	1365	323.358	1041.64	NA	750	229	521	NA	NA	1.1421	1:1:1:1:1:1	0.325705(0.37448:0.289182:0.313454)	NA	NA	NA	NA
Aer_XP_057505826.1-Aer_XP_057509178.1	NG	0.653857	NA	NA	1.52974e-22	1239	289.656	949.344	NA	634	219.75	414.25	NA	NA	0.267214	1:1:1:1:1:1	0.276237(0.312067:0.248266:0.268377)	NA	NA	NA	NA
Aer_XP_057505826.1-Aer_XP_057510152.1	NG	0.550648	3.21324	0.171369	4.91469e-28	1341	311.516	1029.48	NA	632	230.417	401.583	NA	NA	1.16917	1:1:1:1:1:1	0.308368(0.339806:0.278086:0.307212)	NA	NA	NA	NA
Aer_XP_057505826.1-Aer_XP_057511237.1	NG	0.694345	2.42925	0.285827	4.85886e-16	1230	287.609	942.391	NA	634	207.25	426.75	NA	NA	1.10001	1:1:1:1:1:1	0.318077(0.351595:0.281553:0.321082)	NA	NA	NA	NA
Aer_XP_057505826.1-Aer_XP_057510948.1	NG	0.686837	1.97913	0.347039	9.15007e-15	1356	312.313	1043.69	NA	687	217.5	469.5	NA	NA	0.984477	1:1:1:1:1:1	0.325243(0.357836:0.285714:0.332178)	NA	NA	NA	NA
Aer_XP_057505826.1-Aer_XP_057512530.1	NG	0.204585	0.752173	0.271992	1.38487e-25	1419	327.621	1091.38	NA	351	155.583	195.417	NA	NA	0.331013	1:1:1:1:1:1	0.289413(0.330791:0.263523:0.273925)	NA	NA	NA	NA
Aer_XP_057505826.1-Aer_XP_057461131.1	NG	0.669105	NA	NA	6.25595e-21	1248	290.357	957.643	NA	642	218.083	423.917	NA	NA	0.280775	1:1:1:1:1:1	0.273694(0.306519:0.247573:0.26699)	NA	NA	NA	NA
Aer_XP_057505826.1-Aer_XP_057463197.1	NG	0.482764	3.35693	0.143811	2.39376e-33	1347	309.972	1037.03	NA	599	229.833	369.167	NA	NA	1.14417	1:1:1:1:1:1	0.293343(0.325243:0.264216:0.290569)	NA	NA	NA	NA
Aer_XP_057505826.1-Aer_XP_057463337.1	NG	0.71436	2.24524	0.318166	4.08145e-14	1230	287.517	942.483	NA	639	204.833	434.167	NA	NA	1.07221	1:1:1:1:1:1	0.319695(0.352982:0.279473:0.32663)	NA	NA	NA	NA
Aer_XP_057505826.1-Aer_XP_057462256.1	NG	0.765618	3.85095	0.198813	5.76217e-17	1332	308.26	1023.74	NA	721	229.833	491.167	NA	NA	1.47965	1:1:1:1:1:1	0.319233(0.362691:0.286408:0.308599)	NA	NA	NA	NA
Aer_XP_057505826.1-Aer_XP_057466883.1	NG	0.0721927	0.172023	0.419669	6.79318e-06	1440	328.518	1111.48	NA	127	50.5	76.5	NA	NA	0.0949677	1:1:1:1:1:1	0.291956(0.335645:0.258669:0.281553)	NA	NA	NA	NA
Aer_XP_057505826.1-Aer_XP_057473816.1	NG	0.669562	6.03148	0.111011	1.21051e-20	1239	290.982	948.018	NA	638	218.167	419.833	NA	NA	1.92882	1:1:1:1:1:1	0.277161(0.313454:0.250347:0.267684)	NA	NA	NA	NA
Aer_XP_057505826.1-Aer_XP_057480547.1	NG	0.753989	3.1396	0.240154	2.9714e-17	1359	318.284	1040.72	NA	730	235.083	494.917	NA	NA	1.31271	1:1:1:1:1:1	0.329866(0.372399:0.289875:0.327323)	NA	NA	NA	NA
Aer_XP_057505826.1-Aer_XP_057480549.1	NG	0.705667	NA	NA	6.40272e-18	1152	269.444	882.556	NA	606	202.417	403.583	NA	NA	0.306724	1:1:1:1:1:1	0.301202(0.341193:0.261442:0.300971)	NA	NA	NA	NA
Aer_XP_057505826.1-Aer_XP_057481773.1	NG	0.834014	NA	NA	4.48972e-20	1374	317.369	1056.63	NA	781	249.167	531.833	NA	NA	0.41039	1:1:1:1:1:1	0.357605(0.384882:0.307212:0.380721)	NA	NA	NA	NA
Aer_XP_057505826.1-Aer_XP_057481774.1	NG	0.834014	NA	NA	4.48972e-20	1374	317.369	1056.63	NA	781	249.167	531.833	NA	NA	0.41039	1:1:1:1:1:1	0.349746(0.375173:0.301664:0.372399)	NA	NA	NA	NA
Aer_XP_057505826.1-Aer_XP_057484025.1	NG	0.665273	NA	NA	7.76056e-22	1248	290.529	957.471	NA	642	219.667	422.333	NA	NA	0.277605	1:1:1:1:1:1	0.272076(0.307906:0.246186:0.262136)	NA	NA	NA	NA
Aer_XP_057505826.1-Aer_XP_057483129.1	NG	0.405228	1.32534	0.305753	1.03227e-22	1359	315.842	1043.16	NA	523	196.417	326.583	NA	NA	0.61907	1:1:1:1:1:1	0.293343(0.330791:0.262136:0.287101)	NA	NA	NA	NA
Aer_XP_057505826.1-Aer_XP_057483564.1	NG	0.371078	2.28282	0.162552	2.00919e-41	1374	319.795	1054.2	NA	537	228.417	308.583	NA	NA	0.816032	1:1:1:1:1:1	0.299353(0.327323:0.269764:0.300971)	NA	NA	NA	NA
Aer_XP_057505826.1-Aer_XP_057486393.1	NG	0.784142	2.55749	0.306607	3.21899e-14	1359	318.295	1040.71	NA	737	230.833	506.167	NA	NA	1.19948	1:1:1:1:1:1	0.327785(0.372399:0.289875:0.321082)	NA	NA	NA	NA
Aer_XP_057509178.1-Aer_XP_057510152.1	NG	0.608616	4.70768	0.129281	6.45681e-24	1230	293.218	936.782	NA	610	219.5	390.5	NA	NA	1.58578	1:1:1:1:1:1	0.289644(0.317614:0.261442:0.289875)	NA	NA	NA	NA
Aer_XP_057509178.1-Aer_XP_057511237.1	NG	0.741898	2.64042	0.280977	8.83559e-15	1194	286.36	907.64	NA	636	208.417	427.583	NA	NA	1.19723	1:1:1:1:1:1	0.299353(0.329404:0.26491:0.303745)	NA	NA	NA	NA
Aer_XP_057509178.1-Aer_XP_057510948.1	NG	0.58807	3.78843	0.155228	1.64824e-24	1242	292.539	949.461	NA	605	218	387	NA	NA	1.34188	1:1:1:1:1:1	0.306519(0.335645:0.269071:0.31484)	NA	NA	NA	NA
Aer_XP_057509178.1-Aer_XP_057512530.1	NG	0.641216	NA	NA	1.82075e-28	1245	293.002	951.998	NA	642	231.667	410.333	NA	NA	0.254968	1:1:1:1:1:1	0.270689(0.308599:0.246879:0.256588)	NA	NA	NA	NA
Aer_XP_057509178.1-Aer_XP_057461131.1	NG	0.128475	0.443842	0.289462	3.28126e-16	1245	295.027	949.973	NA	211	98.8333	112.167	NA	NA	0.203207	1:1:1:1:1:1	0.25497(0.284327:0.230929:0.249653)	NA	NA	NA	NA
Aer_XP_057509178.1-Aer_XP_057463197.1	NG	0.614939	3.21854	0.191062	2.06584e-22	1233	292.334	940.666	NA	611	216.25	394.75	NA	NA	1.23223	1:1:1:1:1:1	0.274619(0.303051:0.247573:0.273232)	NA	NA	NA	NA
Aer_XP_057509178.1-Aer_XP_057463337.1	NG	0.741546	2.80876	0.264012	2.6804e-15	1194	285.754	908.246	NA	637	209.25	427.75	NA	NA	1.23628	1:1:1:1:1:1	0.300971(0.330791:0.262829:0.309293)	NA	NA	NA	NA
Aer_XP_057509178.1-Aer_XP_057462256.1	NG	0.763874	2.59859	0.293957	7.23748e-14	1230	289.615	940.385	NA	661	210.417	450.583	NA	NA	1.19588	1:1:1:1:1:1	0.300509(0.340499:0.269764:0.291262)	NA	NA	NA	NA
Aer_XP_057509178.1-Aer_XP_057466883.1	NG	0.608415	3.27628	0.185703	7.28075e-23	1239	289.221	949.779	NA	610	214.167	395.833	NA	NA	1.23118	1:1:1:1:1:1	0.273232(0.313454:0.242025:0.264216)	NA	NA	NA	NA
Aer_XP_057509178.1-Aer_XP_057473816.1	NG	0.0377535	0.140075	0.269524	9.51949e-08	1248	297.405	950.595	NA	73	38	35	NA	NA	0.0621372	1:1:1:1:1:1	0.258437(0.291262:0.233703:0.250347)	NA	NA	NA	NA
Aer_XP_057509178.1-Aer_XP_057480547.1	NG	0.762672	3.56099	0.214174	4.37517e-16	1239	294.105	944.895	NA	671	218.667	452.333	NA	NA	1.42692	1:1:1:1:1:1	0.311142(0.350208:0.273232:0.309986)	NA	NA	NA	NA
Aer_XP_057509178.1-Aer_XP_057480549.1	NG	0.782535	3.04401	0.257074	3.01302e-13	1113	263.891	849.109	NA	607	194.5	412.5	NA	NA	1.31873	1:1:1:1:1:1	0.282478(0.319001:0.244799:0.283634)	NA	NA	NA	NA
Aer_XP_057509178.1-Aer_XP_057481773.1	NG	0.758969	2.08296	0.364371	8.73944e-12	1236	291.939	944.061	NA	656	205.333	450.667	NA	NA	1.07169	1:1:1:1:1:1	0.338881(0.362691:0.290569:0.363384)	NA	NA	NA	NA
Aer_XP_057509178.1-Aer_XP_057481774.1	NG	0.758969	2.08296	0.364371	8.73944e-12	1236	291.939	944.061	NA	656	205.333	450.667	NA	NA	1.07169	1:1:1:1:1:1	0.331022(0.352982:0.285021:0.355062)	NA	NA	NA	NA
Aer_XP_057509178.1-Aer_XP_057484025.1	NG	0.132233	0.456194	0.28986	1.45247e-16	1245	295.027	949.973	NA	216	100.833	115.167	NA	NA	0.209002	1:1:1:1:1:1	0.253352(0.285714:0.229542:0.244799)	NA	NA	NA	NA
Aer_XP_057509178.1-Aer_XP_057483129.1	NG	0.655266	2.55279	0.256687	2.66458e-18	1236	294.802	941.198	NA	625	213.75	411.25	NA	NA	1.10785	1:1:1:1:1:1	0.274619(0.308599:0.245492:0.269764)	NA	NA	NA	NA
Aer_XP_057509178.1-Aer_XP_057483564.1	NG	0.613379	NA	NA	3.41465e-24	1245	296.822	948.178	NA	620	222.75	397.25	NA	NA	0.228731	1:1:1:1:1:1	0.280629(0.305132:0.253121:0.283634)	NA	NA	NA	NA
Aer_XP_057509178.1-Aer_XP_057486393.1	NG	0.756961	3.50192	0.216156	4.39243e-16	1239	294.54	944.46	NA	669	218.833	450.167	NA	NA	1.40951	1:1:1:1:1:1	0.309061(0.350208:0.273232:0.303745)	NA	NA	NA	NA
Aer_XP_057510152.1-Aer_XP_057511237.1	NG	0.758869	2.76403	0.274552	1.01677e-15	1323	317.066	1005.93	NA	712	231.833	480.167	NA	NA	1.23942	1:1:1:1:1:1	0.331484(0.357143:0.29473:0.34258)	NA	NA	NA	NA
Aer_XP_057510152.1-Aer_XP_057510948.1	NG	0.602368	2.09974	0.286877	1.17619e-20	1401	330.316	1070.68	NA	676	232.667	443.333	NA	NA	0.955405	1:1:1:1:1:1	0.33865(0.363384:0.29889:0.353675)	NA	NA	NA	NA
Aer_XP_057510152.1-Aer_XP_057512530.1	NG	0.541858	NA	NA	1.28223e-33	1344	314.857	1029.14	NA	639	241.917	397.083	NA	NA	0.180648	1:1:1:1:1:1	0.30282(0.336338:0.276699:0.295423)	NA	NA	NA	NA
