Sequence	Method	Ka	Ks	Ka/Ks	P-Value(Fisher)	Length	S-Sites	N-Sites	Fold-Sites(0:2:4)	Substitutions	S-Substitutions	N-Substitutions	Fold-S-Substitutions(0:2:4)	Fold-N-Substitutions(0:2:4)	Divergence-Time	Substitution-Rate-Ratio(rTC:rAG:rTA:rCG:rTG:rCA/rCA)	GC(1:2:3)	ML-Score	AICc	Akaike-Weight	Model
Vvin_XP_010647826.1-Vvin_XP_002264499.1	NG	0.766804	NA	NA	8.40352e-25	1362	319.213	1042.79	NA	755	254.25	500.75	NA	NA	0.352717	1:1:1:1:1:1	0.337771(0.382396:0.304734:0.326183)	NA	NA	NA	NA
Vvin_XP_010647826.1-Vvin_XP_002275995.1	NG	0.256594	1.4416	0.177993	2.03785e-50	1605	371.713	1233.29	NA	506	238	268	NA	NA	0.531037	1:1:1:1:1:1	0.365385(0.422337:0.326183:0.347633)	NA	NA	NA	NA
Vvin_XP_002272229.1-Vvin_XP_002273129.3	NG	0.698042	1.99499	0.349898	4.85796e-14	1275	307.391	967.609	NA	654	214.417	439.583	NA	NA	1.01072	1:1:1:1:1:1	0.347387(0.379438:0.308432:0.35429)	NA	NA	NA	NA
Vvin_XP_002272229.1-Vvin_XP_002278594.2	NG	0.74563	2.20914	0.337521	2.2126e-15	1455	350.893	1104.11	NA	771	249.333	521.667	NA	NA	1.09857	1:1:1:1:1:1	0.380178(0.420118:0.322485:0.397929)	NA	NA	NA	NA
Vvin_XP_002272229.1-Vvin_XP_002279322.1	NG	0.756474	2.45441	0.30821	6.37438e-14	1227	295.306	931.694	NA	657	213.083	443.917	NA	NA	1.16512	1:1:1:1:1:1	0.348373(0.391272:0.31213:0.341716)	NA	NA	NA	NA
Vvin_XP_002272229.1-Vvin_XP_002274847.2	NG	0.74437	NA	NA	5.53658e-20	1221	292.703	928.297	NA	664	225.833	438.167	NA	NA	0.326202	1:1:1:1:1:1	0.358974(0.399408:0.311391:0.366124)	NA	NA	NA	NA
Vvin_XP_002272229.1-Vvin_XP_002262763.1	NG	0.750064	3.42606	0.218929	3.98295e-16	1221	295.062	925.938	NA	658	219	439	NA	NA	1.39674	1:1:1:1:1:1	0.364398(0.409024:0.316568:0.367604)	NA	NA	NA	NA
Vvin_XP_002272229.1-Vvin_XP_010652148.1	NG	0.698395	2.43624	0.286669	1.02285e-15	1209	291.199	917.801	NA	627	209.917	417.083	NA	NA	1.11697	1:1:1:1:1:1	0.338018(0.373521:0.29142:0.349112)	NA	NA	NA	NA
Vvin_XP_002272229.1-Vvin_XP_002264700.2	NG	0.732776	2.60874	0.280892	2.80777e-15	1239	295.336	943.664	NA	656	214.667	441.333	NA	NA	1.17994	1:1:1:1:1:1	0.354043(0.400148:0.304734:0.357249)	NA	NA	NA	NA
Vvin_XP_002272229.1-Vvin_XP_002264499.1	NG	0.714797	3.08675	0.23157	3.12491e-18	1317	314.464	1002.54	NA	694	232	462	NA	NA	1.28115	1:1:1:1:1:1	0.355276(0.386095:0.315828:0.363905)	NA	NA	NA	NA
Vvin_XP_002272229.1-Vvin_XP_002275995.1	NG	0.706341	NA	NA	8.23211e-33	1566	370.509	1195.49	NA	844	297	547	NA	NA	0.302628	1:1:1:1:1:1	0.38289(0.426036:0.337278:0.385355)	NA	NA	NA	NA
Vvin_XP_002273129.3-Vvin_XP_002278594.2	NG	0.598912	3.1724	0.188788	6.32369e-25	1308	316.721	991.279	NA	643	234.083	408.917	NA	NA	1.22206	1:1:1:1:1:1	0.342456(0.383876:0.305473:0.338018)	NA	NA	NA	NA
Vvin_XP_002273129.3-Vvin_XP_002279322.1	NG	0.489325	NA	NA	7.14991e-41	1284	312.52	971.48	NA	595	245.833	349.167	NA	NA	0.12683	1:1:1:1:1:1	0.310651(0.35503:0.295118:0.281805)	NA	NA	NA	NA
Vvin_XP_002273129.3-Vvin_XP_002274847.2	NG	0.553534	NA	NA	6.58784e-29	1278	307.711	970.289	NA	611	231.167	379.833	NA	NA	0.179481	1:1:1:1:1:1	0.321252(0.363166:0.294379:0.306213)	NA	NA	NA	NA
Vvin_XP_002273129.3-Vvin_XP_002262763.1	NG	0.576142	2.78531	0.206851	1.39104e-24	1278	309.776	968.224	NA	616	226.667	389.333	NA	NA	1.11163	1:1:1:1:1:1	0.326677(0.372781:0.299556:0.307692)	NA	NA	NA	NA
Vvin_XP_002273129.3-Vvin_XP_010652148.1	NG	0.68256	6.84231	0.0997558	2.44078e-20	1236	298.588	937.412	NA	644	223.917	420.083	NA	NA	2.17061	1:1:1:1:1:1	0.300296(0.337278:0.274408:0.289201)	NA	NA	NA	NA
Vvin_XP_002273129.3-Vvin_XP_002264700.2	NG	0.471987	NA	NA	4.22528e-38	1272	306.114	965.886	NA	573	234.667	338.333	NA	NA	0.117745	1:1:1:1:1:1	0.316321(0.363905:0.287722:0.297337)	NA	NA	NA	NA
Vvin_XP_002273129.3-Vvin_XP_002264499.1	NG	0.270324	1.26657	0.21343	1.58702e-36	1359	326.552	1032.45	NA	434	199.667	234.333	NA	NA	0.509711	1:1:1:1:1:1	0.317554(0.349852:0.298817:0.303994)	NA	NA	NA	NA
Vvin_XP_002273129.3-Vvin_XP_002275995.1	NG	0.695474	6.89743	0.100831	6.2033e-21	1338	318.588	1019.41	NA	701	238.917	462.083	NA	NA	2.17221	1:1:1:1:1:1	0.345168(0.389793:0.320266:0.325444)	NA	NA	NA	NA
Vvin_XP_002278594.2-Vvin_XP_002279322.1	NG	0.630849	NA	NA	6.57955e-28	1320	318.633	1001.37	NA	673	245.833	427.167	NA	NA	0.237181	1:1:1:1:1:1	0.343442(0.39571:0.309172:0.325444)	NA	NA	NA	NA
Vvin_XP_002278594.2-Vvin_XP_002274847.2	NG	0.673613	2.74819	0.245112	1.22861e-19	1323	317.582	1005.42	NA	679	232.083	446.917	NA	NA	1.17161	1:1:1:1:1:1	0.354043(0.403846:0.308432:0.349852)	NA	NA	NA	NA
Vvin_XP_002278594.2-Vvin_XP_002262763.1	NG	0.680639	2.2849	0.297886	2.21901e-17	1335	321.268	1013.73	NA	683	229.5	453.5	NA	NA	1.0667	1:1:1:1:1:1	0.359467(0.413462:0.313609:0.351331)	NA	NA	NA	NA
Vvin_XP_002278594.2-Vvin_XP_010652148.1	NG	0.587906	NA	NA	1.07019e-27	1251	303.205	947.795	NA	617	230.75	386.25	NA	NA	0.203045	1:1:1:1:1:1	0.333087(0.377959:0.288462:0.33284)	NA	NA	NA	NA
Vvin_XP_002278594.2-Vvin_XP_002264700.2	NG	0.600789	2.77607	0.216417	1.06726e-23	1317	316.252	1000.75	NA	645	231.333	413.667	NA	NA	1.12314	1:1:1:1:1:1	0.349112(0.404586:0.301775:0.340976)	NA	NA	NA	NA
Vvin_XP_002278594.2-Vvin_XP_002264499.1	NG	0.60383	NA	NA	5.92168e-29	1362	323.95	1038.05	NA	678	247.5	430.5	NA	NA	0.222361	1:1:1:1:1:1	0.350345(0.390533:0.31287:0.347633)	NA	NA	NA	NA
Vvin_XP_002278594.2-Vvin_XP_002275995.1	NG	0.753579	NA	NA	5.2324e-23	1542	365.106	1176.89	NA	838	278.5	559.5	NA	NA	0.338376	1:1:1:1:1:1	0.377959(0.430473:0.33432:0.369083)	NA	NA	NA	NA
Vvin_XP_002279322.1-Vvin_XP_002274847.2	NG	0.299067	1.3753	0.217456	1.44384e-37	1431	344.369	1086.63	NA	485	217	268	NA	NA	0.55806	1:1:1:1:1:1	0.322239(0.375:0.298077:0.293639)	NA	NA	NA	NA
Vvin_XP_002279322.1-Vvin_XP_002262763.1	NG	0.301656	1.26425	0.238605	4.25493e-34	1428	345.603	1082.4	NA	480	211.167	268.833	NA	NA	0.534621	1:1:1:1:1:1	0.327663(0.384615:0.303254:0.295118)	NA	NA	NA	NA
Vvin_XP_002279322.1-Vvin_XP_010652148.1	NG	0.683531	3.24725	0.210495	5.3636e-19	1233	298.262	934.738	NA	640	220.75	419.25	NA	NA	1.30369	1:1:1:1:1:1	0.301282(0.349112:0.278107:0.276627)	NA	NA	NA	NA
Vvin_XP_002279322.1-Vvin_XP_002264700.2	NG	0.263772	1.13328	0.232751	5.12414e-34	1392	332.626	1059.37	NA	430	194.417	235.583	NA	NA	0.471546	1:1:1:1:1:1	0.317308(0.37574:0.29142:0.284763)	NA	NA	NA	NA
Vvin_XP_002279322.1-Vvin_XP_002264499.1	NG	0.502596	2.06567	0.243309	1.39178e-26	1365	324.549	1040.45	NA	609	227.917	381.083	NA	NA	0.87424	1:1:1:1:1:1	0.31854(0.361686:0.302515:0.29142)	NA	NA	NA	NA
Vvin_XP_002279322.1-Vvin_XP_002275995.1	NG	0.710352	NA	NA	2.26439e-24	1329	315.631	1013.37	NA	711	245.75	465.25	NA	NA	0.304151	1:1:1:1:1:1	0.346154(0.401627:0.323964:0.31287)	NA	NA	NA	NA
Vvin_XP_002274847.2-Vvin_XP_002262763.1	NG	0.127414	0.237577	0.536309	6.47044e-05	1488	354.409	1133.59	NA	205	72.1667	132.833	NA	NA	0.153653	1:1:1:1:1:1	0.338264(0.392751:0.302515:0.319527)	NA	NA	NA	NA
Vvin_XP_002274847.2-Vvin_XP_010652148.1	NG	0.695045	NA	NA	4.07099e-27	1227	295.484	931.516	NA	659	236.917	422.083	NA	NA	0.286847	1:1:1:1:1:1	0.311884(0.357249:0.277367:0.301036)	NA	NA	NA	NA
Vvin_XP_002274847.2-Vvin_XP_002264700.2	NG	0.295545	1.36975	0.215766	8.18482e-38	1434	339.559	1094.44	NA	481	213.667	267.333	NA	NA	0.549907	1:1:1:1:1:1	0.327909(0.383876:0.29068:0.309172)	NA	NA	NA	NA
Vvin_XP_002274847.2-Vvin_XP_002264499.1	NG	0.526317	NA	NA	8.42889e-33	1359	321.009	1037.99	NA	634	241.417	392.583	NA	NA	0.165786	1:1:1:1:1:1	0.329142(0.369822:0.301775:0.315828)	NA	NA	NA	NA
Vvin_XP_002274847.2-Vvin_XP_002275995.1	NG	0.745329	2.46474	0.302397	4.64959e-15	1335	314.077	1020.92	NA	709	226.75	482.25	NA	NA	1.14984	1:1:1:1:1:1	0.356755(0.409763:0.323225:0.337278)	NA	NA	NA	NA
Vvin_XP_002262763.1-Vvin_XP_010652148.1	NG	0.71346	4.38815	0.162588	1.32116e-18	1227	296.297	930.703	NA	650	221.583	428.417	NA	NA	1.60083	1:1:1:1:1:1	0.317308(0.366864:0.282544:0.302515)	NA	NA	NA	NA
Vvin_XP_002262763.1-Vvin_XP_002264700.2	NG	0.329291	1.42493	0.231094	5.75698e-35	1431	341.009	1089.99	NA	508	217.5	290.5	NA	NA	0.590382	1:1:1:1:1:1	0.333333(0.393491:0.295858:0.310651)	NA	NA	NA	NA
Vvin_XP_002262763.1-Vvin_XP_002264499.1	NG	0.546457	2.36573	0.230988	1.20185e-25	1362	322.656	1039.34	NA	635	231.667	403.333	NA	NA	0.977441	1:1:1:1:1:1	0.334566(0.379438:0.306953:0.317308)	NA	NA	NA	NA
Vvin_XP_002262763.1-Vvin_XP_002275995.1	NG	0.749645	2.41932	0.309857	9.30318e-15	1338	316.113	1021.89	NA	712	227.667	484.333	NA	NA	1.14412	1:1:1:1:1:1	0.362179(0.419379:0.328402:0.338757)	NA	NA	NA	NA
Vvin_XP_010652148.1-Vvin_XP_002264700.2	NG	0.660285	2.64023	0.250087	1.15227e-18	1221	294.148	926.852	NA	621	214.083	406.917	NA	NA	1.13727	1:1:1:1:1:1	0.306953(0.357988:0.27071:0.29216)	NA	NA	NA	NA
Vvin_XP_010652148.1-Vvin_XP_002264499.1	NG	0.660236	2.96294	0.222831	6.06225e-20	1251	299.429	951.571	NA	638	220.25	417.75	NA	NA	1.21139	1:1:1:1:1:1	0.308185(0.343935:0.281805:0.298817)	NA	NA	NA	NA
Vvin_XP_010652148.1-Vvin_XP_002275995.1	NG	0.724905	2.71366	0.267132	3.74402e-16	1251	296.625	954.375	NA	660	216.5	443.5	NA	NA	1.19646	1:1:1:1:1:1	0.335799(0.383876:0.303254:0.320266)	NA	NA	NA	NA
Vvin_XP_002264700.2-Vvin_XP_002264499.1	NG	0.468865	2.52689	0.18555	1.43606e-32	1359	320.129	1038.87	NA	594	231.833	362.167	NA	NA	0.953659	1:1:1:1:1:1	0.324211(0.370562:0.295118:0.306953)	NA	NA	NA	NA
Vvin_XP_002264700.2-Vvin_XP_002275995.1	NG	0.733741	NA	NA	1.52196e-20	1338	316.55	1021.45	NA	719	240.917	478.083	NA	NA	0.323565	1:1:1:1:1:1	0.351824(0.410503:0.316568:0.328402)	NA	NA	NA	NA
Vvin_XP_002264499.1-Vvin_XP_002275995.1	NG	0.764319	NA	NA	1.10164e-20	1416	331.624	1084.38	NA	773	253.25	519.75	NA	NA	0.351119	1:1:1:1:1:1	0.353057(0.39645:0.327663:0.335059)	NA	NA	NA	NA
