Sequence	Method	Ka	Ks	Ka/Ks	P-Value(Fisher)	Length	S-Sites	N-Sites	Fold-Sites(0:2:4)	Substitutions	S-Substitutions	N-Substitutions	Fold-S-Substitutions(0:2:4)	Fold-N-Substitutions(0:2:4)	Divergence-Time	Substitution-Rate-Ratio(rTC:rAG:rTA:rCG:rTG:rCA/rCA)	GC(1:2:3)	ML-Score	AICc	Akaike-Weight	Model
Csin_XP_028119063.1-Csin_XP_028084915.1	NG	0.235975	1.14989	0.205216	4.34439e-39	1458	331.426	1126.57	NA	423	194.917	228.083	NA	NA	0.443722	1:1:1:1:1:1	0.31444(0.362348:0.282726:0.298246)	NA	NA	NA	NA
Csin_XP_028119063.1-Csin_XP_028109838.2	NG	0.858562	4.20981	0.203943	7.97687e-13	1230	284.483	945.517	NA	696	212.583	483.417	NA	NA	1.63366	1:1:1:1:1:1	0.298471(0.335358:0.268556:0.291498)	NA	NA	NA	NA
Csin_XP_028119063.1-Csin_XP_028068065.2	NG	0.802518	1.99862	0.401536	1.6626e-08	1041	239.207	801.793	NA	562	166.917	395.083	NA	NA	1.07737	1:1:1:1:1:1	0.277328(0.333333:0.254386:0.244265)	NA	NA	NA	NA
Csin_XP_028119063.1-Csin_XP_028107667.2	NG	0.816474	2.31795	0.35224	5.35399e-09	966	226.29	739.71	NA	530	162	368	NA	NA	1.1682	1:1:1:1:1:1	0.283176(0.327935:0.255735:0.265857)	NA	NA	NA	NA
Csin_XP_028119063.1-Csin_XP_028083526.2	NG	0.857071	NA	NA	5.80247e-16	1269	294.053	974.947	NA	725	227	498	NA	NA	0.42675	1:1:1:1:1:1	0.299145(0.350877:0.268556:0.278003)	NA	NA	NA	NA
Csin_XP_028119063.1-Csin_XP_028078238.2	NG	0.717947	NA	NA	1.20065e-26	1281	294.079	986.921	NA	693	237	456	NA	NA	0.323558	1:1:1:1:1:1	0.30117(0.348178:0.27193:0.283401)	NA	NA	NA	NA
Csin_XP_028119063.1-Csin_XP_028104754.1	NG	0.791659	2.61329	0.302936	1.40525e-11	1113	251.033	861.967	NA	604	182.5	421.5	NA	NA	1.20252	1:1:1:1:1:1	0.279577(0.326586:0.248313:0.263833)	NA	NA	NA	NA
Csin_XP_028119063.1-Csin_XP_028110861.1	NG	0.859596	1.84387	0.466192	1.84201e-06	1035	238.155	796.845	NA	571	163.333	407.667	NA	NA	1.08608	1:1:1:1:1:1	0.274854(0.323887:0.249663:0.251012)	NA	NA	NA	NA
Csin_XP_028119063.1-Csin_XP_082760673.1	NG	0.760916	NA	NA	2.39098e-15	1017	231.387	785.613	NA	553	177.417	375.583	NA	NA	0.360273	1:1:1:1:1:1	0.268331(0.321862:0.238866:0.244265)	NA	NA	NA	NA
Csin_XP_028119063.1-Csin_XP_082761533.1	NG	0.783239	1.59223	0.491913	3.93566e-06	957	223.024	733.976	NA	504	147.25	356.75	NA	NA	0.971769	1:1:1:1:1:1	0.257985(0.303644:0.234818:0.235493)	NA	NA	NA	NA
Csin_XP_028119063.1-Csin_XP_028080560.2	NG	0.308456	1.25717	0.245358	2.7211e-31	1419	317.101	1101.9	NA	472	193.333	278.667	NA	NA	0.520463	1:1:1:1:1:1	0.309492(0.360999:0.278003:0.289474)	NA	NA	NA	NA
Csin_XP_028119063.1-Csin_XP_028110859.2	NG	0.850437	1.93345	0.439855	3.40321e-07	1050	243.488	806.512	NA	579	168.75	410.25	NA	NA	1.10158	1:1:1:1:1:1	0.278003(0.323212:0.258435:0.252362)	NA	NA	NA	NA
Csin_XP_028119061.1-Csin_XP_028070300.2	NG	0.793622	2.56501	0.309404	3.55218e-14	1389	317.382	1071.62	NA	755	230.25	524.75	NA	NA	1.19838	1:1:1:1:1:1	0.32726(0.364372:0.290148:0.32726)	NA	NA	NA	NA
Csin_XP_028119061.1-Csin_XP_028116915.2	NG	0.850224	3.08786	0.275344	2.38624e-13	1398	318.409	1079.59	NA	784	234.917	549.083	NA	NA	1.35987	1:1:1:1:1:1	0.310616(0.350877:0.275304:0.305668)	NA	NA	NA	NA
Csin_XP_028119061.1-Csin_XP_028084915.1	NG	0.225695	1.14941	0.196357	8.19014e-49	1722	395.258	1326.74	NA	491	232.417	258.583	NA	NA	0.43772	1:1:1:1:1:1	0.338731(0.388664:0.304318:0.323212)	NA	NA	NA	NA
Csin_XP_028119061.1-Csin_XP_028109838.2	NG	0.819189	3.15402	0.259728	5.84721e-16	1494	346.84	1147.16	NA	828	256.25	571.75	NA	NA	1.36123	1:1:1:1:1:1	0.322762(0.361673:0.290148:0.316464)	NA	NA	NA	NA
Csin_XP_028119061.1-Csin_XP_028068065.2	NG	0.741357	2.69849	0.27473	9.81619e-16	1305	303.533	1001.47	NA	693	221.417	471.583	NA	NA	1.19657	1:1:1:1:1:1	0.301619(0.359649:0.275978:0.269231)	NA	NA	NA	NA
Csin_XP_028119061.1-Csin_XP_028107667.2	NG	0.792647	4.53399	0.174823	2.58692e-15	1230	290.132	939.868	NA	677	217.083	459.917	NA	NA	1.67515	1:1:1:1:1:1	0.307467(0.354251:0.277328:0.290823)	NA	NA	NA	NA
Csin_XP_028119061.1-Csin_XP_028083526.2	NG	0.803267	NA	NA	2.01859e-21	1533	356.038	1176.96	NA	855	274.75	580.25	NA	NA	0.38446	1:1:1:1:1:1	0.323437(0.377193:0.290148:0.302969)	NA	NA	NA	NA
Csin_XP_028119061.1-Csin_XP_028078238.2	NG	0.673763	NA	NA	1.14434e-35	1545	359.771	1185.23	NA	817	290.083	526.917	NA	NA	0.284008	1:1:1:1:1:1	0.325461(0.374494:0.293522:0.308367)	NA	NA	NA	NA
Csin_XP_028119061.1-Csin_XP_028104754.1	NG	0.767824	3.16912	0.242283	1.31536e-16	1377	314.373	1062.63	NA	743	232.333	510.667	NA	NA	1.31605	1:1:1:1:1:1	0.303869(0.352901:0.269906:0.288799)	NA	NA	NA	NA
Csin_XP_028119061.1-Csin_XP_028110861.1	NG	0.800709	2.48327	0.322441	6.94152e-13	1299	302.478	996.522	NA	709	218.583	490.417	NA	NA	1.1925	1:1:1:1:1:1	0.299145(0.350202:0.271255:0.275978)	NA	NA	NA	NA
Csin_XP_028119061.1-Csin_XP_082760673.1	NG	0.721119	NA	NA	2.47715e-23	1281	295.589	985.411	NA	688	231.5	456.5	NA	NA	0.323973	1:1:1:1:1:1	0.292623(0.348178:0.260459:0.269231)	NA	NA	NA	NA
Csin_XP_028119061.1-Csin_XP_082761533.1	NG	0.740804	2.17204	0.341064	8.04163e-13	1221	287.081	933.919	NA	643	203.417	439.583	NA	NA	1.07731	1:1:1:1:1:1	0.282276(0.32996:0.25641:0.260459)	NA	NA	NA	NA
Csin_XP_028119061.1-Csin_XP_028080560.2	NG	0.285995	1.22917	0.232674	1.74555e-39	1683	381.399	1301.6	NA	540	230.5	309.5	NA	NA	0.499736	1:1:1:1:1:1	0.333783(0.387314:0.299595:0.31444)	NA	NA	NA	NA
Csin_XP_028119061.1-Csin_XP_028110859.2	NG	0.79112	2.30672	0.342963	1.08802e-12	1314	307.646	1006.35	NA	712	220.083	491.917	NA	NA	1.14597	1:1:1:1:1:1	0.302294(0.349528:0.280027:0.277328)	NA	NA	NA	NA
Csin_XP_028070300.2-Csin_XP_028116915.2	NG	0.189975	0.680029	0.279363	9.88125e-24	1449	328.778	1120.22	NA	335	147	188	NA	NA	0.301168	1:1:1:1:1:1	0.306343(0.327935:0.272605:0.318489)	NA	NA	NA	NA
Csin_XP_028070300.2-Csin_XP_028084915.1	NG	0.78897	NA	NA	1.31332e-18	1422	325.142	1096.86	NA	782	246.667	535.333	NA	NA	0.37992	1:1:1:1:1:1	0.334458(0.365722:0.301619:0.336032)	NA	NA	NA	NA
Csin_XP_028070300.2-Csin_XP_028109838.2	NG	0.641377	NA	NA	4.75552e-28	1374	316.413	1057.59	NA	701	245.083	455.917	NA	NA	0.26339	1:1:1:1:1:1	0.318489(0.338731:0.287449:0.329285)	NA	NA	NA	NA
Csin_XP_028070300.2-Csin_XP_028068065.2	NG	0.485805	1.94438	0.249851	7.44298e-26	1341	310.694	1030.31	NA	584	215.583	368.417	NA	NA	0.823741	1:1:1:1:1:1	0.297346(0.336707:0.273279:0.282051)	NA	NA	NA	NA
Csin_XP_028070300.2-Csin_XP_028107667.2	NG	0.688588	3.74309	0.183962	3.94973e-21	1386	321.184	1064.82	NA	719	239.25	479.75	NA	NA	1.39642	1:1:1:1:1:1	0.303194(0.331309:0.274629:0.303644)	NA	NA	NA	NA
Csin_XP_028070300.2-Csin_XP_028083526.2	NG	0.663085	3.0331	0.218616	2.11616e-21	1383	320.958	1062.04	NA	704	236.5	467.5	NA	NA	1.2131	1:1:1:1:1:1	0.319163(0.354251:0.287449:0.315789)	NA	NA	NA	NA
Csin_XP_028070300.2-Csin_XP_028078238.2	NG	0.760868	4.15224	0.183243	1.3576e-17	1353	316.693	1036.31	NA	732	236.583	495.417	NA	NA	1.55468	1:1:1:1:1:1	0.321188(0.351552:0.290823:0.321188)	NA	NA	NA	NA
Csin_XP_028070300.2-Csin_XP_028104754.1	NG	0.259474	2.10028	0.123543	4.00491e-57	1416	324.504	1091.5	NA	468	228.583	239.417	NA	NA	0.681329	1:1:1:1:1:1	0.299595(0.32996:0.267206:0.301619)	NA	NA	NA	NA
Csin_XP_028070300.2-Csin_XP_028110861.1	NG	0.554555	2.45894	0.225526	9.67162e-25	1335	308.514	1026.49	NA	625	222.667	402.333	NA	NA	0.994652	1:1:1:1:1:1	0.294872(0.32726:0.268556:0.288799)	NA	NA	NA	NA
Csin_XP_028070300.2-Csin_XP_082760673.1	NG	0.517675	2.8803	0.17973	2.70496e-29	1329	305.792	1023.21	NA	607	224.417	382.583	NA	NA	1.0613	1:1:1:1:1:1	0.288349(0.325236:0.25776:0.282051)	NA	NA	NA	NA
Csin_XP_028070300.2-Csin_XP_082761533.1	NG	0.662548	2.26833	0.292086	1.26874e-16	1245	289.627	955.373	NA	627	206.667	420.333	NA	NA	1.0361	1:1:1:1:1:1	0.278003(0.307018:0.253711:0.273279)	NA	NA	NA	NA
Csin_XP_028070300.2-Csin_XP_028080560.2	NG	0.738855	NA	NA	3.43429e-23	1431	322.571	1108.43	NA	771	250.083	520.917	NA	NA	0.346888	1:1:1:1:1:1	0.32951(0.364372:0.296896:0.32726)	NA	NA	NA	NA
Csin_XP_028070300.2-Csin_XP_028110859.2	NG	0.520158	3.4087	0.152597	1.35847e-30	1341	310.52	1030.48	NA	617	230.417	386.583	NA	NA	1.18903	1:1:1:1:1:1	0.298021(0.326586:0.277328:0.290148)	NA	NA	NA	NA
Csin_XP_028116915.2-Csin_XP_028084915.1	NG	0.829568	1.95594	0.424128	4.30637e-10	1431	325.784	1105.22	NA	781	226.333	554.667	NA	NA	1.086	1:1:1:1:1:1	0.317814(0.352227:0.286775:0.31444)	NA	NA	NA	NA
Csin_XP_028116915.2-Csin_XP_028109838.2	NG	0.625053	NA	NA	3.24201e-35	1374	315.616	1058.38	NA	704	255.167	448.833	NA	NA	0.251768	1:1:1:1:1:1	0.301844(0.325236:0.272605:0.307692)	NA	NA	NA	NA
Csin_XP_028116915.2-Csin_XP_028068065.2	NG	0.507278	1.95202	0.259873	1.53729e-24	1368	318.24	1049.76	NA	608	221	387	NA	NA	0.843371	1:1:1:1:1:1	0.280702(0.323212:0.258435:0.260459)	NA	NA	NA	NA
Csin_XP_028116915.2-Csin_XP_028107667.2	NG	0.650956	2.44204	0.266563	3.46773e-18	1248	290.068	957.932	NA	626	209.167	416.833	NA	NA	1.06725	1:1:1:1:1:1	0.28655(0.317814:0.259784:0.282051)	NA	NA	NA	NA
Csin_XP_028116915.2-Csin_XP_028083526.2	NG	0.675052	NA	NA	4.82137e-25	1395	323.503	1071.5	NA	724	247.083	476.917	NA	NA	0.286604	1:1:1:1:1:1	0.302519(0.340756:0.272605:0.294197)	NA	NA	NA	NA
Csin_XP_028116915.2-Csin_XP_028078238.2	NG	0.784306	4.35408	0.180131	9.69404e-17	1344	314.725	1029.27	NA	736	235.333	500.667	NA	NA	1.62024	1:1:1:1:1:1	0.304543(0.338057:0.275978:0.299595)	NA	NA	NA	NA
Csin_XP_028116915.2-Csin_XP_028104754.1	NG	0.288972	2.05258	0.140785	7.06446e-52	1425	325.532	1099.47	NA	492	228.333	263.667	NA	NA	0.691857	1:1:1:1:1:1	0.282951(0.316464:0.252362:0.280027)	NA	NA	NA	NA
Csin_XP_028116915.2-Csin_XP_028110861.1	NG	0.581185	2.52027	0.230605	2.76733e-24	1371	317.698	1053.3	NA	656	230	426	NA	NA	1.03052	1:1:1:1:1:1	0.278228(0.313765:0.253711:0.267206)	NA	NA	NA	NA
Csin_XP_028116915.2-Csin_XP_082760673.1	NG	0.548063	NA	NA	4.63215e-30	1350	310.796	1039.2	NA	638	233.917	404.083	NA	NA	0.191669	1:1:1:1:1:1	0.271705(0.311741:0.242915:0.260459)	NA	NA	NA	NA
Csin_XP_028116915.2-Csin_XP_082761533.1	NG	0.650609	2.00429	0.324607	3.18777e-15	1242	287.77	954.23	NA	616	200.917	415.083	NA	NA	0.964256	1:1:1:1:1:1	0.261359(0.293522:0.238866:0.251687)	NA	NA	NA	NA
Csin_XP_028116915.2-Csin_XP_028080560.2	NG	0.778843	6.67944	0.116603	1.16718e-17	1425	322.488	1102.51	NA	776	241.833	534.167	NA	NA	2.11419	1:1:1:1:1:1	0.312865(0.350877:0.282051:0.305668)	NA	NA	NA	NA
Csin_XP_028116915.2-Csin_XP_028110859.2	NG	0.546318	2.39707	0.227911	1.50786e-25	1371	317.087	1053.91	NA	637	228.083	408.917	NA	NA	0.974364	1:1:1:1:1:1	0.281377(0.31309:0.262483:0.268556)	NA	NA	NA	NA
Csin_XP_028084915.1-Csin_XP_028109838.2	NG	0.805919	2.49836	0.322579	1.20867e-14	1527	356.755	1170.25	NA	836	258	578	NA	NA	1.20133	1:1:1:1:1:1	0.32996(0.363023:0.301619:0.325236)	NA	NA	NA	NA
Csin_XP_028084915.1-Csin_XP_028068065.2	NG	0.743264	3.37683	0.220107	1.42422e-17	1338	311.002	1027	NA	715	230.667	484.333	NA	NA	1.3554	1:1:1:1:1:1	0.308817(0.360999:0.287449:0.278003)	NA	NA	NA	NA
Csin_XP_028084915.1-Csin_XP_028107667.2	NG	0.789828	NA	NA	4.41208e-16	1254	293.984	960.016	NA	690	221.167	468.833	NA	NA	0.370226	1:1:1:1:1:1	0.314665(0.355601:0.288799:0.299595)	NA	NA	NA	NA
Csin_XP_028084915.1-Csin_XP_028083526.2	NG	0.822206	NA	NA	3.45016e-20	1566	365.262	1200.74	NA	879	279.333	599.667	NA	NA	0.397186	1:1:1:1:1:1	0.330634(0.378543:0.301619:0.311741)	NA	NA	NA	NA
Csin_XP_028084915.1-Csin_XP_028078238.2	NG	0.661458	5.03432	0.13139	2.76999e-26	1566	367.335	1198.66	NA	802	275.167	526.833	NA	NA	1.6872	1:1:1:1:1:1	0.332659(0.375843:0.304993:0.317139)	NA	NA	NA	NA
Csin_XP_028084915.1-Csin_XP_028104754.1	NG	0.775387	5.01358	0.154657	1.03835e-17	1404	321.624	1082.38	NA	764	240.917	523.083	NA	NA	1.74626	1:1:1:1:1:1	0.311066(0.354251:0.281377:0.297571)	NA	NA	NA	NA
Csin_XP_028084915.1-Csin_XP_028110861.1	NG	0.775859	1.98917	0.390042	2.32936e-11	1332	309.125	1022.88	NA	710	215.5	494.5	NA	NA	1.05744	1:1:1:1:1:1	0.306343(0.351552:0.282726:0.28475)	NA	NA	NA	NA
Csin_XP_028084915.1-Csin_XP_082760673.1	NG	0.744224	1.84013	0.404441	4.37421e-11	1314	303.669	1010.33	NA	685	208.167	476.833	NA	NA	0.99749	1:1:1:1:1:1	0.29982(0.349528:0.27193:0.278003)	NA	NA	NA	NA
Csin_XP_028084915.1-Csin_XP_082761533.1	NG	0.764621	4.38468	0.174384	1.97157e-16	1245	291.064	953.936	NA	675	217.667	457.333	NA	NA	1.61094	1:1:1:1:1:1	0.289474(0.331309:0.267881:0.269231)	NA	NA	NA	NA
Csin_XP_028084915.1-Csin_XP_028080560.2	NG	0.307278	1.20817	0.254332	5.5352e-36	1719	389.58	1329.42	NA	569	233.833	335.167	NA	NA	0.51145	1:1:1:1:1:1	0.340981(0.388664:0.311066:0.323212)	NA	NA	NA	NA
Csin_XP_028084915.1-Csin_XP_028110859.2	NG	0.779614	NA	NA	1.7675e-17	1347	313.869	1033.13	NA	737	236.167	500.833	NA	NA	0.36494	1:1:1:1:1:1	0.309492(0.350877:0.291498:0.2861)	NA	NA	NA	NA
Csin_XP_028109838.2-Csin_XP_028068065.2	NG	0.616208	2.29878	0.268058	5.56411e-20	1320	309.785	1010.21	NA	646	221.5	424.5	NA	NA	1.01108	1:1:1:1:1:1	0.292848(0.334008:0.273279:0.271255)	NA	NA	NA	NA
Csin_XP_028109838.2-Csin_XP_028107667.2	NG	0.563421	2.03644	0.276669	9.26652e-20	1224	289.613	934.387	NA	573	202.833	370.167	NA	NA	0.911957	1:1:1:1:1:1	0.298695(0.32861:0.274629:0.292848)	NA	NA	NA	NA
Csin_XP_028109838.2-Csin_XP_028083526.2	NG	0.144753	0.576702	0.251001	8.10234e-27	1542	362.021	1179.98	NA	301	145.667	155.333	NA	NA	0.246163	1:1:1:1:1:1	0.314665(0.351552:0.287449:0.304993)	NA	NA	NA	NA
Csin_XP_028109838.2-Csin_XP_028078238.2	NG	0.757338	1.70336	0.444614	2.94732e-10	1404	335.016	1068.98	NA	735	225.333	509.667	NA	NA	0.983073	1:1:1:1:1:1	0.316689(0.348853:0.290823:0.310391)	NA	NA	NA	NA
Csin_XP_028109838.2-Csin_XP_028104754.1	NG	0.584742	3.50005	0.167067	3.29675e-26	1344	312.382	1031.62	NA	651	232.083	418.917	NA	NA	1.26234	1:1:1:1:1:1	0.295097(0.32726:0.267206:0.290823)	NA	NA	NA	NA
Csin_XP_028109838.2-Csin_XP_028110861.1	NG	0.67419	1.91451	0.352148	3.37319e-14	1305	306.297	998.703	NA	656	211.833	444.167	NA	NA	0.965305	1:1:1:1:1:1	0.290373(0.324561:0.268556:0.278003)	NA	NA	NA	NA
Csin_XP_028109838.2-Csin_XP_082760673.1	NG	0.628341	1.71003	0.367444	3.04688e-14	1308	304.475	1003.52	NA	632	205	427	NA	NA	0.880136	1:1:1:1:1:1	0.283851(0.322537:0.25776:0.271255)	NA	NA	NA	NA
Csin_XP_028109838.2-Csin_XP_082761533.1	NG	0.560166	2.49207	0.22478	7.86145e-23	1218	287.36	930.64	NA	575	207.75	367.25	NA	NA	1.01596	1:1:1:1:1:1	0.273504(0.304318:0.253711:0.262483)	NA	NA	NA	NA
Csin_XP_028109838.2-Csin_XP_028080560.2	NG	0.778973	2.61088	0.298356	1.05774e-15	1497	345.062	1151.94	NA	809	250.833	558.167	NA	NA	1.20123	1:1:1:1:1:1	0.325011(0.361673:0.296896:0.316464)	NA	NA	NA	NA
Csin_XP_028109838.2-Csin_XP_028110859.2	NG	0.66554	2.8278	0.235356	7.13718e-20	1311	307.303	1003.7	NA	668	225.167	442.833	NA	NA	1.17238	1:1:1:1:1:1	0.293522(0.323887:0.277328:0.279352)	NA	NA	NA	NA
Csin_XP_028068065.2-Csin_XP_028107667.2	NG	0.6337	2.74861	0.230553	8.09911e-20	1218	286.903	931.097	NA	608	209.667	398.333	NA	NA	1.13187	1:1:1:1:1:1	0.277553(0.326586:0.260459:0.245614)	NA	NA	NA	NA
Csin_XP_028068065.2-Csin_XP_028083526.2	NG	0.626254	2.47959	0.252563	1.75861e-20	1320	310.609	1009.39	NA	653	224.417	428.583	NA	NA	1.06236	1:1:1:1:1:1	0.293522(0.349528:0.273279:0.25776)	NA	NA	NA	NA
Csin_XP_028068065.2-Csin_XP_028078238.2	NG	0.787918	2.49191	0.31619	4.56606e-13	1260	299.696	960.304	NA	685	216.667	468.333	NA	NA	1.19322	1:1:1:1:1:1	0.295547(0.346829:0.276653:0.263158)	NA	NA	NA	NA
Csin_XP_028068065.2-Csin_XP_028104754.1	NG	0.489764	3.30464	0.148205	1.55129e-32	1323	307.418	1015.58	NA	593	227.75	365.25	NA	NA	1.14384	1:1:1:1:1:1	0.273954(0.325236:0.253036:0.24359)	NA	NA	NA	NA
Csin_XP_028068065.2-Csin_XP_028110861.1	NG	0.400374	1.2052	0.332205	1.1278e-20	1371	323.675	1047.33	NA	519	194.083	324.917	NA	NA	0.590384	1:1:1:1:1:1	0.269231(0.322537:0.254386:0.230769)	NA	NA	NA	NA
Csin_XP_028068065.2-Csin_XP_082760673.1	NG	0.338994	1.15841	0.292638	1.54063e-24	1356	318.957	1037.04	NA	471	188.167	282.833	NA	NA	0.531736	1:1:1:1:1:1	0.262708(0.320513:0.24359:0.224022)	NA	NA	NA	NA
Csin_XP_028068065.2-Csin_XP_082761533.1	NG	0.651057	1.8791	0.346473	3.09433e-14	1215	284.928	930.072	NA	601	196.25	404.75	NA	NA	0.939042	1:1:1:1:1:1	0.252362(0.302294:0.239541:0.21525)	NA	NA	NA	NA
Csin_XP_028068065.2-Csin_XP_028080560.2	NG	0.788024	2.83828	0.277642	8.56758e-15	1359	314.707	1044.29	NA	740	230.667	509.333	NA	NA	1.26281	1:1:1:1:1:1	0.303869(0.359649:0.282726:0.269231)	NA	NA	NA	NA
Csin_XP_028068065.2-Csin_XP_028110859.2	NG	0.372287	1.42445	0.261354	2.10182e-28	1374	324.713	1049.29	NA	515	207.083	307.917	NA	NA	0.620942	1:1:1:1:1:1	0.27238(0.321862:0.263158:0.232119)	NA	NA	NA	NA
Csin_XP_028107667.2-Csin_XP_028083526.2	NG	0.57266	2.02808	0.282365	1.33434e-19	1230	291.987	938.013	NA	580	204.333	375.667	NA	NA	0.91816	1:1:1:1:1:1	0.29937(0.34413:0.274629:0.279352)	NA	NA	NA	NA
Csin_XP_028107667.2-Csin_XP_028078238.2	NG	0.76917	2.22991	0.344934	1.65278e-12	1242	297.198	944.802	NA	666	211.5	454.5	NA	NA	1.11871	1:1:1:1:1:1	0.301395(0.34143:0.278003:0.28475)	NA	NA	NA	NA
Csin_XP_028107667.2-Csin_XP_028104754.1	NG	0.630644	NA	NA	5.87255e-23	1245	292.273	952.727	NA	626	219.667	406.333	NA	NA	0.247838	1:1:1:1:1:1	0.279802(0.319838:0.254386:0.265182)	NA	NA	NA	NA
